Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
Department of Water Resources||Flood and River Erosion Management Agency of Assam,FREMAA_CS14_M_E CONSULTANTS,2025_DoWR_43069_1,Yes,Open Tender,Lump-sum,Services,2.0,No,No,Not Applicable,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical Proposal,22-Feb-2025 09:00 AM,09-Apr-2025 04:00 PM,22-Feb-2025 09:00 AM,09-Apr-2025 02:00 PM,22-Feb-2025 09:00 AM ,03-Mar-2025 05:00 PM ,14-Mar-2025 12:00 PM,09-Apr-2025 02:00 PM,17-Jun-2025 03:00 PM,0.0,No,fixed,,Nil,Nil,1.0,Corrigendum-II,Date,,0.0,Nil,Nil,No,"Chief Executive Officer, FREMAA","Flood and River Erosion Management Agency of Assam (FREMAA) 4th Floor, Assam Water Centre (Near Basistha Police Station), Kundil Nagar, Basistha Chariali, Guwahati","Request for Proposals for Engagement of Consultant for Monitoring and Evaluation of the implementation of ESMF, GAP, SEP, ESMPs and RAPs for under AIRBMP","Request for Proposals for Engagement of Consultant for Monitoring and Evaluation of the implementation of ESMF, GAP, SEP, ESMPs and RAPs for under AIRBMP",Please refer Tender documents. ,NA ,"96,91,440",Consultancy,NA ,Tender,120.0,730.0,Assam,781028.0,"Conference Hall, FREMAA ","Conference Hall, 4th Floor, Assam Water Centre, Basistha, Guwahati ",04-Mar-2025 01:00 PM ,"Conference Hall, FREMAA",No ,No,AOC,15-May-2026,"INR 5,080,000",730.0,Bhaskar Jyoti Das,15-May-2026 02:16 PM,AOCBKLG.pdf (758.00 KB),Technically Responsive Lowest Evaluated Proposal,1.0,262708.0,BKLG VENDORS PRIVATE LIMITED,INR,"5,080,000",1,265361,AFC India Limited,08-Apr-2025 11:04 AM,Rejected-Finance,Quoted price is higher than least cost technically responsive proposal.,15-May-2026 02:10 PM,Finance,Financial Proposal Opening Summary,Bhaskar Jyoti Das,23-Jun-2025 07:10 PM,finance_68873.pdf,BOQ Comparative Chart,Dy. CEO - FREMAA,Internal,,Bhaskar Jyoti Das,15-May-2026 02:10 PM,finsummary_68873.pdf (549.42 KB),Department of Water Resources||Flood and River Erosion Management Agency of Assam,2025_DoWR_43069_1,FREMAA_CS14_M_E CONSULTANTS,"Request for Proposals for Engagement of Consultant for Monitoring and Evaluation of the implementation of ESMF, GAP, SEP, ESMPs and RAPs for under AIRBMP",Technical,Proposal Opening Summary,Bhaskar Jyoti Das,17-Apr-2025 04:49 PM,technical_68873.pdf,CEO-FREMAA,Internal,,Bhaskar Jyoti Das,03-Jun-2025 12:50 PM,17-Jun-2025 03:00 PM,techsummary_68873.pdf (3101.81 KB),AOC
,,,,,,,,,,,,,,,,.pdf,Any other Supporting Documents,,,,,,,,,,,,,,,,2.0,Replies of Queries,Technical Bid,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,2,262708,BKLG VENDORS PRIVATE LIMITED,22-Mar-2025 03:02 PM,Accepted-AOC,Technically responsive lowest evaluated proposal,15-May-2026 02:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.pdf,Financial Proposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,3,265366,Chetan Zaveri,08-Apr-2025 06:58 PM,Rejected-Finance,Quoted price is higher than least cost technically responsive proposal.,15-May-2026 02:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.xls,Bill of Quantities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,4,265447,Feedback Infra Private Limited,09-Apr-2025 12:04 PM,Rejected-Finance,Quoted price is higher than least cost technically responsive proposal.,15-May-2026 02:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,5,263654,INFRASTRUCTURE DEVELOPMENT CONSULTANTS,27-Mar-2025 05:39 PM,Rejected-Finance,Quoted price is higher than least cost technically responsive proposal.,15-May-2026 02:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,6,263994,IRG Systems South Asia Pvt. Ltd.,28-Mar-2025 04:29 PM,Rejected-Finance,Quoted price is higher than least cost technically responsive proposal.,15-May-2026 02:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,7,265406,LEADTECH MANAGEMENT CONSULTING PRIVATE LIMITED,09-Apr-2025 01:56 PM,Rejected-Technical,"Scored less than the qualifying marks. Hence, non-responsive",03-Jun-2025 12:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,8,265395,MSV INTERNATIONAL INC,09-Apr-2025 01:11 PM,Rejected-Finance,Quoted price is higher than least cost technically responsive proposal.,15-May-2026 02:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,9,261863,RITES Limited,09-Apr-2025 01:02 PM,Rejected-Finance,Quoted price is higher than least cost technically responsive proposal.,15-May-2026 02:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,10,265462,Voyants Solutions Private Limited,09-Apr-2025 11:11 AM,Rejected-Technical,"Scored less than the qualifying marks. Hence, non-responsive",03-Jun-2025 12:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
