Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.2,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Tender Stage
Department of Water Resources||Chief Engineer - DoWR,CACHAR/2025-26/SOPD-G/I,2025_DoWR_49341_1,Yes,Open Tender,Works,Works,2.0,No,No,Online,No,No,No,1,Fee/PreQual/Technical,.pdf,TECHNICAL BID,13-Dec-2025 06:55 PM,31-Dec-2025 03:00 PM,13-Dec-2025 06:55 PM,31-Dec-2025 02:00 PM,NA ,NA ,21-Dec-2025 10:00 AM,31-Dec-2025 02:00 PM,06-Mar-2026 11:45 AM,"7,99,999",Yes,percentage,2.0%,Nil,Nil,1.0,Name of Scheme,Technical Bid,,1.0,SBI Bank,"8,000",Nil,Nil,No,"Chief Engineer, Water Resources Department, Assam","Office of the Chief Engineer, Water Resources Department, 5th Floor, Assam Water Centre, Kundil Nagar, Basistha City Guwahati Postal Code 781029 Country India",Anti-erosion measures to protect Lakhipur T.E (Binnakandi Pt I) area from the erosion of river Borak on its L/B.,Anti-erosion measures to protect Lakhipur T.E (Binnakandi Pt I) area from the erosion of river Borak on its L/B.,Please refer Tender documents. ,NA ,"3,99,99,962",Civil Works,NA ,Tender,180.0,365.0,CACHAR,788001.0,NA ,NA ,NA ,Guwahati,No ,No,AOC,15-May-2026,"INR 39,977,934",365.0,Jayanta Kumar Barman,15-May-2026 07:26 PM,FWO_CACHAR_Binnakandi_II.pdf (6254.00 KB),Anti-erosion measures to protect Lakhipur T.E (Binnakandi Pt I) area from the erosion of river Borak on its L/B.,1.0,291026.0,MOINUL HOQUE,INR,"39,977,934",1,291026,MOINUL HOQUE,30-Dec-2025 10:16 PM,Accepted-AOC,AWARDED,15-May-2026 07:27 PM,Finance,All Bids are opened for Financial Evaluation,Jayanta Kumar Barman,24-Apr-2026 12:56 PM,,BOQ Comparative Chart,Director Design,Internal,,Jayanta Kumar Barman,15-May-2026 07:17 PM,finsummary_78346.pdf (314.08 KB),Department of Water Resources||Chief Engineer - DoWR,2025_DoWR_49341_1,CACHAR/2025-26/SOPD-G/I,Anti-erosion measures to protect Lakhipur T.E (Binnakandi Pt I) area from the erosion of river Borak on its L/B.,Technical,All Bids are opened for Technical Evaluation,Jayanta Kumar Barman,06-Mar-2026 10:59 AM,,Director Design,Internal,,Jayanta Kumar Barman,06-Mar-2026 11:40 AM,06-Mar-2026 11:45 AM,techsummary_78346.pdf (131.94 KB),1.0,Tender Revocation,Tender Revocation,28-Feb-2026 05:58 PM,revoke_cachar_sribhumi.pdf ,73.63,Technical Opening,AOC
,,,,,,,,,,,,,,2,Finance,.xls,FINANCIAL BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,2,291035,PINTU DEB,30-Dec-2025 10:40 PM,Rejected-AOC,Not Qualified for AOC,15-May-2026 07:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
