Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
Public Works Roads Department,GLP/EE(GE_J)/PDNA/2025-26/1969 Dated 30/01/2026,2026_PWD_50704_15,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,BID COST_BID SECURITY,03-Feb-2026 10:30 AM,19-Feb-2026 04:00 PM,03-Feb-2026 10:30 AM,19-Feb-2026 02:00 PM,03-Feb-2026 10:30 AM ,16-Feb-2026 02:00 PM ,03-Feb-2026 10:30 AM,19-Feb-2026 02:00 PM,23-Feb-2026 06:00 PM,"86,000",Yes,fixed,,Nil,Nil,1.0,Extension Notice Cum Corrigendum,Date,,1.0,SBI Bank,860.0,Nil,Nil,No,"EE, PWD(Roads), GE_J Territorial Road Divi","O/O The EE, PWD(Roads), GE_J Territorial Road Division, Goalpara",GLP/EE(GE_J)/NDRF(PDNA 2022)/2025 26/15 Recovery and Reconstruction of Bashbari Bangaljhar road (In stretches) (Constructed under PMGSY Package No AS-07-349) under NDRF (PDNA-2022) for the year 2025-26 of Goalpara District (12-Jaleswar LAC),GLP/EE(GE_J)/NDRF(PDNA 2022)/2025 26/15 Recovery and Reconstruction of Bashbari Bangaljhar road (In stretches) (Constructed under PMGSY Package No AS-07-349) under NDRF (PDNA-2022) for the year 2025-26 of Goalpara District (12-Jaleswar LAC),Please refer Tender documents. ,NA ,"43,00,000",Civil Works – Roads,NA ,Tender,180.0,30.0,Goalpara,783101.0,"O/O The EE, PWD(Roads), GE_J Territorial Road Divi ","O/O The EE, PWD(Roads), GE_J Territorial Road Division, Goalpara ",05-Feb-2026 10:00 AM ,"O/O The EE, PWD(Roads), GE_J Territorial Road Divi",No ,No,AOC,20-May-2026,"INR 3,280,862",30.0,Ashim kumar Chakraborty,20-May-2026 03:50 PM,WOPkg15.pdf (403.00 KB),1.0,297756.0,Soidur Rahman Sheikh,INR,"3,280,862",1,297899,AKBOR ALI,17-Feb-2026 05:55 PM,Rejected-Technical,Non-Responsive,23-Feb-2026 05:53 PM,Finance,Summary,Abu syed Abidul Islam,11-Mar-2026 06:25 PM,finance_80745.pdf,BOQ Comparative Chart,EE PWRD Goalpara East_Jaleswar Territorial Road Div,Internal,,Ashim kumar Chakraborty,20-May-2026 03:45 PM,finsummary_80745.pdf (403.05 KB),Public Works Roads Department,2026_PWD_50704_15,GLP/EE(GE_J)/PDNA/2025-26/1969 Dated 30/01/2026,GLP/EE(GE_J)/NDRF(PDNA 2022)/2025 26/15 Recovery and Reconstruction of Bashbari Bangaljhar road (In stretches) (Constructed under PMGSY Package No AS-07-349) under NDRF (PDNA-2022) for the year 2025-26 of Goalpara District (12-Jaleswar LAC),Technical,Summary,Abu syed Abidul Islam,20-Feb-2026 10:26 AM,technical_80745.pdf,CE PWD(Roads),Internal,,Ashim kumar Chakraborty,23-Feb-2026 05:53 PM,23-Feb-2026 06:00 PM,techsummary_80745.pdf (167.35 KB),AOC
,,,,,,,,,,,,,,,,.pdf,BIDDING DOCUMENT,,,,,,,,,,,,,,,,2.0,Corrigendum,Technical Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2,298076,AKHERUT ZAMAN,15-Feb-2026 11:00 PM,Rejected-AOC,L2,20-May-2026 03:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,TECHNICAL QUALIFICATIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3,298098,Anisur Rahman,19-Feb-2026 01:36 PM,Rejected-Technical,Non-Responsive,23-Feb-2026 05:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4,297663,Jayanta Medhi,18-Feb-2026 09:26 PM,Rejected-AOC,L4,20-May-2026 03:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,FORM OF BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,5,297598,Jolhas Alom Sikdar,15-Feb-2026 08:53 PM,Rejected-Technical,Non-Responsive,23-Feb-2026 05:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,6,297166,KORBAN ALI,15-Feb-2026 12:19 PM,Rejected-AOC,L6,20-May-2026 03:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,7,297161,LUTFAR RAHMAN,15-Feb-2026 12:25 PM,Rejected-AOC,L5,20-May-2026 03:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,8,297686,Mujaharul Islam,15-Feb-2026 03:51 PM,Rejected-Technical,Non-Responsive,23-Feb-2026 05:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,9,297821,Pabitra Pran Kalita,16-Feb-2026 11:55 AM,Rejected-AOC,L3,20-May-2026 03:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,10,297198,SAHAR ALI,10-Feb-2026 04:37 PM,Rejected-Technical,Non-Responsive,23-Feb-2026 05:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
