Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
Finance Department||Commissionerate of Taxes,CT/COMP-7/2025/8,2025_FDGoA_44729_1,Yes,Open Tender,EOI,Services,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Bid Document,04-Jun-2025 03:00 PM,30-Jun-2025 03:30 PM,04-Jun-2025 03:30 PM,30-Jun-2025 02:30 PM,05-Jun-2025 10:00 AM ,09-Jun-2025 11:00 AM ,09-Jun-2025 05:00 PM,30-Jun-2025 02:30 PM,0.0,No,fixed,,Nil,Nil,1.0,DateCorrigendum1,Date,,1.0,SBI Bank,"1,000",Nil,Nil,No,Commissioner of Taxes,"Commissioner of Taxes, Assam, Kar Bhawan, Dispur, Guwahati, Assam-781006","Signing of Framework Agreement for conducting Special Audit under Section 66 of the Assam GST Act, 2017","Signing of Framework Agreement for conducting Special Audit under Section 66 of the Assam GST Act, 2017",Please refer Tender documents. ,NA ,,Consultancy,NA ,Empanelment,180.0,NA ,"New Kar Bhawan Building,Ganeshguri Guwahati",781006.0,Offline ,"Conference Hall, 2nd floor, New Kar Bhawan Building, Kar Bhawan Complex, Ganeshguri, Assam - 781006  ",09-Jun-2025 11:00 AM ,Online,No ,No,AOC,02-May-2026,INR 0,365.0,Anjali Singh,02-May-2026 03:02 PM,CA_ALL_Contracts.pdf (7070.00 KB),1.0,270954.0,H K Agrawala & Associates,INR,0.0,1,270009,AJOYDEEP & ASSOCIATES,29-Jun-2025 04:42 PM,Accepted-AOC,Awarded,02-May-2026 03:02 PM,Finance,Bids have been opened,Ramen Kumar Barman,01-Jul-2025 05:33 PM,,Joint Commissioner of Taxes,Internal,,Anjali Singh,02-May-2026 02:58 PM,finsummary_71054.pdf (38034.43 KB),Finance Department||Commissionerate of Taxes,2025_FDGoA_44729_1,CT/COMP-7/2025/8,"Signing of Framework Agreement for conducting Special Audit under Section 66 of the Assam GST Act, 2017",Arunima Chowdhury,Internal,,Anjali Singh,29-Apr-2026 05:01 PM,techsummary_71054.pdf (38034.43 KB),AOC
,,,,,,,,,,,,,,,,.pdf,Technical Documents,,,,,,,,,,,,,,,2.0,TechCorrigendum1,Technical Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2.0,270889.0,nitika bagaria and co,INR,0.0,2,270865,AKASH AGARWALLA AND ASSOCIATES,29-Jun-2025 03:53 PM,Accepted-AOC,Awarded,02-May-2026 03:02 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3.0,270873.0,Hari Singh and Associates,INR,0.0,3,270893,A M AGARWAL & ASSOCIATES,29-Jun-2025 06:57 PM,Rejected-Technical,Technically not qualify,29-Apr-2026 05:01 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,4.0,270865.0,AKASH AGARWALLA AND ASSOCIATES,INR,0.0,4,270902,A M D AND ASSOCIATES,29-Jun-2025 11:50 AM,Rejected-Technical,Technically not qualify,29-Apr-2026 05:01 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,5.0,270634.0,D PATWARY AND CO,INR,0.0,5,270699,BIJAY AGARWAL AND CO,30-Jun-2025 11:38 AM,Rejected-Technical,Technically not qualify,29-Apr-2026 05:01 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,6.0,270595.0,Bikash Laxmi & Associates,INR,0.0,6,270595,Bikash Laxmi & Associates,25-Jun-2025 12:15 PM,Accepted-AOC,Awarded,02-May-2026 03:02 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,7.0,270517.0,R. DAS AND CO.,INR,0.0,7,270890,BURMAN SINGH AND ASSOCIATES,29-Jun-2025 08:02 PM,Rejected-Technical,Technically not qualify,29-Apr-2026 05:01 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,8.0,270009.0,AJOYDEEP & ASSOCIATES,INR,0.0,8,270005,D DHANDARIA & CO,27-Jun-2025 12:43 AM,Accepted-AOC,Awarded,02-May-2026 03:02 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,9.0,270005.0,D DHANDARIA & CO,INR,0.0,9,270558,DIPIKA AGARWALA AND ASSOCIATES,24-Jun-2025 05:22 PM,Rejected-Technical,Technically not qualify,29-Apr-2026 05:01 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,10,270912,D K BAJAJ AND CO,29-Jun-2025 07:16 PM,Rejected-Technical,Technically not qualify,29-Apr-2026 05:01 PM,,,,,,,,,,,,,,,,,,,,,,AOC
