Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
Urban Development Department||Directorate of Municipality Administration - UDD||Sibsagar Municipal Board,smb/584/2025/6689-94,2025_UDD_48544_1,Yes,Open Tender,Works,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,SBD,12-Nov-2025 09:00 AM,03-Dec-2025 03:00 PM,12-Nov-2025 10:00 AM,03-Dec-2025 02:00 PM,12-Nov-2025 10:00 AM ,14-Nov-2025 09:00 AM ,12-Nov-2025 10:00 AM,03-Dec-2025 02:00 PM,22-Jan-2026 04:00 PM,"1,07,600",Yes,fixed,,Nil,Nil,1.0,ALLOWING EMD EXEMPTION,Fee,,1.0,SBI Bank,"2,000",Nil,Nil,Yes,OFFICE OF THE SIBSAGAR MUNICIPAL BOARD,OFFICE OF THE SIBSAGAR MUNICIPAL BOARD,Improvement of Mahatma Gandhi Road by widening with concrete pavers block on both side from junction of K P Chaliha Road up to 809 M at Ward No X of Sivasagar Municipal Board under NCAP,Improvement of Mahatma Gandhi Road by widening with concrete pavers block on both side from junction of K P Chaliha Road up to 809 M at Ward No X of Sivasagar Municipal Board under NCAP 2023-2024,AS PER SBD AND NIT ,NA ,"53,77,098",Civil Works,NA ,Tender,180.0,NA ,SIVASAGAR,785640.0,NA ,NA ,NA ,OFFICE OF THE SIBSAGAR MUNICIPAL BOARD,No ,No,AOC,06-May-2026,"INR 4,839,388.2",90.0,Debabrata Sharma,06-May-2026 04:51 PM,hiteshduttafinalworkorder.pdf (126.00 KB),1.0,287082.0,HITESH DUTTA,INR,"4,839,388.2",1,288217,AMRIT CHANGMAI,03-Dec-2025 12:45 PM,Rejected-Finance,REJECTED IN TLC,26-Mar-2026 11:24 AM,Finance,sent for financial evaluation,Debabrata Sharma,22-Jan-2026 04:18 PM,,BOQ Comparative Chart,DDC,Mixed,EO CHAIRPERSON AEE UTO EEPWDB EEPWDR FAO,Debabrata Sharma,26-Mar-2026 11:24 AM,finsummary_77141.pdf (316.41 KB),Urban Development Department||Directorate of Municipality Administration - UDD||Sibsagar Municipal Board,2025_UDD_48544_1,smb/584/2025/6689-94,Improvement of Mahatma Gandhi Road by widening with concrete pavers block on both side from junction of K P Chaliha Road up to 809 M at Ward No X of Sivasagar Municipal Board under NCAP,Technical,ADMITTED FOR TECHNICAL EVALUATION,Debabrata Sharma,04-Dec-2025 12:09 AM,,DISTRICT DEVELOPMENT COMMISSIONER,Mixed,EO SMB CHAIRPERSON SMB UTO SMB FAO EE PWDB EEPWDR AEE SMB,Debabrata Sharma,22-Jan-2026 03:56 PM,22-Jan-2026 04:00 PM,techsummary_77141.pdf (1507.04 KB),AOC
,,,,,,,,,,,,,,,,.pdf,TECHNICAL BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2,288071,Bezbaruah Enterprise,03-Dec-2025 11:09 AM,Rejected-Finance,REJECTED IN TLC,26-Mar-2026 11:24 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3,288220,BIJIT BARUAH,03-Dec-2025 12:57 PM,Rejected-Finance,REJECTED IN TLC,26-Mar-2026 11:24 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4,288134,DHRUBAJIT CHETIA,02-Dec-2025 09:11 PM,Rejected-Technical,REJECTED IN TENDER EVALUATION COMMITTEE MEETING,22-Jan-2026 03:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,5,288213,GAUTAM BORUAH,03-Dec-2025 11:01 AM,Rejected-Finance,REJECTED IN TLC,26-Mar-2026 11:24 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,6,288216,hema chetia,03-Dec-2025 12:57 PM,Rejected-Finance,REJECTED IN TLC,26-Mar-2026 11:24 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,7,287082,HITESH DUTTA,02-Dec-2025 01:12 PM,Accepted-AOC,final work order awarded,06-May-2026 04:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,8,288143,KAUSHIK GOGOI,03-Dec-2025 01:34 AM,Rejected-Finance,REJECTED IN TLC,26-Mar-2026 11:24 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,9,288175,Mr. Mrigen Mohan,03-Dec-2025 08:37 AM,Rejected-Finance,REJECTED IN TLC,26-Mar-2026 11:24 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,10,287535,Prosanta Boruah,01-Dec-2025 11:14 AM,Rejected-Technical,REJECTED IN TENDER EVALUATION COMMITTEE MEETING,22-Jan-2026 03:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
