Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Publish Date.1,Bid Opening Date.1,Bid Submission Opening Date,Bid Submission Closing Date,Pre Bid Meeting Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date.1,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
Urban Development Department||Directorate of Municipality Administration - UDD||Titabar Municipal Board,TMB/15th FC/Tied/159/pt-1/2019-20/934,2026_UDD_50423_1,Yes,Open Tender,Turn-key,Works,2.0,No,No,Online,No,No,Yes,1.0,Fee/PreQual/Technical,.pdf,Tender Document,22-Jan-2026 10:00 AM,12-Feb-2026 12:30 PM,22-Jan-2026 10:00 AM,12-Feb-2026 12:00 PM,NA ,NA ,22-Jan-2026 10:00 AM,12-Feb-2026 12:00 PM,27-Feb-2026 04:30 PM,"3,75,360",Yes,percentage,2.0%,Nil,Nil,1.0,SBI Bank,23-Feb-2026 04:00 PM,27-Feb-2026 04:30 PM,23-Feb-2026 04:00 PM,27-Feb-2026 04:00 PM,,"3,000",Nil,Nil,No,Executive Officer,"Office of the Titabar Municipal Board. Santipur, Titabar, 785630","Engineering, Procurement, Construction for Establishment, Testing and Commissioning of Material Recovery Facility (MRF) and Waste to Compost Plant at Titabar Municipal Board.(Phase II)","Engineering, Procurement, Construction for Establishment, Testing and Commissioning of Material Recovery Facility MRF an Waste to Compost Plant at Titabar Municipal Board. Phase II",Please refer Tender documents. ,NA ,"1,87,68,000",Civil Works,NA ,Tender,180.0,60.0,Titabar Municipal Board,785630.0,NA ,NA ,NA ,Titabar Municipal Board,No ,No,AOC,13-Mar-2026,"INR 18,768,000",60.0,Rashmi Bhattacharyya,06-May-2026 12:43 PM,AOC_EPC.pdf (811.00 KB),1.0,297462.0,Radiant Engineering Company,INR,"18,768,000",1,297463,MOHAMMED MUZAMMIL ROHMAN,12-Feb-2026 12:44 AM,Rejected-AOC,Third Lowest evaluated bidder as recommended by TEC.,06-May-2026 12:43 PM,Finance,Bid Opening Summary,Rashmi Bhattacharyya,02-Mar-2026 03:23 PM,finance_80277.pdf,BOQ Comparative Chart,Rashmi Bhattacharyya,Internal,,Naren Saikia,11-Mar-2026 03:27 PM,finsummary_80277.pdf (515.81 KB),Urban Development Department||Directorate of Municipality Administration - UDD||Titabar Municipal Board,2026_UDD_50423_1,TMB/15th FC/Tied/159/pt-1/2019-20/934,"Engineering, Procurement, Construction for Establishment, Testing and Commissioning of Material Recovery Facility (MRF) and Waste to Compost Plant at Titabar Municipal Board.(Phase II)",Technical,Three nos of bid admitted for technical evaluation,Rashmi Bhattacharyya,12-Feb-2026 01:00 PM,technical_80277.pdf,Rashmi Bhattacharyya,Mixed,,Rashmi Bhattacharyya,23-Feb-2026 03:15 PM,techsummary_80277.pdf (1886.02 KB),AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2,297485,PARTHA PRATIM GOGOI,12-Feb-2026 11:36 AM,Rejected-AOC,Second Lowest evaluated bidder as recommended by TEC.,06-May-2026 12:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3,297462,Radiant Engineering Company,12-Feb-2026 12:28 AM,Accepted-AOC,Lowest evaluated bidder as recommended by TEC.,06-May-2026 12:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
