revenue_ci,revenue_cr,HQ,are_new,dtname,object_id,dtcode11,max,mean,count,sum
Gossaigaon (Pt),Gossaigaon (Pt),,1069,KOKRAJHAR,18-300-00101,18-300,1.4431560755491257,0.8534440898393258,968,826.1338789644674
Bhowraguri,Bhawraguri,,159,KOKRAJHAR,18-300-00102,18-300,0.9104731520652771,0.86095982516118,148,127.42205412385464
Dotoma,Dotoma,,304,KOKRAJHAR,18-300-00103,18-300,0.9104731520652771,0.6720625773723578,271,182.12895846790894
Kokrajhar (Pt),Kokrajhar (Pt),y,990,KOKRAJHAR,18-300-00104,18-300,0.6621520864009858,0.6290732306569224,894,562.3914682072887
Bagribari (Pt),Bagribari (Pt),,281,KOKRAJHAR,18-300-00105,18-300,0.8100899687528611,0.7942214747281569,256,203.32069753040815
Golokganj (Pt),Golokganj (Pt),,103,KOKRAJHAR,18-300-00106,18-300,0.8100899687528611,0.7981303083814599,93,74.22611867947577
Dhubri (Pt),Dhubri (Pt),,124,KOKRAJHAR,18-300-00107,18-300,0.8100899687528611,0.810089968752861,114,92.35025643782615
Chapar (Pt),Chapar (Pt),,101,KOKRAJHAR,18-300-00108,18-300,0.6621520864009858,0.4300340280610782,91,39.13309655355812
Bagribari (Pt),Bagribari (Pt),,213,DHUBRI,18-301-00109,18-301,0.8100899687528611,0.4476996028907754,190,85.06292454924733
Agamoni,Agamoni,,221,DHUBRI,18-301-00110,18-301,0.7970116140156984,0.7713662792735134,201,155.0446221339762
Golokganj (Pt),Golakganj (Pt),,199,DHUBRI,18-301-00111,18-301,0.8100899687528611,0.5703064551199529,182,103.79577483183144
Dhubri (Pt),Dhubri (Pt),y,357,DHUBRI,18-301-00112,18-301,0.8100899687528611,0.34559175267443065,320,110.5893608558178
Bilasipara (Pt),Bilasipara (Pt),,295,DHUBRI,18-301-00113,18-301,0.8100899687528611,0.41543088624994484,268,111.33547751498521
Chapar (Pt),Chapar (Pt),,195,DHUBRI,18-301-00114,18-301,0.43260301915705207,0.421136719617729,178,74.96233609195576
Lakhipur,Lakhipur,,487,GOALPARA,18-302-00115,18-302,0.4467309554100037,0.41497132618198135,437,181.34246954152584
Balijana,Balijana,,541,GOALPARA,18-302-00116,18-302,0.48395307105183605,0.4417193023271096,488,215.5590195356295
Matia,Matia,,478,GOALPARA,18-302-00117,18-302,0.6352399683713913,0.599042551077618,435,260.5835097187638
Dudhnai,Dudhnoi,,196,GOALPARA,18-302-00118,18-302,0.6352399683713913,0.6280858255849487,174,109.28693365178108
Rangjuli,Rangjuli,,277,GOALPARA,18-302-00119,18-302,0.6069485855340958,0.6069485855340958,250,151.73714638352396
Kalgachia,Kalgachia,,232,BARPETA,18-303-00120,18-303,0.4933728890895844,0.48042744010228594,212,101.85061730168462
Baghbor,Baghbor,,513,BARPETA,18-303-00121,18-303,0.6352399683713913,0.48033461057404503,458,219.9932516429126
Barpeta,Barpeta,y,316,BARPETA,18-303-00122,18-303,0.4933728890895844,0.4614850277275472,286,131.9847179300785
Sarthebari,Sarthebari,,262,BARPETA,18-303-00123,18-303,0.4933728890895844,0.3491313230160889,239,83.44238620084525
Bajali (Pt),Bajali (Pt),,167,BAJALI,18-799-00124,18-799,0.3092603077054024,0.3092603077054024,150,46.38904615581036
Jalah (Pt),Jalah (Pt),,41,BAJALI,18-799-00125,18-799,0.41605274522304536,0.315193220900827,36,11.346955952429774
Bhuragaon,Bhuragaon,,219,MORIGAON,18-304-00126,18-304,0.5259164542675019,0.4824497538469276,196,94.56015175399781
Laharighat,Laharighat,,233,MORIGAON,18-304-00127,18-304,0.6459954895198345,0.5575756711393172,211,117.64846661039591
