revenue_ci,revenue_cr,HQ,are_new,dtname,object_id,dtcode11,max,mean,count,sum
Gossaigaon (Pt),Gossaigaon (Pt),,1069,KOKRAJHAR,18-300-00101,18-300,0.10838538208007813,0.07547917463619357,968,73.06384104783537
Bhowraguri,Bhawraguri,,159,KOKRAJHAR,18-300-00102,18-300,0.0651173429965973,0.0602506349431502,148,8.91709397158623
Dotoma,Dotoma,,304,KOKRAJHAR,18-300-00103,18-300,0.09993537867069245,0.0809156430259402,271,21.928139260029795
Kokrajhar (Pt),Kokrajhar (Pt),y,990,KOKRAJHAR,18-300-00104,18-300,0.09993537867069245,0.08901938356254457,894,79.58332890491485
Bagribari (Pt),Bagribari (Pt),,281,KOKRAJHAR,18-300-00105,18-300,0.05525059242248535,0.054542787152156234,256,13.962953510951996
Golokganj (Pt),Golokganj (Pt),,103,KOKRAJHAR,18-300-00106,18-300,0.08843987348079682,0.05759010389389531,93,5.3558796621322635
Dhubri (Pt),Dhubri (Pt),,124,KOKRAJHAR,18-300-00107,18-300,0.05525059242248535,0.05525059242248536,114,6.298567536163331
Chapar (Pt),Chapar (Pt),,101,KOKRAJHAR,18-300-00108,18-300,0.08762533984184266,0.04245263902748024,91,3.863190151500702
Bagribari (Pt),Bagribari (Pt),,213,DHUBRI,18-301-00109,18-301,0.05525059242248535,0.03863020998402646,190,7.339739896965027
Agamoni,Agamoni,,221,DHUBRI,18-301-00110,18-301,0.08843987348079682,0.08456609462695337,201,16.997785020017627
Golokganj (Pt),Golakganj (Pt),,199,DHUBRI,18-301-00111,18-301,0.08843987348079682,0.055812797408575546,182,10.157929128360749
Dhubri (Pt),Dhubri (Pt),y,357,DHUBRI,18-301-00112,18-301,0.05525059242248535,0.03292724481284619,320,10.536718340110781
Bilasipara (Pt),Bilasipara (Pt),,295,DHUBRI,18-301-00113,18-301,0.08762533984184266,0.03779246879602547,268,10.128381637334826
Chapar (Pt),Chapar (Pt),,195,DHUBRI,18-301-00114,18-301,0.052049946379661566,0.046099041939719344,178,8.205629465270043
