revenue_ci,revenue_cr,HQ,are_new,dtname,object_id,dtcode11,max,mean,count,sum
Gossaigaon (Pt),Gossaigaon (Pt),,1069,KOKRAJHAR,18-300-00101,18-300,0.988209782910347,0.8973935166727293,968,868.6769241392019
Bhowraguri,Bhawraguri,,159,KOKRAJHAR,18-300-00102,18-300,0.8553905585885049,0.8415600661939061,148,124.5508897966981
Dotoma,Dotoma,,304,KOKRAJHAR,18-300-00103,18-300,0.9833547474384309,0.9254177927033489,271,250.78822182260754
Kokrajhar (Pt),Kokrajhar (Pt),y,990,KOKRAJHAR,18-300-00104,18-300,1.0100906665802003,0.9585619571424437,894,856.9543896853447
Bagribari (Pt),Bagribari (Pt),,281,KOKRAJHAR,18-300-00105,18-300,0.9347599530220032,0.8315463318565859,256,212.875860955286
Golokganj (Pt),Golokganj (Pt),,103,KOKRAJHAR,18-300-00106,18-300,0.9359768779754639,0.8326840237814891,93,77.43961421167849
Dhubri (Pt),Dhubri (Pt),,124,KOKRAJHAR,18-300-00107,18-300,0.8273506561994552,0.8273506561994551,114,94.31797480673788
Chapar (Pt),Chapar (Pt),,101,KOKRAJHAR,18-300-00108,18-300,1.0100906665802003,0.9364644057677342,91,85.21826092486381
Bagribari (Pt),Bagribari (Pt),,213,DHUBRI,18-301-00109,18-301,0.9347599530220032,0.810906462373106,190,154.07222785089016
Agamoni,Agamoni,,221,DHUBRI,18-301-00110,18-301,0.9359768779754639,0.9097814279203984,201,182.8660670120001
Golokganj (Pt),Golakganj (Pt),,199,DHUBRI,18-301-00111,18-301,0.9359768779754639,0.7391493411389025,182,134.52518008728026
Dhubri (Pt),Dhubri (Pt),y,357,DHUBRI,18-301-00112,18-301,0.8273506561994552,0.6412632139652967,320,205.20422846889494
Bilasipara (Pt),Bilasipara (Pt),,295,DHUBRI,18-301-00113,18-301,0.9352537055492401,0.9319563286741279,268,249.76429608466628
Chapar (Pt),Chapar (Pt),,195,DHUBRI,18-301-00114,18-301,1.0100906665802003,0.9800430224081105,178,174.44765798864367
Lakhipur,Lakhipur,,487,GOALPARA,18-302-00115,18-302,1.0100906665802003,0.9237288977584794,437,403.6695283204555
Balijana,Balijana,,541,GOALPARA,18-302-00116,18-302,1.0169053453207015,0.9859238245313775,488,481.1308263713122
