revenue_ci,revenue_cr,HQ,are_new,dtname,object_id,dtcode11,max,mean,count,sum
Gossaigaon (Pt),Gossaigaon (Pt),,1069,KOKRAJHAR,18-300-00101,18-300,0.9562640433311463,0.8924253295989691,968,863.8677190518022
Bhowraguri,Bhawraguri,,159,KOKRAJHAR,18-300-00102,18-300,0.9481945078015328,0.9418932501448972,148,139.4002010214448
Dotoma,Dotoma,,304,KOKRAJHAR,18-300-00103,18-300,0.9481945078015328,0.8420851044017548,271,228.20506329287554
Kokrajhar (Pt),Kokrajhar (Pt),y,990,KOKRAJHAR,18-300-00104,18-300,0.9243423664730043,0.8065028854042245,894,721.0135795513768
Bagribari (Pt),Bagribari (Pt),,281,KOKRAJHAR,18-300-00105,18-300,0.9481945078015328,0.9472627835308873,256,242.49927258390716
Golokganj (Pt),Golokganj (Pt),,103,KOKRAJHAR,18-300-00106,18-300,0.9562640433311463,0.9449624333488047,93,87.88150630143883
Dhubri (Pt),Dhubri (Pt),,124,KOKRAJHAR,18-300-00107,18-300,0.9481945078015328,0.9481945078015329,114,108.09417388937476
Chapar (Pt),Chapar (Pt),,101,KOKRAJHAR,18-300-00108,18-300,0.9243423664730043,0.9120013487363912,91,82.99212273501159
Bagribari (Pt),Bagribari (Pt),,213,DHUBRI,18-301-00109,18-301,0.9481945078015328,0.8726944648818397,190,165.81194832754954
Agamoni,Agamoni,,221,DHUBRI,18-301-00110,18-301,0.9761258784532547,0.9577462698327962,201,192.50700023639203
Golokganj (Pt),Golakganj (Pt),,199,DHUBRI,18-301-00111,18-301,0.9761258784532547,0.9256861959380764,182,168.4748876607299
Dhubri (Pt),Dhubri (Pt),y,357,DHUBRI,18-301-00112,18-301,0.9761258784532547,0.8000122311997042,320,256.00391398390536
Bilasipara (Pt),Bilasipara (Pt),,295,DHUBRI,18-301-00113,18-301,0.9481945078015328,0.9245751082263943,268,247.78612900467368
Chapar (Pt),Chapar (Pt),,195,DHUBRI,18-301-00114,18-301,0.9243423664730043,0.8697240302715848,178,154.8108773883421
Lakhipur,Lakhipur,,487,GOALPARA,18-302-00115,18-302,0.9243423664730043,0.9090252797357381,437,397.24404724451756
Balijana,Balijana,,541,GOALPARA,18-302-00116,18-302,0.9243423664730043,0.8630167677668016,488,421.1521826701992
Matia,Matia,,478,GOALPARA,18-302-00117,18-302,0.8806793980121613,0.840475960871269,435,365.607042979002
Dudhnai,Dudhnoi,,196,GOALPARA,18-302-00118,18-302,0.8487691946983338,0.8324438006795688,174,144.84522131824497
Rangjuli,Rangjuli,,277,GOALPARA,18-302-00119,18-302,0.7842096819877625,0.7842096819877626,250,196.05242049694067
