revenue_ci,revenue_cr,HQ,are_new,dtname,object_id,dtcode11,max,mean,count,sum
Gossaigaon (Pt),Gossaigaon (Pt),,1069,KOKRAJHAR,18-300-00101,18-300,0.8263664093971252,0.6957711035457833,968,673.5064282323183
Bhowraguri,Bhawraguri,,159,KOKRAJHAR,18-300-00102,18-300,0.6872101375997067,0.6851781006215795,148,101.40635889199376
Dotoma,Dotoma,,304,KOKRAJHAR,18-300-00103,18-300,0.7062729533195496,0.6843000348009087,271,185.44530943104627
Kokrajhar (Pt),Kokrajhar (Pt),y,990,KOKRAJHAR,18-300-00104,18-300,0.7305806693315506,0.6852875936619255,894,612.6471087337613
Bagribari (Pt),Bagribari (Pt),,281,KOKRAJHAR,18-300-00105,18-300,0.6830903913974762,0.674208566149231,256,172.59739293420313
Golokganj (Pt),Golokganj (Pt),,103,KOKRAJHAR,18-300-00106,18-300,0.6865259672164917,0.6762063330532402,93,62.88718897395134
Dhubri (Pt),Dhubri (Pt),,124,KOKRAJHAR,18-300-00107,18-300,0.6830903913974762,0.6830903913974762,114,77.87230461931229
Chapar (Pt),Chapar (Pt),,101,KOKRAJHAR,18-300-00108,18-300,0.7062729533195496,0.48394283172743674,91,44.03879768719674
Bagribari (Pt),Bagribari (Pt),,213,DHUBRI,18-301-00109,18-301,0.6830903913974762,0.4637160363148388,190,88.10604689981938
Agamoni,Agamoni,,221,DHUBRI,18-301-00110,18-301,0.6865259672164917,0.6623677288282274,201,133.1359134944737
Golokganj (Pt),Golakganj (Pt),,199,DHUBRI,18-301-00111,18-301,0.6865259672164917,0.49691088638223785,182,90.43778132156729
Dhubri (Pt),Dhubri (Pt),y,357,DHUBRI,18-301-00112,18-301,0.6830903913974762,0.3645402417311631,320,116.6528773539722
Bilasipara (Pt),Bilasipara (Pt),,295,DHUBRI,18-301-00113,18-301,0.7062729533195496,0.4625894724034552,268,123.973978604126
Chapar (Pt),Chapar (Pt),,195,DHUBRI,18-301-00114,18-301,0.6125439519643784,0.5499888487539265,178,97.89801507819891
Lakhipur,Lakhipur,,487,GOALPARA,18-302-00115,18-302,0.6125439519643784,0.4750557020910272,437,207.5993418137789
Balijana,Balijana,,541,GOALPARA,18-302-00116,18-302,0.726136386436224,0.5708600926692001,488,278.57972522256966
Matia,Matia,,478,GOALPARA,18-302-00117,18-302,0.7770203916788102,0.7483190934804664,435,325.5188056640029
Dudhnai,Dudhnoi,,196,GOALPARA,18-302-00118,18-302,0.7770203916788102,0.7691890455446025,174,133.83889392476084
Rangjuli,Rangjuli,,277,GOALPARA,18-302-00119,18-302,0.746050977420807,0.746050977420807,250,186.51274435520173
Kalgachia,Kalgachia,,232,BARPETA,18-303-00120,18-303,0.8197742210865021,0.6944162899552371,212,147.21625347051025
Baghbor,Baghbor,,513,BARPETA,18-303-00121,18-303,0.7770203916788102,0.6401395154309716,458,293.183898067385
Barpeta,Barpeta,y,316,BARPETA,18-303-00122,18-303,0.5369691440105439,0.5327907922157874,286,152.3781665737152
Sarthebari,Sarthebari,,262,BARPETA,18-303-00123,18-303,0.5369691440105439,0.4035348467643291,239,96.44482837667465
Bajali (Pt),Bajali (Pt),,167,BAJALI,18-799-00124,18-799,0.27105242457389833,0.27105242457389833,150,40.65786368608475
Jalah (Pt),Jalah (Pt),,41,BAJALI,18-799-00125,18-799,0.46193142135143284,0.28165681328376135,36,10.139645278215408
Bhuragaon,Bhuragaon,,219,MORIGAON,18-304-00126,18-304,0.5204447219848634,0.4968301028298481,196,97.37870015465022
Laharighat,Laharighat,,233,MORIGAON,18-304-00127,18-304,0.7309766584932804,0.5973519805614983,211,126.04126789847614
Marigaon,Morigaon,y,390,MORIGAON,18-304-00128,18-304,0.5897164678096771,0.5130872752749248,355,182.14598272259832
Mikirbheta,Mikirbheta,,184,MORIGAON,18-304-00129,18-304,0.7309766584932804,0.5894151089424471,166,97.84290808444621
Kaliabor,Kaliabor,,580,NAGAON,18-305-00130,18-305,0.6859328124701977,0.5887146865370466,532,313.1962132377088
Samaguri,Samaguri,,342,NAGAON,18-305-00131,18-305,0.6859328124701977,0.6006750225459874,309,185.6085819667101
Rupahi,Rupahi,,306,NAGAON,18-305-00132,18-305,0.7309766584932804,0.6890113487091855,278,191.54515494115356
Dhing,Dhing,,248,NAGAON,18-305-00133,18-305,0.7309766584932804,0.7290931892841658,225,164.0459675889373
