revenue_ci,revenue_cr,HQ,are_new,dtname,object_id,dtcode11,max,mean,count,sum
Gossaigaon (Pt),Gossaigaon (Pt),,1069,KOKRAJHAR,18-300-00101,18-300,2.6278590616703035,2.175771337461398,968,2106.1466546626334
Bhowraguri,Bhawraguri,,159,KOKRAJHAR,18-300-00102,18-300,2.1354214403629306,2.0182005461902235,148,298.6936808361531
Dotoma,Dotoma,,304,KOKRAJHAR,18-300-00103,18-300,2.229936174798012,2.077966177967818,271,563.1288342292786
Kokrajhar (Pt),Kokrajhar (Pt),y,990,KOKRAJHAR,18-300-00104,18-300,2.229936174798012,2.1207480364872575,894,1895.948744619608
Bagribari (Pt),Bagribari (Pt),,281,KOKRAJHAR,18-300-00105,18-300,1.8977681206703187,1.8807097332939504,256,481.4616917232513
Golokganj (Pt),Golokganj (Pt),,103,KOKRAJHAR,18-300-00106,18-300,2.2499481606960297,1.9075634535594654,93,177.4034011810303
Dhubri (Pt),Dhubri (Pt),,124,KOKRAJHAR,18-300-00107,18-300,1.8977681206703187,1.897768120670319,114,216.34556575641636
Chapar (Pt),Chapar (Pt),,101,KOKRAJHAR,18-300-00108,18-300,2.130822137141228,1.5339962423604923,91,139.5936580548048
Bagribari (Pt),Bagribari (Pt),,213,DHUBRI,18-301-00109,18-301,1.8977681206703187,1.353984595542205,190,257.25707315301895
Agamoni,Agamoni,,221,DHUBRI,18-301-00110,18-301,2.2499481606960297,2.141861719178263,201,430.51420555483094
Golokganj (Pt),Golakganj (Pt),,199,DHUBRI,18-301-00111,18-301,2.2499481606960297,1.4252153907193588,182,259.3892011109233
Dhubri (Pt),Dhubri (Pt),y,357,DHUBRI,18-301-00112,18-301,1.8977681206703187,0.9649418725131079,320,308.78139920419454
Bilasipara (Pt),Bilasipara (Pt),,295,DHUBRI,18-301-00113,18-301,2.130822137141228,1.4749786715634723,268,395.2942839790106
Chapar (Pt),Chapar (Pt),,195,DHUBRI,18-301-00114,18-301,1.765193256855011,1.6438870233471472,178,292.6118901557922
Lakhipur,Lakhipur,,487,GOALPARA,18-302-00115,18-302,1.765193256855011,1.4427198879926104,437,630.4685910527708
Balijana,Balijana,,541,GOALPARA,18-302-00116,18-302,1.851237127017975,1.6832241908128143,488,821.4134051166534
Matia,Matia,,478,GOALPARA,18-302-00117,18-302,1.851237127017975,1.4349791325483654,435,624.215922658539
Dudhnai,Dudhnoi,,196,GOALPARA,18-302-00118,18-302,1.3869631291031839,1.1837722272857851,174,205.97636754772662
Rangjuli,Rangjuli,,277,GOALPARA,18-302-00119,18-302,0.5834354719161987,0.5834354719161986,250,145.85886797904965
Kalgachia,Kalgachia,,232,BARPETA,18-303-00120,18-303,1.9124416511058808,1.664563230738325,212,352.8874049165249
Baghbor,Baghbor,,513,BARPETA,18-303-00121,18-303,1.851237127017975,1.2164686165997296,458,557.1426264026761
Barpeta,Barpeta,y,316,BARPETA,18-303-00122,18-303,0.9405122370481491,0.7697980769427507,286,220.1622500056267
Sarthebari,Sarthebari,,262,BARPETA,18-303-00123,18-303,0.9405122370481491,0.5931736300738287,239,141.76849758764507
Bajali (Pt),Bajali (Pt),,167,BAJALI,18-799-00124,18-799,0.5973533747076989,0.5973533747076988,150,89.60300620615482
Jalah (Pt),Jalah (Pt),,41,BAJALI,18-799-00125,18-799,0.9083848096847534,0.6146328988730908,36,22.12678435943127
Bhuragaon,Bhuragaon,,219,MORIGAON,18-304-00126,18-304,0.5329653104782105,0.4326736812236966,196,84.80404151984453
Laharighat,Laharighat,,233,MORIGAON,18-304-00127,18-304,1.3089897820472718,0.6006810437511494,211,126.74370023149253
Marigaon,Morigaon,y,390,MORIGAON,18-304-00128,18-304,1.3089897820472718,0.531537591018576,355,188.6958448115945
Mikirbheta,Mikirbheta,,184,MORIGAON,18-304-00129,18-304,1.3089897820472718,1.2936346805801595,166,214.74335697630647
Kaliabor,Kaliabor,,580,NAGAON,18-305-00130,18-305,0.8152711724281312,0.6799704971084918,532,361.7443044617176
Samaguri,Samaguri,,342,NAGAON,18-305-00131,18-305,0.9780795955181122,0.8528093705823891,309,263.51809550995824
