revenue_ci,revenue_cr,HQ,are_new,dtname,object_id,dtcode11,max,mean,count,sum
Gossaigaon (Pt),Gossaigaon (Pt),,1069,KOKRAJHAR,18-300-00101,18-300,0.2994489650249481,0.2693468171149,968,260.7277189672232
Bhowraguri,Bhawraguri,,159,KOKRAJHAR,18-300-00102,18-300,0.2994489650249481,0.284709682313816,148,42.137032982444765
Dotoma,Dotoma,,304,KOKRAJHAR,18-300-00103,18-300,0.2994489650249481,0.27518102033646347,271,74.5740565111816
Kokrajhar (Pt),Kokrajhar (Pt),y,990,KOKRAJHAR,18-300-00104,18-300,0.27852982016801836,0.26737744340031205,894,239.03543439987897
Bagribari (Pt),Bagribari (Pt),,281,KOKRAJHAR,18-300-00105,18-300,0.2994489650249481,0.2974011092875618,256,76.13468397761582
Golokganj (Pt),Golokganj (Pt),,103,KOKRAJHAR,18-300-00106,18-300,0.30419310520589354,0.2983518587778332,93,27.74672286633849
Dhubri (Pt),Dhubri (Pt),,124,KOKRAJHAR,18-300-00107,18-300,0.2994489650249481,0.29944896502494806,114,34.13718201284408
Chapar (Pt),Chapar (Pt),,101,KOKRAJHAR,18-300-00108,18-300,0.27852982016801836,0.25015571474766995,91,22.764170042037968
Bagribari (Pt),Bagribari (Pt),,213,DHUBRI,18-301-00109,18-301,0.30419310520589354,0.28260059042071045,190,53.69411217993499
Agamoni,Agamoni,,221,DHUBRI,18-301-00110,18-301,0.34029424908906225,0.28959751606834916,201,58.20910072973818
Golokganj (Pt),Golakganj (Pt),,199,DHUBRI,18-301-00111,18-301,0.34029424908906225,0.31066435390141806,182,56.540912410058084
Dhubri (Pt),Dhubri (Pt),y,357,DHUBRI,18-301-00112,18-301,0.34029424908906225,0.30862583357107365,320,98.76026674274357
Bilasipara (Pt),Bilasipara (Pt),,295,DHUBRI,18-301-00113,18-301,0.2994489650249481,0.24851073020069459,268,66.60087569378615
Chapar (Pt),Chapar (Pt),,195,DHUBRI,18-301-00114,18-301,0.24774650434851647,0.24745825783027695,178,44.047569893789294
Lakhipur,Lakhipur,,487,GOALPARA,18-302-00115,18-302,0.30419310520589354,0.27012953916256843,437,118.04660861404241
Balijana,Balijana,,541,GOALPARA,18-302-00116,18-302,0.2778987015485764,0.25690210827177423,488,125.36822883662583
Matia,Matia,,478,GOALPARA,18-302-00117,18-302,0.2611578579425812,0.25826250556638874,435,112.3441899213791
Dudhnai,Dudhnoi,,196,GOALPARA,18-302-00118,18-302,0.25859387965202335,0.25332725375082304,174,44.07894215264321
Rangjuli,Rangjuli,,277,GOALPARA,18-302-00119,18-302,0.2377667681336403,0.23776676813364037,250,59.44169203341009
Kalgachia,Kalgachia,,232,BARPETA,18-303-00120,18-303,0.29378373143076897,0.26403710367465927,212,55.97586597902776
Baghbor,Baghbor,,513,BARPETA,18-303-00121,18-303,0.2602731385946274,0.2483138198807511,458,113.727729505384
Barpeta,Barpeta,y,316,BARPETA,18-303-00122,18-303,0.29378373143076897,0.2539467059842982,286,72.62875791150928
Sarthebari,Sarthebari,,262,BARPETA,18-303-00123,18-303,0.29378373143076897,0.20707910684963154,239,49.491906537061936
Bajali (Pt),Bajali (Pt),,167,BAJALI,18-799-00124,18-799,0.1993195553660393,0.1993195553660393,150,29.897933304905894
Jalah (Pt),Jalah (Pt),,41,BAJALI,18-799-00125,18-799,0.2594918520212174,0.2026624607357714,36,7.295848586487771
Bhuragaon,Bhuragaon,,219,MORIGAON,18-304-00126,18-304,0.2839985470056534,0.258753735002997,196,50.715732060587406
Laharighat,Laharighat,,233,MORIGAON,18-304-00127,18-304,0.2839985470056534,0.2627424772294777,211,55.438662695419794
Marigaon,Morigaon,y,390,MORIGAON,18-304-00128,18-304,0.3149304895222187,0.2645787858097486,355,93.92546896246074
Mikirbheta,Mikirbheta,,184,MORIGAON,18-304-00129,18-304,0.27095472307205204,0.2705571356967272,166,44.912484525656716
Kaliabor,Kaliabor,,580,NAGAON,18-305-00130,18-305,0.45861359226703646,0.3325067620831325,532,176.89359742822649
Samaguri,Samaguri,,342,NAGAON,18-305-00131,18-305,0.30991993494033815,0.26934658627178293,309,83.22809515798093
Rupahi,Rupahi,,306,NAGAON,18-305-00132,18-305,0.253718749499321,0.25279404401221717,278,70.27674423539638
Dhing,Dhing,,248,NAGAON,18-305-00133,18-305,0.27095472307205204,0.24059905982716878,225,54.134788461112976
