revenue_ci,revenue_cr,HQ,are_new,dtname,object_id,dtcode11,max,mean,count,sum
Gossaigaon (Pt),Gossaigaon (Pt),,1069,KOKRAJHAR,18-300-00101,18-300,0.03851434783935547,0.019816216337976374,968,19.18209741516113
Bhowraguri,Bhawraguri,,159,KOKRAJHAR,18-300-00102,18-300,0.020982285308837893,0.020402391139881033,148,3.0195538887023927
Dotoma,Dotoma,,304,KOKRAJHAR,18-300-00103,18-300,0.020982285308837893,0.017440922860993673,271,4.726490095329286
Kokrajhar (Pt),Kokrajhar (Pt),y,990,KOKRAJHAR,18-300-00104,18-300,0.05114359741210938,0.018802132173192584,894,16.80910616283417
Bagribari (Pt),Bagribari (Pt),,281,KOKRAJHAR,18-300-00105,18-300,0.020982285308837893,0.02037717549055815,256,5.2165569255828865
Golokganj (Pt),Golokganj (Pt),,103,KOKRAJHAR,18-300-00106,18-300,0.028804450988769534,0.02141833980109102,93,1.9919056015014651
Dhubri (Pt),Dhubri (Pt),,124,KOKRAJHAR,18-300-00107,18-300,0.020982285308837893,0.020982285308837893,114,2.39198052520752
Chapar (Pt),Chapar (Pt),,101,KOKRAJHAR,18-300-00108,18-300,0.033464459609985356,0.007366124691805997,91,0.6703173469543457
Bagribari (Pt),Bagribari (Pt),,213,DHUBRI,18-301-00109,18-301,0.020982285308837893,0.011987872152579458,190,2.277695708990097
Agamoni,Agamoni,,221,DHUBRI,18-301-00110,18-301,0.028804450988769534,0.027201457137492176,201,5.467492884635927
Golokganj (Pt),Golakganj (Pt),,199,DHUBRI,18-301-00111,18-301,0.028804450988769534,0.01654861467906407,182,3.0118478715896604
Dhubri (Pt),Dhubri (Pt),y,357,DHUBRI,18-301-00112,18-301,0.020982285308837893,0.010078528128266335,320,3.225129001045227
Bilasipara (Pt),Bilasipara (Pt),,295,DHUBRI,18-301-00113,18-301,0.020982285308837893,0.005943616730419558,268,1.5928892837524415
Chapar (Pt),Chapar (Pt),,195,DHUBRI,18-301-00114,18-301,0.033464459609985356,0.022306695671295854,178,3.9705918294906617
Lakhipur,Lakhipur,,487,GOALPARA,18-302-00115,18-302,0.033464459609985356,0.015056262225035399,437,6.579586592340469
Balijana,Balijana,,541,GOALPARA,18-302-00116,18-302,0.04522681427001953,0.027914955682050987,488,13.622498372840882
Matia,Matia,,478,GOALPARA,18-302-00117,18-302,0.04522681427001953,0.03835968410886567,435,16.686462587356566
Dudhnai,Dudhnoi,,196,GOALPARA,18-302-00118,18-302,0.039736048126220704,0.03561280212402344,174,6.1966275695800785
Rangjuli,Rangjuli,,277,GOALPARA,18-302-00119,18-302,0.02343048439025879,0.023430484390258792,250,5.857621097564698
Kalgachia,Kalgachia,,232,BARPETA,18-303-00120,18-303,0.06520889663696289,0.040930577817952854,212,8.677282497406004
Baghbor,Baghbor,,513,BARPETA,18-303-00121,18-303,0.04522681427001953,0.0312741833915877,458,14.323575993347166
Barpeta,Barpeta,y,316,BARPETA,18-303-00122,18-303,0.01885576057434082,0.017854694775934817,286,5.106442705917358
Sarthebari,Sarthebari,,262,BARPETA,18-303-00123,18-303,0.01885576057434082,0.014825992318476595,239,3.543412164115906
Bajali (Pt),Bajali (Pt),,167,BAJALI,18-799-00124,18-799,0.010824681091308594,0.010824681091308594,150,1.623702163696289
Jalah (Pt),Jalah (Pt),,41,BAJALI,18-799-00125,18-799,0.012256153869628908,0.010904207356770834,36,0.39255146484375003
Bhuragaon,Bhuragaon,,219,MORIGAON,18-304-00126,18-304,0.05473815898895264,0.03584402668524762,196,7.025429230308533
Laharighat,Laharighat,,233,MORIGAON,18-304-00127,18-304,0.05868107490539551,0.049501863021308205,211,10.444893097496031
Marigaon,Morigaon,y,390,MORIGAON,18-304-00128,18-304,0.02604752883911133,0.018706608240906624,355,6.640845925521852
Mikirbheta,Mikirbheta,,184,MORIGAON,18-304-00129,18-304,0.05868107490539551,0.02614120908760163,166,4.33944070854187
Kaliabor,Kaliabor,,580,NAGAON,18-305-00130,18-305,0.04792103810310364,0.032258931694084544,532,17.16175166125298
Samaguri,Samaguri,,342,NAGAON,18-305-00131,18-305,0.042971115970611574,0.031117851722819133,309,9.615416182351112
Rupahi,Rupahi,,306,NAGAON,18-305-00132,18-305,0.05868107490539551,0.04404481819996731,278,12.244459459590914
Dhing,Dhing,,248,NAGAON,18-305-00133,18-305,0.05868107490539551,0.058245960957845073,225,13.105341215515141
Nagaon,Nagaon,y,372,NAGAON,18-305-00134,18-305,0.05868107490539551,0.026525547289706415,336,8.912583889341356
Raha,Raha,,341,NAGAON,18-305-00135,18-305,0.02604752883911133,0.025075332628983954,308,7.723202449727058
Kampur,Kampur,,375,NAGAON,18-305-00136,18-305,0.02604752883911133,0.017115519948777438,346,5.921969902276993
Dhekiajuli (Pt),Dhekiajuli (Pt),,1231,SONITPUR,18-306-00137,18-306,0.07784033985137939,0.06862034218870669,1121,76.9234035935402
Chariduar,Chariduar,,1000,SONITPUR,18-306-00138,18-306,0.08661377205848694,0.07726048622305223,905,69.92074003186227
Tezpur,Tezpur,y,546,SONITPUR,18-306-00139,18-306,0.07157792930603028,0.0562083486643264,492,27.654507542848588
Na-Duar,Naduar,,668,SONITPUR,18-306-00140,18-306,0.07128324842453003,0.0620740251335887,611,37.927229356622696
Narayanpur,Narayanpur,,380,LAKHIMPUR,18-307-00141,18-307,0.05445156770944595,0.04973055865082932,348,17.306234410488603
Bihpuria,Bihpuria,,407,LAKHIMPUR,18-307-00142,18-307,0.06314206309318543,0.045678426540551126,365,16.67262568730116
Naobaicha,Nowboicha,,330,LAKHIMPUR,18-307-00143,18-307,0.06314206309318543,0.05901128298044205,300,17.703384894132615
Kadam,Kadam,,523,LAKHIMPUR,18-307-00144,18-307,0.07556848061084748,0.07191715988083205,477,34.30448526315689
North Lakhimpur,North Lakhimpur,y,616,LAKHIMPUR,18-307-00145,18-307,0.0704413702249527,0.056164787987753644,556,31.227622121191025
Dhakuakhana (Pt-I),Dhakuakhana (Pt-I),,462,LAKHIMPUR,18-307-00146,18-307,0.09947099885940552,0.09677452267635438,420,40.64529952406884
Subansiri (Pt-I),Subansiri (Pt-I),,280,LAKHIMPUR,18-307-00147,18-307,0.09947099885940552,0.07244479072425355,259,18.76320079758167
Dhakuakhana (Pt-II),Dhakuakhana (Pt-II),,9,DHEMAJI,18-308-00148,18-308,0.09947099885940552,0.08193933938980102,10,0.8193933938980102
Subansiri (Pt-II),Subansiri (Pt-II),,155,DHEMAJI,18-308-00149,18-308,0.07556848061084748,0.07514702047017906,143,10.746023927235605
Dhemaji,Dhemaji,y,396,DHEMAJI,18-308-00150,18-308,0.09947099885940552,0.07851903542521259,361,28.345371788501744
Sissibargaon,Sissiborgaon,,746,DHEMAJI,18-308-00151,18-308,0.09947099885940552,0.05436318951587231,684,37.18442162885666
Jonai,Jonai,,853,DHEMAJI,18-308-00152,18-308,0.06219440398216248,0.04731134938578502,777,36.76091847275496
Gogamukh,Gogamukh,,324,DHEMAJI,18-308-00153,18-308,0.09947099885940552,0.07518143436664607,293,22.028160269427296
