revenue_ci,revenue_cr,HQ,are_new,dtname,object_id,dtcode11,max,mean,count,sum
Gossaigaon (Pt),Gossaigaon (Pt),,1069,KOKRAJHAR,18-300-00101,18-300,0.5335700027704239,0.41040045662290797,968,397.2676420109749
Bhowraguri,Bhawraguri,,159,KOKRAJHAR,18-300-00102,18-300,0.4134430858850479,0.38211345925202245,148,56.55279196929932
Dotoma,Dotoma,,304,KOKRAJHAR,18-300-00103,18-300,0.4134430858850479,0.36705781395985193,271,99.47266758311987
Kokrajhar (Pt),Kokrajhar (Pt),y,990,KOKRAJHAR,18-300-00104,18-300,0.3920308695793152,0.3691405051841165,894,330.0116116346002
Bagribari (Pt),Bagribari (Pt),,281,KOKRAJHAR,18-300-00105,18-300,0.34992548668384554,0.3469369757534005,256,88.81586579287053
Golokganj (Pt),Golokganj (Pt),,103,KOKRAJHAR,18-300-00106,18-300,0.44102067279815677,0.35540778292866165,93,33.052923812365535
Dhubri (Pt),Dhubri (Pt),,124,KOKRAJHAR,18-300-00107,18-300,0.34992548668384554,0.34992548668384554,114,39.89150548195839
Chapar (Pt),Chapar (Pt),,101,KOKRAJHAR,18-300-00108,18-300,0.36942840895652773,0.2832036977238708,91,25.77153649287224
Bagribari (Pt),Bagribari (Pt),,213,DHUBRI,18-301-00109,18-301,0.34992548668384554,0.27456027454213094,190,52.16645216300488
Agamoni,Agamoni,,221,DHUBRI,18-301-00110,18-301,0.44102067279815677,0.42187835233958804,201,84.79754882025719
Golokganj (Pt),Golakganj (Pt),,199,DHUBRI,18-301-00111,18-301,0.44102067279815677,0.2995997070960947,182,54.527146691489236
Dhubri (Pt),Dhubri (Pt),y,357,DHUBRI,18-301-00112,18-301,0.34992548668384554,0.2377484741752595,320,76.07951173608303
Bilasipara (Pt),Bilasipara (Pt),,295,DHUBRI,18-301-00113,18-301,0.36942840895652773,0.2757761365690339,268,73.90800460050107
Chapar (Pt),Chapar (Pt),,195,DHUBRI,18-301-00114,18-301,0.2865561315536499,0.2813162818180711,178,50.07429816361665
Lakhipur,Lakhipur,,487,GOALPARA,18-302-00115,18-302,0.2865561315536499,0.2680176324446632,437,117.12370537831782
Balijana,Balijana,,541,GOALPARA,18-302-00116,18-302,0.2934543449401856,0.2801475474175371,488,136.7120031397581
Matia,Matia,,478,GOALPARA,18-302-00117,18-302,0.2934543449401856,0.288519694303973,435,125.50606702222827
Dudhnai,Dudhnoi,,196,GOALPARA,18-302-00118,18-302,0.2910198259353638,0.2811841138423175,174,48.92603580856324
Rangjuli,Rangjuli,,277,GOALPARA,18-302-00119,18-302,0.25212405538558963,0.25212405538558963,250,63.03101384639741
Kalgachia,Kalgachia,,232,BARPETA,18-303-00120,18-303,0.2934543449401856,0.28899019562489586,212,61.26592147247792
Baghbor,Baghbor,,513,BARPETA,18-303-00121,18-303,0.2934543449401856,0.28144133305414276,458,128.90013053879738
Barpeta,Barpeta,y,316,BARPETA,18-303-00122,18-303,0.2740268706083298,0.27277666842495646,286,78.01412716953755
Sarthebari,Sarthebari,,262,BARPETA,18-303-00123,18-303,0.3105864435195923,0.2706922803693237,239,64.69545500826837
