revenue_ci,revenue_cr,HQ,are_new,dtname,object_id,dtcode11,max,mean,count,sum
Gossaigaon (Pt),Gossaigaon (Pt),,1069,KOKRAJHAR,18-300-00101,18-300,0.4426270264953375,0.3275249846679182,968,317.0441851585448
Bhowraguri,Bhawraguri,,159,KOKRAJHAR,18-300-00102,18-300,0.31573800954818726,0.3073453033899133,148,45.48710490170717
Dotoma,Dotoma,,304,KOKRAJHAR,18-300-00103,18-300,0.33574351320266727,0.31681573928800233,271,85.85706534704863
Kokrajhar (Pt),Kokrajhar (Pt),y,990,KOKRAJHAR,18-300-00104,18-300,0.33574351320266727,0.3193782915216447,894,285.5241926203504
Bagribari (Pt),Bagribari (Pt),,281,KOKRAJHAR,18-300-00105,18-300,0.2987226600766182,0.29558345319998913,256,75.66936401919722
Golokganj (Pt),Golokganj (Pt),,103,KOKRAJHAR,18-300-00106,18-300,0.36711007083654407,0.3050285248796145,93,28.36765281380415
Dhubri (Pt),Dhubri (Pt),,124,KOKRAJHAR,18-300-00107,18-300,0.2987226600766182,0.29872266007661813,114,34.05438324873447
Chapar (Pt),Chapar (Pt),,101,KOKRAJHAR,18-300-00108,18-300,0.32666784172058105,0.22979996611852566,91,20.911796916785836
Bagribari (Pt),Bagribari (Pt),,213,DHUBRI,18-301-00109,18-301,0.3183957303762436,0.26917295382985945,190,51.14286122767329
Agamoni,Agamoni,,221,DHUBRI,18-301-00110,18-301,0.36711007083654407,0.36018970201461403,201,72.39813010493742
Golokganj (Pt),Golakganj (Pt),,199,DHUBRI,18-301-00111,18-301,0.36711007083654407,0.31893547761584784,182,58.04625692608431
Dhubri (Pt),Dhubri (Pt),y,357,DHUBRI,18-301-00112,18-301,0.3183957303762436,0.3119566285456461,320,99.82612113460675
Bilasipara (Pt),Bilasipara (Pt),,295,DHUBRI,18-301-00113,18-301,0.32666784172058105,0.220862153400503,268,59.1910571113348
Chapar (Pt),Chapar (Pt),,195,DHUBRI,18-301-00114,18-301,0.2515346092537046,0.23830162717205255,178,42.417689636625354
Lakhipur,Lakhipur,,487,GOALPARA,18-302-00115,18-302,0.3183957303762436,0.22919464289011687,437,100.15805894298107
Balijana,Balijana,,541,GOALPARA,18-302-00116,18-302,0.26458102473020556,0.24476630472577193,488,119.4459567061767
Matia,Matia,,478,GOALPARA,18-302-00117,18-302,0.5271106856822968,0.44831795041380257,435,195.0183084300041
Dudhnai,Dudhnoi,,196,GOALPARA,18-302-00118,18-302,0.5271106856822968,0.5056561484276563,174,87.9841698264122
Rangjuli,Rangjuli,,277,GOALPARA,18-302-00119,18-302,0.5271106856822968,0.5271106856822969,250,131.77767142057422
Kalgachia,Kalgachia,,232,BARPETA,18-303-00120,18-303,0.26458102473020556,0.25139819836520927,212,53.29641805342436
Baghbor,Baghbor,,513,BARPETA,18-303-00121,18-303,0.5271106856822968,0.2785721029910979,458,127.58602316992285
Barpeta,Barpeta,y,316,BARPETA,18-303-00122,18-303,0.2849022509634495,0.22366465380277253,286,63.968090987592944
Sarthebari,Sarthebari,,262,BARPETA,18-303-00123,18-303,0.2849022509634495,0.2538138888533644,239,60.66151943595409
Bajali (Pt),Bajali (Pt),,167,BAJALI,18-799-00124,18-799,0.23427639224529268,0.23427639224529268,150,35.1414588367939
Jalah (Pt),Jalah (Pt),,41,BAJALI,18-799-00125,18-799,0.36278856203556065,0.24141595723364087,36,8.690974460411072
Bhuragaon,Bhuragaon,,219,MORIGAON,18-304-00126,18-304,0.4211125231921673,0.34259926914901156,196,67.14945675320627
Laharighat,Laharighat,,233,MORIGAON,18-304-00127,18-304,0.4437844111800194,0.38300013012722206,211,80.81302745684386
Marigaon,Morigaon,y,390,MORIGAON,18-304-00128,18-304,0.4199345452308655,0.32901923923583104,355,116.80182992872001
Mikirbheta,Mikirbheta,,184,MORIGAON,18-304-00129,18-304,0.4437844111800194,0.36129162500565315,166,59.97440975093842
Kaliabor,Kaliabor,,580,NAGAON,18-305-00130,18-305,0.4219396483421326,0.40640020178755876,532,216.20490735098124
Samaguri,Samaguri,,342,NAGAON,18-305-00131,18-305,0.4437280731201172,0.41855020549050426,309,129.33201349656582
Rupahi,Rupahi,,306,NAGAON,18-305-00132,18-305,0.4437844111800194,0.42343263573033346,278,117.7142727330327
Dhing,Dhing,,248,NAGAON,18-305-00133,18-305,0.4437844111800194,0.44268465113846467,225,99.60404650615455
Nagaon,Nagaon,y,372,NAGAON,18-305-00134,18-305,0.4437844111800194,0.4276496075577324,336,143.69026813939809
Raha,Raha,,341,NAGAON,18-305-00135,18-305,0.4437280731201172,0.3698495223052316,308,113.91365287001133
Kampur,Kampur,,375,NAGAON,18-305-00136,18-305,0.4566942395567894,0.43387120678424834,346,150.11943754734992
Dhekiajuli (Pt),Dhekiajuli (Pt),,1231,SONITPUR,18-306-00137,18-306,0.6721099390804768,0.46629295833254913,1121,522.7144062907876
Chariduar,Chariduar,,1000,SONITPUR,18-306-00138,18-306,0.5569188979387284,0.47235268322598867,905,427.47917831951975
Tezpur,Tezpur,y,546,SONITPUR,18-306-00139,18-306,0.4983603730499745,0.4542353103581483,492,223.48377269620897
Na-Duar,Naduar,,668,SONITPUR,18-306-00140,18-306,0.4983603730499745,0.4275491462737469,611,261.23252837325936
Narayanpur,Narayanpur,,380,LAKHIMPUR,18-307-00141,18-307,0.579420631210506,0.38223729517410193,348,133.01857872058747
Bihpuria,Bihpuria,,407,LAKHIMPUR,18-307-00142,18-307,0.6381002099424601,0.5773982774886244,365,210.7503712833479
Naobaicha,Nowboicha,,330,LAKHIMPUR,18-307-00143,18-307,0.5931097425699234,0.5905088114116341,300,177.15264342349025
Kadam,Kadam,,523,LAKHIMPUR,18-307-00144,18-307,0.7486139051049948,0.6870278349282982,477,327.71227726079826
North Lakhimpur,North Lakhimpur,y,616,LAKHIMPUR,18-307-00145,18-307,0.6624487740755082,0.5478661782254687,556,304.6135950933606
Dhakuakhana (Pt-I),Dhakuakhana (Pt-I),,462,LAKHIMPUR,18-307-00146,18-307,0.8027061542898417,0.7880624769074862,420,330.9862403011442
Subansiri (Pt-I),Subansiri (Pt-I),,280,LAKHIMPUR,18-307-00147,18-307,0.8027061542898417,0.6438917960578181,259,166.7679751789749
Dhakuakhana (Pt-II),Dhakuakhana (Pt-II),,9,DHEMAJI,18-308-00148,18-308,0.8027061542898417,0.6638422333356739,10,6.638422333356739
Subansiri (Pt-II),Subansiri (Pt-II),,155,DHEMAJI,18-308-00149,18-308,0.7486139051049948,0.7009821475187173,143,100.24044709517658
Dhemaji,Dhemaji,y,396,DHEMAJI,18-308-00150,18-308,0.8027061542898417,0.6367508550094353,361,229.86705865840614
Sissibargaon,Sissiborgaon,,746,DHEMAJI,18-308-00151,18-308,0.8692838740348816,0.6519385391073836,684,445.92596074945044
Jonai,Jonai,,853,DHEMAJI,18-308-00152,18-308,0.6812115388989449,0.4625585681348618,777,359.4080074407876
Gogamukh,Gogamukh,,324,DHEMAJI,18-308-00153,18-308,0.8027061542898417,0.6814850174457141,293,199.67511011159422
Sadiya,Sadiya,,851,TINSUKIA,18-309-00154,18-309,0.6906305450439454,0.47434718690018507,781,370.46515296904454
Doom Dooma,Doom Dooma,,937,TINSUKIA,18-309-00155,18-309,0.7714474691987038,0.5773132697431917,860,496.4894119791449
Tinsukia,Tinsukia,y,890,TINSUKIA,18-309-00156,18-309,0.7714474691987038,0.5965573354655372,812,484.4045563980162
Margherita,Margherita,,1132,TINSUKIA,18-309-00157,18-309,0.7714474691987038,0.7394428656932736,1028,760.1472659326852
Dibrugarh West,Dibrugarh West,,723,DIBRUGARH,18-310-00158,18-310,0.8692838740348816,0.7840346170007957,661,518.246881837526
Dibrugarh East,Dibrugarh East,,393,DIBRUGARH,18-310-00159,18-310,0.8610435785830022,0.6893666331004997,358,246.7932546499789
Chabua,Chabua,,658,DIBRUGARH,18-310-00160,18-310,0.6812115388989449,0.6089519461441594,603,367.1980235249281
Tengakhat,Tengakhat,,355,DIBRUGARH,18-310-00161,18-310,0.8749319532230497,0.7517976485941954,322,242.07884284733092
Moran,Moran,,395,DIBRUGARH,18-310-00162,18-310,0.8692838740348816,0.863615629938072,362,312.62885803758206
