revenue_ci,revenue_cr,HQ,are_new,dtname,object_id,dtcode11,max,mean,count,sum
Gossaigaon (Pt),Gossaigaon (Pt),,1069,KOKRAJHAR,18-300-00101,18-300,0.7596842461824418,0.47608312009516335,968,460.8484602521181
Bhowraguri,Bhawraguri,,159,KOKRAJHAR,18-300-00102,18-300,0.4669531647920609,0.4341838939800457,148,64.25921630904676
Dotoma,Dotoma,,304,KOKRAJHAR,18-300-00103,18-300,0.4669531647920609,0.42279533419987375,271,114.57753556816579
Kokrajhar (Pt),Kokrajhar (Pt),y,990,KOKRAJHAR,18-300-00104,18-300,0.4571465983867645,0.4328919573112356,894,387.0054098362446
Bagribari (Pt),Bagribari (Pt),,281,KOKRAJHAR,18-300-00105,18-300,0.4005168349266052,0.3990229881562292,256,102.14988496799468
Golokganj (Pt),Golokganj (Pt),,103,KOKRAJHAR,18-300-00106,18-300,0.6175664806365967,0.4184162646185967,93,38.91271260952949
Dhubri (Pt),Dhubri (Pt),,124,KOKRAJHAR,18-300-00107,18-300,0.4005168349266052,0.4005168349266052,114,45.658919181632996
Chapar (Pt),Chapar (Pt),,101,KOKRAJHAR,18-300-00108,18-300,0.42216542558670045,0.3694273044680501,91,33.61788470659256
Bagribari (Pt),Bagribari (Pt),,213,DHUBRI,18-301-00109,18-301,0.4005168349266052,0.37419474902830635,190,71.0970023153782
Agamoni,Agamoni,,221,DHUBRI,18-301-00110,18-301,0.6175664806365967,0.5949558710438103,201,119.58613007980587
Golokganj (Pt),Golakganj (Pt),,199,DHUBRI,18-301-00111,18-301,0.6175664806365967,0.4419373192943715,182,80.43259211157562
Dhubri (Pt),Dhubri (Pt),y,357,DHUBRI,18-301-00112,18-301,0.4005168349266052,0.3596855517661199,320,115.09937656515837
Bilasipara (Pt),Bilasipara (Pt),,295,DHUBRI,18-301-00113,18-301,0.42216542558670045,0.36349670241555176,268,97.41711624736787
Chapar (Pt),Chapar (Pt),,195,DHUBRI,18-301-00114,18-301,0.4182236339569092,0.39590678777158933,178,70.4714082233429
Lakhipur,Lakhipur,,487,GOALPARA,18-302-00115,18-302,0.4182236339569092,0.3802097313045638,437,166.15165258009438
Balijana,Balijana,,541,GOALPARA,18-302-00116,18-302,0.4307717206835747,0.4037155702783681,488,197.0131982958436
Matia,Matia,,478,GOALPARA,18-302-00117,18-302,0.43645605955123906,0.3896805293318321,435,169.51103025934697
Dudhnai,Dudhnoi,,196,GOALPARA,18-302-00118,18-302,0.43645605955123906,0.3945602474837468,174,68.65348306217194
Rangjuli,Rangjuli,,277,GOALPARA,18-302-00119,18-302,0.43645605955123906,0.43645605955123906,250,109.11401488780976
Kalgachia,Kalgachia,,232,BARPETA,18-303-00120,18-303,0.4307717206835747,0.4088414575345111,212,86.67438899731636
Baghbor,Baghbor,,513,BARPETA,18-303-00121,18-303,0.43645605955123906,0.3663220470830603,458,167.77549756404161
Barpeta,Barpeta,y,316,BARPETA,18-303-00122,18-303,0.3482598677873612,0.3118775482470339,286,89.1969787986517
Sarthebari,Sarthebari,,262,BARPETA,18-303-00123,18-303,0.3482598677873612,0.3404571130328597,239,81.36925001485346
