revenue_ci,revenue_cr,HQ,are_new,dtname,object_id,dtcode11,max,mean,count,sum
Gossaigaon (Pt),Gossaigaon (Pt),,1069,KOKRAJHAR,18-300-00101,18-300,0.14994632263183594,0.04582457666042423,968,44.358190207290654
Bhowraguri,Bhawraguri,,159,KOKRAJHAR,18-300-00102,18-300,0.042346820068359374,0.03509988195058462,148,5.194782528686523
Dotoma,Dotoma,,304,KOKRAJHAR,18-300-00103,18-300,0.04377300491333008,0.03670507496555792,271,9.947075315666197
Kokrajhar (Pt),Kokrajhar (Pt),y,990,KOKRAJHAR,18-300-00104,18-300,0.09191765632629395,0.0424704437965248,894,37.96857675409317
Bagribari (Pt),Bagribari (Pt),,281,KOKRAJHAR,18-300-00105,18-300,0.027654397583007813,0.02738788550943136,256,7.011298690414428
Golokganj (Pt),Golokganj (Pt),,103,KOKRAJHAR,18-300-00106,18-300,0.07366099081039429,0.03160257853846396,93,2.9390398040771486
Dhubri (Pt),Dhubri (Pt),,124,KOKRAJHAR,18-300-00107,18-300,0.027654397583007813,0.02765439758300781,114,3.15260132446289
Chapar (Pt),Chapar (Pt),,101,KOKRAJHAR,18-300-00108,18-300,0.05659796571731568,0.02326398862272828,91,2.1170229646682737
Bagribari (Pt),Bagribari (Pt),,213,DHUBRI,18-301-00109,18-301,0.027654397583007813,0.025118521896161535,190,4.772519160270692
Agamoni,Agamoni,,221,DHUBRI,18-301-00110,18-301,0.07366099081039429,0.06986174839930748,201,14.042211428260803
Golokganj (Pt),Golakganj (Pt),,199,DHUBRI,18-301-00111,18-301,0.07366099081039429,0.042898514250870594,182,7.8075295936584475
Dhubri (Pt),Dhubri (Pt),y,357,DHUBRI,18-301-00112,18-301,0.027654397583007813,0.02666377753853798,320,8.532408812332154
Bilasipara (Pt),Bilasipara (Pt),,295,DHUBRI,18-301-00113,18-301,0.03747688369750977,0.02107200252476023,268,5.647296676635742
Chapar (Pt),Chapar (Pt),,195,DHUBRI,18-301-00114,18-301,0.05659796571731568,0.042331641658504365,178,7.535032215213777
Lakhipur,Lakhipur,,487,GOALPARA,18-302-00115,18-302,0.05659796571731568,0.026172793217490956,437,11.437510636043548
Balijana,Balijana,,541,GOALPARA,18-302-00116,18-302,0.0703380619764328,0.04404248200542614,488,21.492731218647958
Matia,Matia,,478,GOALPARA,18-302-00117,18-302,0.0703380619764328,0.06455606472760782,435,28.0818881565094
Dudhnai,Dudhnoi,,196,GOALPARA,18-302-00118,18-302,0.0677492730140686,0.06373090951853788,174,11.08917825622559
Rangjuli,Rangjuli,,277,GOALPARA,18-302-00119,18-302,0.05185847191810608,0.05185847191810609,250,12.964617979526523
Kalgachia,Kalgachia,,232,BARPETA,18-303-00120,18-303,0.08457505326271057,0.06492291572510073,212,13.763658133721353
Baghbor,Baghbor,,513,BARPETA,18-303-00121,18-303,0.0703380619764328,0.05359810632571384,458,24.547932697176936
Barpeta,Barpeta,y,316,BARPETA,18-303-00122,18-303,0.04115106680393219,0.03764769110938052,286,10.767239657282829
Sarthebari,Sarthebari,,262,BARPETA,18-303-00123,18-303,0.04115106680393219,0.03589824063797875,239,8.579679512476922
Bajali (Pt),Bajali (Pt),,167,BAJALI,18-799-00124,18-799,0.02809365727901459,0.02809365727901459,150,4.214048591852189
Jalah (Pt),Jalah (Pt),,41,BAJALI,18-799-00125,18-799,0.07537256681919098,0.03072026336457994,36,1.1059294811248779
Bhuragaon,Bhuragaon,,219,MORIGAON,18-304-00126,18-304,0.06103156566619873,0.04166652698711473,196,8.166639289474487
Laharighat,Laharighat,,233,MORIGAON,18-304-00127,18-304,0.06596231231689453,0.057185512120124855,211,12.066143057346345
Marigaon,Morigaon,y,390,MORIGAON,18-304-00128,18-304,0.050429791355133056,0.028255437886882832,355,10.030680449843405
Mikirbheta,Mikirbheta,,184,MORIGAON,18-304-00129,18-304,0.06596231231689453,0.05022330457331186,166,8.337068559169769
Kaliabor,Kaliabor,,580,NAGAON,18-305-00130,18-305,0.06497910013198853,0.04197126569335622,532,22.32871334886551
Samaguri,Samaguri,,342,NAGAON,18-305-00131,18-305,0.06497910013198853,0.051274266859705785,309,15.843748459649087
Rupahi,Rupahi,,306,NAGAON,18-305-00132,18-305,0.06596231231689453,0.06504629808707203,278,18.082870868206026
Dhing,Dhing,,248,NAGAON,18-305-00133,18-305,0.06596231231689453,0.06575521203740438,225,14.794922708415985
Nagaon,Nagaon,y,372,NAGAON,18-305-00134,18-305,0.06596231231689453,0.04919431756096227,336,16.529290700483322
Raha,Raha,,341,NAGAON,18-305-00135,18-305,0.050429791355133056,0.04790020585841946,308,14.753263404393195
Kampur,Kampur,,375,NAGAON,18-305-00136,18-305,0.050429791355133056,0.031203939645000962,346,10.796563117170333
Dhekiajuli (Pt),Dhekiajuli (Pt),,1231,SONITPUR,18-306-00137,18-306,0.06814503908157349,0.06184558736123112,1121,69.32890343194009
Chariduar,Chariduar,,1000,SONITPUR,18-306-00138,18-306,0.06814503908157349,0.05683240006986903,905,51.43332206323147
Tezpur,Tezpur,y,546,SONITPUR,18-306-00139,18-306,0.06814503908157349,0.06493092178406754,492,31.94601351776123
Na-Duar,Naduar,,668,SONITPUR,18-306-00140,18-306,0.06814503908157349,0.0513701147057616,611,31.387140085220338
Narayanpur,Narayanpur,,380,LAKHIMPUR,18-307-00141,18-307,0.01906493444442749,0.009785660396601961,348,3.4054098180174828
Bihpuria,Bihpuria,,407,LAKHIMPUR,18-307-00142,18-307,0.04103723487854004,0.008028888870330706,365,2.930544437670708
Naobaicha,Nowboicha,,330,LAKHIMPUR,18-307-00143,18-307,0.030663818788528443,0.024908985836505887,300,7.472695750951766
Kadam,Kadam,,523,LAKHIMPUR,18-307-00144,18-307,0.11359066247940064,0.07043691912607078,477,33.59841042313576
North Lakhimpur,North Lakhimpur,y,616,LAKHIMPUR,18-307-00145,18-307,0.043459622669219974,0.024250157303175483,556,13.483087460565569
Dhakuakhana (Pt-I),Dhakuakhana (Pt-I),,462,LAKHIMPUR,18-307-00146,18-307,0.043459622669219974,0.01354487002985818,420,5.688845412540436
Subansiri (Pt-I),Subansiri (Pt-I),,280,LAKHIMPUR,18-307-00147,18-307,0.043459622669219974,0.03020570594574034,259,7.823277839946748
Dhakuakhana (Pt-II),Dhakuakhana (Pt-II),,9,DHEMAJI,18-308-00148,18-308,0.02733454387187958,0.02273216629266739,10,0.22732166292667388
Subansiri (Pt-II),Subansiri (Pt-II),,155,DHEMAJI,18-308-00149,18-308,0.11359066247940064,0.08882072763726429,143,12.701364052128794
Dhemaji,Dhemaji,y,396,DHEMAJI,18-308-00150,18-308,0.02733454387187958,0.02482724676039741,361,8.962636080503465
Sissibargaon,Sissiborgaon,,746,DHEMAJI,18-308-00151,18-308,0.03905262622833252,0.021988640870424042,684,15.040230355370046
Jonai,Jonai,,853,DHEMAJI,18-308-00152,18-308,0.045824979782104494,0.04024792520731419,777,31.272637886083128
Gogamukh,Gogamukh,,324,DHEMAJI,18-308-00153,18-308,0.11359066247940064,0.06693086116639421,293,19.610742321753502
