revenue_ci,revenue_cr,HQ,are_new,dtname,object_id,dtcode11,max,mean,count,sum
Gossaigaon (Pt),Gossaigaon (Pt),,1069,KOKRAJHAR,18-300-00101,18-300,0.05358366761207581,0.033617009703014504,968,32.54126539251804
Bhowraguri,Bhawraguri,,159,KOKRAJHAR,18-300-00102,18-300,0.027446049880981448,0.022045042952975713,148,3.2626663570404055
Dotoma,Dotoma,,304,KOKRAJHAR,18-300-00103,18-300,0.05358366761207581,0.03812715392535023,271,10.332458713769913
Kokrajhar (Pt),Kokrajhar (Pt),y,990,KOKRAJHAR,18-300-00104,18-300,0.05358366761207581,0.04408734622044318,894,39.4140875210762
Bagribari (Pt),Bagribari (Pt),,281,KOKRAJHAR,18-300-00105,18-300,0.016496063232421875,0.01614736497402191,256,4.133725433349609
Golokganj (Pt),Golokganj (Pt),,103,KOKRAJHAR,18-300-00106,18-300,0.016833286857604983,0.016392212874594556,93,1.5244757973372938
Dhubri (Pt),Dhubri (Pt),,124,KOKRAJHAR,18-300-00107,18-300,0.016496063232421875,0.016496063232421875,114,1.8805512084960938
Chapar (Pt),Chapar (Pt),,101,KOKRAJHAR,18-300-00108,18-300,0.04278138418197632,0.01137896643942529,91,1.0354859459877015
Bagribari (Pt),Bagribari (Pt),,213,DHUBRI,18-301-00109,18-301,0.016496063232421875,0.010011635442031059,190,1.9022107339859011
Agamoni,Agamoni,,221,DHUBRI,18-301-00110,18-301,0.016833286857604983,0.01608958550371341,201,3.2340066862463956
Golokganj (Pt),Golakganj (Pt),,199,DHUBRI,18-301-00111,18-301,0.016833286857604983,0.011749731714908895,182,2.138451172113419
Dhubri (Pt),Dhubri (Pt),y,357,DHUBRI,18-301-00112,18-301,0.016496063232421875,0.010127018331307918,320,3.240645866018534
Bilasipara (Pt),Bilasipara (Pt),,295,DHUBRI,18-301-00113,18-301,0.04278138418197632,0.00793393529600172,268,2.126294659328461
Chapar (Pt),Chapar (Pt),,195,DHUBRI,18-301-00114,18-301,0.022451231479644777,0.016515215187394218,178,2.939708303356171
Lakhipur,Lakhipur,,487,GOALPARA,18-302-00115,18-302,0.022451231479644777,0.008342610825192467,437,3.645720930609108
Balijana,Balijana,,541,GOALPARA,18-302-00116,18-302,0.030032087802886964,0.017968282623369188,488,8.768521920204163
Matia,Matia,,478,GOALPARA,18-302-00117,18-302,0.030032087802886964,0.02093145085192275,435,9.105181120586396
Dudhnai,Dudhnoi,,196,GOALPARA,18-302-00118,18-302,0.020885771942138674,0.017457746293352942,174,3.037647855043412
Rangjuli,Rangjuli,,277,GOALPARA,18-302-00119,18-302,0.007329488694667817,0.007329488694667817,250,1.8323721736669543
Kalgachia,Kalgachia,,232,BARPETA,18-303-00120,18-303,0.030032087802886964,0.028160721901227845,212,5.970073043060303
Baghbor,Baghbor,,513,BARPETA,18-303-00121,18-303,0.030032087802886964,0.01887188460216512,458,8.643323147791625
Barpeta,Barpeta,y,316,BARPETA,18-303-00122,18-303,0.02698249206542969,0.01500205366855318,286,4.290587349206209
Sarthebari,Sarthebari,,262,BARPETA,18-303-00123,18-303,0.02698249206542969,0.011137914280150724,239,2.6619615129560232
