revenue_ci,revenue_cr,HQ,are_new,dtname,object_id,dtcode11,max,mean,count,sum
Gossaigaon (Pt),Gossaigaon (Pt),,1069,KOKRAJHAR,18-300-00101,18-300,1.7941523561477661,1.6354132453769694,968,1583.0800215249064
Bhowraguri,Bhawraguri,,159,KOKRAJHAR,18-300-00102,18-300,1.5801048419952393,1.5414765257371437,148,228.13852580909727
Dotoma,Dotoma,,304,KOKRAJHAR,18-300-00103,18-300,1.7590566838264465,1.6527547127219586,271,447.8965271476508
Kokrajhar (Pt),Kokrajhar (Pt),y,990,KOKRAJHAR,18-300-00104,18-300,1.7590566838264465,1.6835082488709252,894,1505.0563744906071
Bagribari (Pt),Bagribari (Pt),,281,KOKRAJHAR,18-300-00105,18-300,1.5017898994445802,1.4889326627379285,256,381.1667616609097
Golokganj (Pt),Golokganj (Pt),,103,KOKRAJHAR,18-300-00106,18-300,1.6290330240249635,1.5023620608483592,93,139.7196716588974
Dhubri (Pt),Dhubri (Pt),,124,KOKRAJHAR,18-300-00107,18-300,1.5017898994445802,1.5017898994445802,114,171.20404853668214
Chapar (Pt),Chapar (Pt),,101,KOKRAJHAR,18-300-00108,18-300,1.7112920181274416,1.2311178372878295,91,112.03172319319249
Bagribari (Pt),Bagribari (Pt),,213,DHUBRI,18-301-00109,18-301,1.5017898994445802,1.1824389155094248,190,224.66339394679073
Agamoni,Agamoni,,221,DHUBRI,18-301-00110,18-301,1.6290330240249635,1.5748753153587458,201,316.5499383871079
Golokganj (Pt),Golakganj (Pt),,199,DHUBRI,18-301-00111,18-301,1.6290330240249635,1.2270254977142419,182,223.31864058399202
Dhubri (Pt),Dhubri (Pt),y,357,DHUBRI,18-301-00112,18-301,1.5017898994445802,1.0241433457458018,320,327.7258706386566
Bilasipara (Pt),Bilasipara (Pt),,295,DHUBRI,18-301-00113,18-301,1.7112920181274416,1.1832515957102847,268,317.1114276503563
Chapar (Pt),Chapar (Pt),,195,DHUBRI,18-301-00114,18-301,1.4092619248509408,1.314880872930369,178,234.04879538160566
Lakhipur,Lakhipur,,487,GOALPARA,18-302-00115,18-302,1.4092619248509408,1.1958006942221175,437,522.5649033750653
Balijana,Balijana,,541,GOALPARA,18-302-00116,18-302,1.498889944410324,1.3502286511925157,488,658.9115817819477
Matia,Matia,,478,GOALPARA,18-302-00117,18-302,1.498889944410324,1.2193797342429764,435,530.4301843956947
Dudhnai,Dudhnoi,,196,GOALPARA,18-302-00118,18-302,1.1842740732192993,1.089283279861527,174,189.5352906959057
Rangjuli,Rangjuli,,277,GOALPARA,18-302-00119,18-302,0.808628663122654,0.808628663122654,250,202.15716578066352
Kalgachia,Kalgachia,,232,BARPETA,18-303-00120,18-303,1.498889944410324,1.399075699944766,212,296.6040483882904
Baghbor,Baghbor,,513,BARPETA,18-303-00121,18-303,1.498889944410324,1.1819876199762895,458,541.3503299491406
Barpeta,Barpeta,y,316,BARPETA,18-303-00122,18-303,1.045977117240429,0.971213799450906,286,277.7671466429591
Sarthebari,Sarthebari,,262,BARPETA,18-303-00123,18-303,1.1786903358101846,1.0548375755882164,239,252.1061805655837
Bajali (Pt),Bajali (Pt),,167,BAJALI,18-799-00124,18-799,1.1786903358101846,1.1786903358101846,150,176.80355037152768
Jalah (Pt),Jalah (Pt),,41,BAJALI,18-799-00125,18-799,1.1786903358101846,1.1728107910109893,36,42.22118847639561
Bhuragaon,Bhuragaon,,219,MORIGAON,18-304-00126,18-304,0.42205921970605853,0.3589973356045631,196,70.36347777849437
Laharighat,Laharighat,,233,MORIGAON,18-304-00127,18-304,0.7349324767827988,0.4480515138593896,211,94.53886942433121
Marigaon,Morigaon,y,390,MORIGAON,18-304-00128,18-304,0.7349324767827988,0.38882307792535975,355,138.0321926635027
Mikirbheta,Mikirbheta,,184,MORIGAON,18-304-00129,18-304,0.7349324767827988,0.7283074158102634,166,120.89903102450373
Kaliabor,Kaliabor,,580,NAGAON,18-305-00130,18-305,0.6936700910329819,0.43179440283528847,532,229.71462230837346
Samaguri,Samaguri,,342,NAGAON,18-305-00131,18-305,0.7616554255485535,0.6575022662788533,309,203.16820028016568
