revenue_ci,revenue_cr,HQ,are_new,dtname,object_id,dtcode11,max,mean,count,sum
Gossaigaon (Pt),Gossaigaon (Pt),,1069,KOKRAJHAR,18-300-00101,18-300,0.02640316766500473,0.021033842583862712,968,20.360759621179106
Bhowraguri,Bhawraguri,,159,KOKRAJHAR,18-300-00102,18-300,0.021497614479064942,0.0183567271967192,148,2.7167956251144414
Dotoma,Dotoma,,304,KOKRAJHAR,18-300-00103,18-300,0.02640316766500473,0.02132024650428568,271,5.777786802661419
Kokrajhar (Pt),Kokrajhar (Pt),y,990,KOKRAJHAR,18-300-00104,18-300,0.03311020545959473,0.024476415579951047,894,21.881915528476235
Bagribari (Pt),Bagribari (Pt),,281,KOKRAJHAR,18-300-00105,18-300,0.023099733710289002,0.015441114204190674,256,3.9529252362728124
Golokganj (Pt),Golokganj (Pt),,103,KOKRAJHAR,18-300-00106,18-300,0.015129788208007814,0.014505797150314496,93,1.349039134979248
Dhubri (Pt),Dhubri (Pt),,124,KOKRAJHAR,18-300-00107,18-300,0.015129788208007814,0.015129788208007814,114,1.7247958557128908
Chapar (Pt),Chapar (Pt),,101,KOKRAJHAR,18-300-00108,18-300,0.03311020545959473,0.023125389116936984,91,2.1044104096412655
Bagribari (Pt),Bagribari (Pt),,213,DHUBRI,18-301-00109,18-301,0.023099733710289002,0.014747819601109154,190,2.8020857242107393
Agamoni,Agamoni,,221,DHUBRI,18-301-00110,18-301,0.010307150268554688,0.009603678364184366,201,1.9303393512010576
Golokganj (Pt),Golakganj (Pt),,199,DHUBRI,18-301-00111,18-301,0.015129788208007814,0.006002136077330663,182,1.0923887660741807
Dhubri (Pt),Dhubri (Pt),y,357,DHUBRI,18-301-00112,18-301,0.015129788208007814,0.005220181192979217,320,1.6704579817533494
Bilasipara (Pt),Bilasipara (Pt),,295,DHUBRI,18-301-00113,18-301,0.023099733710289002,0.02288423086280253,268,6.132973871231078
Chapar (Pt),Chapar (Pt),,195,DHUBRI,18-301-00114,18-301,0.03311020545959473,0.029117264480939074,178,5.182873077607155
Lakhipur,Lakhipur,,487,GOALPARA,18-302-00115,18-302,0.03311020545959473,0.02062956278929721,437,9.015118938922882
Balijana,Balijana,,541,GOALPARA,18-302-00116,18-302,0.037455198574066165,0.02857180498789568,488,13.943040834093093
Matia,Matia,,478,GOALPARA,18-302-00117,18-302,0.037455198574066165,0.025832649223503028,435,11.237202412223818
Dudhnai,Dudhnoi,,196,GOALPARA,18-302-00118,18-302,0.024548382568359377,0.022164219961495236,174,3.856574273300171
Rangjuli,Rangjuli,,277,GOALPARA,18-302-00119,18-302,0.01512010316848755,0.01512010316848755,250,3.7800257921218874
Kalgachia,Kalgachia,,232,BARPETA,18-303-00120,18-303,0.04911976094245911,0.0382503493338261,212,8.109074058771133
Baghbor,Baghbor,,513,BARPETA,18-303-00121,18-303,0.037455198574066165,0.034887904825793604,458,15.97866041021347
Barpeta,Barpeta,y,316,BARPETA,18-303-00122,18-303,0.04911976094245911,0.039486492216503716,286,11.293136773920063
Sarthebari,Sarthebari,,262,BARPETA,18-303-00123,18-303,0.04911976094245911,0.03223777754516283,239,7.704828833293916
Bajali (Pt),Bajali (Pt),,167,BAJALI,18-799-00124,18-799,0.04431135520935059,0.04431135520935059,150,6.646703281402588
Jalah (Pt),Jalah (Pt),,41,BAJALI,18-799-00125,18-799,0.04431135520935059,0.04427385588751899,36,1.5938588119506836
Bhuragaon,Bhuragaon,,219,MORIGAON,18-304-00126,18-304,0.04917526721954346,0.024090135181558378,196,4.721666495585442
Laharighat,Laharighat,,233,MORIGAON,18-304-00127,18-304,0.04917526721954346,0.04181964750832291,211,8.823945624256135
Marigaon,Morigaon,y,390,MORIGAON,18-304-00128,18-304,0.04788549702167511,0.010929941053726303,355,3.880129074072838
Mikirbheta,Mikirbheta,,184,MORIGAON,18-304-00129,18-304,0.048360669374465946,0.047329903882239246,166,7.856764044451714
Kaliabor,Kaliabor,,580,NAGAON,18-305-00130,18-305,0.07374092087745666,0.053958683644111896,532,28.70601969866753
Samaguri,Samaguri,,342,NAGAON,18-305-00131,18-305,0.051054395198822024,0.0399430171037569,309,12.342392285060884
Rupahi,Rupahi,,306,NAGAON,18-305-00132,18-305,0.048360669374465946,0.04277055148992606,278,11.890213314199446
Dhing,Dhing,,248,NAGAON,18-305-00133,18-305,0.048360669374465946,0.04835433374309539,225,10.879725092196463
Nagaon,Nagaon,y,372,NAGAON,18-305-00134,18-305,0.048360669374465946,0.0376777803487721,336,12.659734197187426
Raha,Raha,,341,NAGAON,18-305-00135,18-305,0.04788549702167511,0.04484462271061811,308,13.812143794870376
Kampur,Kampur,,375,NAGAON,18-305-00136,18-305,0.04788549702167511,0.02471632327523535,346,8.55184785323143
Dhekiajuli (Pt),Dhekiajuli (Pt),,1231,SONITPUR,18-306-00137,18-306,0.0546576055765152,0.045502032475616114,1121,51.007778405165666
Chariduar,Chariduar,,1000,SONITPUR,18-306-00138,18-306,0.07433466329574585,0.04687662598438684,905,42.423346515870094
Tezpur,Tezpur,y,546,SONITPUR,18-306-00139,18-306,0.07433466329574585,0.049865947338236065,492,24.534046090412144
Na-Duar,Naduar,,668,SONITPUR,18-306-00140,18-306,0.07433466329574585,0.07159178738395047,611,43.74258209159374
Narayanpur,Narayanpur,,380,LAKHIMPUR,18-307-00141,18-307,0.07359748716354371,0.06903479409971458,348,24.02410834670067
Bihpuria,Bihpuria,,407,LAKHIMPUR,18-307-00142,18-307,0.1221207172393799,0.0670946104118922,365,24.489532800340655
Naobaicha,Nowboicha,,330,LAKHIMPUR,18-307-00143,18-307,0.07407583551406861,0.0711252476630211,300,21.33757429890633
