revenue_ci,revenue_cr,HQ,are_new,dtname,object_id,dtcode11,max,mean,count,sum
Gossaigaon (Pt),Gossaigaon (Pt),,1069,KOKRAJHAR,18-300-00101,18-300,0.699310710144043,0.5031185308669596,968,487.0187378792168
Bhowraguri,Bhawraguri,,159,KOKRAJHAR,18-300-00102,18-300,0.4418013241291046,0.4224493242376559,148,62.52249998717308
Dotoma,Dotoma,,304,KOKRAJHAR,18-300-00103,18-300,0.699310710144043,0.5691098466580976,271,154.22876844434444
Kokrajhar (Pt),Kokrajhar (Pt),y,990,KOKRAJHAR,18-300-00104,18-300,0.699310710144043,0.6268756761217177,894,560.4268544528156
Bagribari (Pt),Bagribari (Pt),,281,KOKRAJHAR,18-300-00105,18-300,0.4025671325683594,0.4017987692149123,256,102.86048491901755
Golokganj (Pt),Golokganj (Pt),,103,KOKRAJHAR,18-300-00106,18-300,0.4025671325683594,0.3963759431769771,93,36.86296271545887
Dhubri (Pt),Dhubri (Pt),,124,KOKRAJHAR,18-300-00107,18-300,0.4025671325683594,0.4025671325683594,114,45.89265311279297
Chapar (Pt),Chapar (Pt),,101,KOKRAJHAR,18-300-00108,18-300,0.6065091841459275,0.40740128006489723,91,37.07351648590565
Bagribari (Pt),Bagribari (Pt),,213,DHUBRI,18-301-00109,18-301,0.4025671325683594,0.34581638854230706,190,65.70511382303835
Agamoni,Agamoni,,221,DHUBRI,18-301-00110,18-301,0.36315471801757815,0.35936595961691725,201,72.23255788300037
Golokganj (Pt),Golakganj (Pt),,199,DHUBRI,18-301-00111,18-301,0.4025671325683594,0.32788993390588966,182,59.67596797087192
Dhubri (Pt),Dhubri (Pt),y,357,DHUBRI,18-301-00112,18-301,0.4025671325683594,0.2827500533124805,320,90.48001705999376
Bilasipara (Pt),Bilasipara (Pt),,295,DHUBRI,18-301-00113,18-301,0.6065091841459275,0.3842451757438592,268,102.97770709935426
Chapar (Pt),Chapar (Pt),,195,DHUBRI,18-301-00114,18-301,0.4915856854915619,0.448232345666996,178,79.78535752872529
Lakhipur,Lakhipur,,487,GOALPARA,18-302-00115,18-302,0.4915856854915619,0.3779180679542522,437,165.1501956960082
Balijana,Balijana,,541,GOALPARA,18-302-00116,18-302,0.5518906604290009,0.4464281210428745,488,217.85692306892275
Matia,Matia,,478,GOALPARA,18-302-00117,18-302,0.5518906604290009,0.4122414292750413,435,179.32502173464297
Dudhnai,Dudhnoi,,196,GOALPARA,18-302-00118,18-302,0.3962363083124161,0.3674255198623942,174,63.93204045605659
Rangjuli,Rangjuli,,277,GOALPARA,18-302-00119,18-302,0.28230273580551146,0.2823027358055114,250,70.57568395137785
Kalgachia,Kalgachia,,232,BARPETA,18-303-00120,18-303,0.5854947316169739,0.5294821736945297,212,112.2502208232403
Baghbor,Baghbor,,513,BARPETA,18-303-00121,18-303,0.5518906604290009,0.45284119857986954,458,207.40126894958024
Barpeta,Barpeta,y,316,BARPETA,18-303-00122,18-303,0.4486311204314232,0.4044398186635721,286,115.66978813778162
Sarthebari,Sarthebari,,262,BARPETA,18-303-00123,18-303,0.4486311204314232,0.38020257647536293,239,90.86841577761174
Bajali (Pt),Bajali (Pt),,167,BAJALI,18-799-00124,18-799,0.41597341804504395,0.41597341804504395,150,62.39601270675659
Jalah (Pt),Jalah (Pt),,41,BAJALI,18-799-00125,18-799,0.41597341804504395,0.41302393453551667,36,14.868861643278601
Bhuragaon,Bhuragaon,,219,MORIGAON,18-304-00126,18-304,0.21294320974349976,0.19739560662255604,196,38.689538898020984
Laharighat,Laharighat,,233,MORIGAON,18-304-00127,18-304,0.21294320974349976,0.20638978387442247,211,43.54824439750314
Marigaon,Morigaon,y,390,MORIGAON,18-304-00128,18-304,0.19453398418426515,0.1848400932065702,355,65.61823308833242
Mikirbheta,Mikirbheta,,184,MORIGAON,18-304-00129,18-304,0.20927470483779909,0.19448276798401973,166,32.284139485347275
Kaliabor,Kaliabor,,580,NAGAON,18-305-00130,18-305,0.281819778970629,0.24369234607198548,532,129.64432811029627
Samaguri,Samaguri,,342,NAGAON,18-305-00131,18-305,0.24834469420909883,0.19801540163944456,309,61.18675910658837
Rupahi,Rupahi,,306,NAGAON,18-305-00132,18-305,0.20927470483779909,0.2081150915854269,278,57.85599546074868
Dhing,Dhing,,248,NAGAON,18-305-00133,18-305,0.20927470483779909,0.20907816189575193,225,47.04258642654418
Nagaon,Nagaon,y,372,NAGAON,18-305-00134,18-305,0.20927470483779909,0.17910009576649893,336,60.17763217754364
Raha,Raha,,341,NAGAON,18-305-00135,18-305,0.19453398418426515,0.1918977219391953,308,59.10449835727215
Kampur,Kampur,,375,NAGAON,18-305-00136,18-305,0.19453398418426515,0.16889207510183313,346,58.43665798523426
Dhekiajuli (Pt),Dhekiajuli (Pt),,1231,SONITPUR,18-306-00137,18-306,0.23843986580371856,0.2071319920160322,1121,232.19496304997207
Chariduar,Chariduar,,1000,SONITPUR,18-306-00138,18-306,0.36806605346202853,0.25513913161685453,905,230.90091411325335
Tezpur,Tezpur,y,546,SONITPUR,18-306-00139,18-306,0.3095988933980465,0.2272391872037838,492,111.80168010426164
Na-Duar,Naduar,,668,SONITPUR,18-306-00140,18-306,0.36806605346202853,0.30761487047573016,611,187.95268586067112
Narayanpur,Narayanpur,,380,LAKHIMPUR,18-307-00141,18-307,0.27239879746437073,0.24661396277772119,348,85.82165904664697
Bihpuria,Bihpuria,,407,LAKHIMPUR,18-307-00142,18-307,0.36536372137069706,0.28315898857309396,365,103.3530308291793
Naobaicha,Nowboicha,,330,LAKHIMPUR,18-307-00143,18-307,0.36536372137069706,0.3477003858284951,300,104.31011574854853
Kadam,Kadam,,523,LAKHIMPUR,18-307-00144,18-307,0.5443635240864009,0.44744166599830587,477,213.4296746811919
North Lakhimpur,North Lakhimpur,y,616,LAKHIMPUR,18-307-00145,18-307,0.38242085999250414,0.3310739427188318,556,184.07711215167046
Dhakuakhana (Pt-I),Dhakuakhana (Pt-I),,462,LAKHIMPUR,18-307-00146,18-307,0.38242085999250414,0.32641161270461444,420,137.09287733593806
