revenue_ci,revenue_cr,HQ,are_new,dtname,object_id,dtcode11,max,mean,count,sum
Gossaigaon (Pt),Gossaigaon (Pt),,1069,KOKRAJHAR,18-300-00101,18-300,0.6206201225280762,0.4447027748861958,968,430.47228608983755
Bhowraguri,Bhawraguri,,159,KOKRAJHAR,18-300-00102,18-300,0.4546021980762482,0.3795553637296767,148,56.17419383199215
Dotoma,Dotoma,,304,KOKRAJHAR,18-300-00103,18-300,0.4546021980762482,0.35098694603742275,271,95.11746237614156
Kokrajhar (Pt),Kokrajhar (Pt),y,990,KOKRAJHAR,18-300-00104,18-300,0.41364355374574663,0.3676188714425036,894,328.65127106959824
Bagribari (Pt),Bagribari (Pt),,281,KOKRAJHAR,18-300-00105,18-300,0.3024524517297745,0.29683544119829314,256,75.98987294676304
Golokganj (Pt),Golokganj (Pt),,103,KOKRAJHAR,18-300-00106,18-300,0.5455274151802063,0.3200376875044197,93,29.76350493791103
Dhubri (Pt),Dhubri (Pt),,124,KOKRAJHAR,18-300-00107,18-300,0.3024524517297745,0.3024524517297744,114,34.47957949719429
Chapar (Pt),Chapar (Pt),,101,KOKRAJHAR,18-300-00108,18-300,0.3546699980974198,0.18108041683579543,91,16.478317932057383
Bagribari (Pt),Bagribari (Pt),,213,DHUBRI,18-301-00109,18-301,0.3024524517297745,0.18915593427783567,190,35.939627512788775
Agamoni,Agamoni,,221,DHUBRI,18-301-00110,18-301,0.5455274151802063,0.5224234008956311,201,105.00710358002186
Golokganj (Pt),Golakganj (Pt),,199,DHUBRI,18-301-00111,18-301,0.5455274151802063,0.3374754645599114,182,61.42053454990387
Dhubri (Pt),Dhubri (Pt),y,357,DHUBRI,18-301-00112,18-301,0.3024524517297745,0.16542978997617958,320,52.93753279237747
Bilasipara (Pt),Bilasipara (Pt),,295,DHUBRI,18-301-00113,18-301,0.3546699980974198,0.16314422579256457,268,43.72265251240731
Chapar (Pt),Chapar (Pt),,195,DHUBRI,18-301-00114,18-301,0.29686468963623047,0.24173689619028166,178,43.029167521870136
Lakhipur,Lakhipur,,487,GOALPARA,18-302-00115,18-302,0.29686468963623047,0.19487843788177525,437,85.16187735433579
Balijana,Balijana,,541,GOALPARA,18-302-00116,18-302,0.339101392698288,0.2596793590022404,488,126.7235271930933
Matia,Matia,,478,GOALPARA,18-302-00117,18-302,0.3588466597557068,0.2712761927651811,435,118.00514385285378
Dudhnai,Dudhnoi,,196,GOALPARA,18-302-00118,18-302,0.3588466597557068,0.2855101174028441,174,49.67876042809487
Rangjuli,Rangjuli,,277,GOALPARA,18-302-00119,18-302,0.3588466597557068,0.3588466597557068,250,89.7116649389267
Kalgachia,Kalgachia,,232,BARPETA,18-303-00120,18-303,0.34414007263183594,0.3065566061872356,212,64.99000051169395
Baghbor,Baghbor,,513,BARPETA,18-303-00121,18-303,0.3588466597557068,0.25191218922419323,458,115.3757826646805
Barpeta,Barpeta,y,316,BARPETA,18-303-00122,18-303,0.3353557228565216,0.16359051190289584,286,46.78688640422821
Sarthebari,Sarthebari,,262,BARPETA,18-303-00123,18-303,0.3353557228565216,0.2977076058936917,239,71.15211780859232
Bajali (Pt),Bajali (Pt),,167,BAJALI,18-799-00124,18-799,0.300136394572258,0.30013639457225805,150,45.0204591858387
Jalah (Pt),Jalah (Pt),,41,BAJALI,18-799-00125,18-799,0.3589132643938065,0.30340177622901066,36,10.922463944244384
Bhuragaon,Bhuragaon,,219,MORIGAON,18-304-00126,18-304,0.2770054929256439,0.24523736531320883,196,48.06652360138893
Laharighat,Laharighat,,233,MORIGAON,18-304-00127,18-304,0.3187267498493195,0.2760208355725094,211,58.240396305799486
Marigaon,Morigaon,y,390,MORIGAON,18-304-00128,18-304,0.3187267498493195,0.25333403686684625,355,89.93358308773041
Mikirbheta,Mikirbheta,,184,MORIGAON,18-304-00129,18-304,0.3187267498493195,0.31745406817599947,166,52.697375317215915
