revenue_ci,revenue_cr,HQ,are_new,dtname,object_id,dtcode11,max,mean,count,sum
Gossaigaon (Pt),Gossaigaon (Pt),,1069,KOKRAJHAR,18-300-00101,18-300,0.0019140398025512696,0.000573711484522859,968,0.5553527170181275
Bhowraguri,Bhawraguri,,159,KOKRAJHAR,18-300-00102,18-300,0.0004537331104278565,0.0002299323194735759,148,0.034029983282089234
Dotoma,Dotoma,,304,KOKRAJHAR,18-300-00103,18-300,0.0004875467777252197,0.0003609790673555043,271,0.09782532725334167
Kokrajhar (Pt),Kokrajhar (Pt),y,990,KOKRAJHAR,18-300-00104,18-300,0.0004875467777252197,0.00039972946654496844,894,0.3573581430912018
Bagribari (Pt),Bagribari (Pt),,281,KOKRAJHAR,18-300-00105,18-300,0.0,0.0,256,0.0
Golokganj (Pt),Golokganj (Pt),,103,KOKRAJHAR,18-300-00106,18-300,0.001843375587463379,0.00017015143056069653,93,0.015824083042144776
Dhubri (Pt),Dhubri (Pt),,124,KOKRAJHAR,18-300-00107,18-300,0.0,0.0,114,0.0
Chapar (Pt),Chapar (Pt),,101,KOKRAJHAR,18-300-00108,18-300,0.00038637070655822754,3.821248746180272e-05,91,0.0034773363590240476
Bagribari (Pt),Bagribari (Pt),,213,DHUBRI,18-301-00109,18-301,0.0005385391712188721,0.0001814026682000411,190,0.03446650695800781
Agamoni,Agamoni,,221,DHUBRI,18-301-00110,18-301,0.002083466720581055,0.0018612928362035043,201,0.37411986007690434
Golokganj (Pt),Golakganj (Pt),,199,DHUBRI,18-301-00111,18-301,0.002083466720581055,0.00158514370237078,182,0.28849615383148197
Dhubri (Pt),Dhubri (Pt),y,357,DHUBRI,18-301-00112,18-301,0.002083466720581055,0.000714604859650135,320,0.2286735550880432
Bilasipara (Pt),Bilasipara (Pt),,295,DHUBRI,18-301-00113,18-301,0.00038637070655822754,1.4416817408889087e-06,268,0.00038637070655822754
Chapar (Pt),Chapar (Pt),,195,DHUBRI,18-301-00114,18-301,0.0,0.0,178,0.0
Lakhipur,Lakhipur,,487,GOALPARA,18-302-00115,18-302,0.0005385391712188721,1.2323550828807141e-06,437,0.0005385391712188721
Balijana,Balijana,,541,GOALPARA,18-302-00116,18-302,0.0,0.0,488,0.0
Matia,Matia,,478,GOALPARA,18-302-00117,18-302,0.00019571657180786134,7.198770457300647e-06,435,0.0031314651489257814
Dudhnai,Dudhnoi,,196,GOALPARA,18-302-00118,18-302,0.00019571657180786134,4.949154689394195e-05,174,0.008611529159545899
Rangjuli,Rangjuli,,277,GOALPARA,18-302-00119,18-302,0.00019571657180786134,0.00019571657180786134,250,0.048929142951965335
Kalgachia,Kalgachia,,232,BARPETA,18-303-00120,18-303,0.0005875254631042481,5.0588307740553375e-05,212,0.010724721240997315
Baghbor,Baghbor,,513,BARPETA,18-303-00121,18-303,0.00019571657180786134,1.3674520300985945e-05,458,0.006262930297851563
Barpeta,Barpeta,y,316,BARPETA,18-303-00122,18-303,0.00017758088111877442,5.401935894172509e-05,286,0.015449536657333375
Sarthebari,Sarthebari,,262,BARPETA,18-303-00123,18-303,0.00017758088111877442,1.6346357257795137e-05,239,0.003906779384613038
Bajali (Pt),Bajali (Pt),,167,BAJALI,18-799-00124,18-799,0.0,0.0,150,0.0
Jalah (Pt),Jalah (Pt),,41,BAJALI,18-799-00125,18-799,0.00048118176460266115,2.6732320255703397e-05,36,0.0009623635292053223
Bhuragaon,Bhuragaon,,219,MORIGAON,18-304-00126,18-304,0.001357018780708313,0.0006602269502318635,196,0.12940448224544526
Laharighat,Laharighat,,233,MORIGAON,18-304-00127,18-304,0.038877357101440434,0.004136648288722288,211,0.8728327889204027
Marigaon,Morigaon,y,390,MORIGAON,18-304-00128,18-304,0.038877357101440434,0.011238317161277989,355,3.9896025922536857
Mikirbheta,Mikirbheta,,184,MORIGAON,18-304-00129,18-304,0.038877357101440434,0.03822824236255094,166,6.345888232183457
Kaliabor,Kaliabor,,580,NAGAON,18-305-00130,18-305,0.02105605297088623,0.007986330753788913,532,4.248727961015701
Samaguri,Samaguri,,342,NAGAON,18-305-00131,18-305,0.03137864875793457,0.021666997187963197,309,6.695102131080628
Rupahi,Rupahi,,306,NAGAON,18-305-00132,18-305,0.02105605297088623,0.020038318252220428,278,5.570652474117279
Dhing,Dhing,,248,NAGAON,18-305-00133,18-305,0.038877357101440434,0.0066011520207723,225,1.4852592046737674
Nagaon,Nagaon,y,372,NAGAON,18-305-00134,18-305,0.038877357101440434,0.031097013006040026,336,10.448596370029449
Raha,Raha,,341,NAGAON,18-305-00135,18-305,0.038877357101440434,0.036970102743669,308,11.386791645050051
