revenue_ci,revenue_cr,HQ,are_new,dtname,object_id,dtcode11,max,mean,count,sum
Gossaigaon (Pt),Gossaigaon (Pt),,1069,KOKRAJHAR,18-300-00101,18-300,0.0007857954502105713,0.00023583896729387034,968,0.2282921203404665
Bhowraguri,Bhawraguri,,159,KOKRAJHAR,18-300-00102,18-300,0.00051903076171875,0.0003792196502556672,148,0.056124508237838745
Dotoma,Dotoma,,304,KOKRAJHAR,18-300-00103,18-300,0.0007857954502105713,0.00023068178329080675,271,0.06251476327180863
Kokrajhar (Pt),Kokrajhar (Pt),y,990,KOKRAJHAR,18-300-00104,18-300,0.0007857954502105713,0.0004538483269662666,894,0.4057404043078423
Bagribari (Pt),Bagribari (Pt),,281,KOKRAJHAR,18-300-00105,18-300,0.00051903076171875,0.0005037576195783913,256,0.12896195061206817
Golokganj (Pt),Golokganj (Pt),,103,KOKRAJHAR,18-300-00106,18-300,0.00051903076171875,0.00046535050920260847,93,0.043277597355842586
Dhubri (Pt),Dhubri (Pt),,124,KOKRAJHAR,18-300-00107,18-300,0.00051903076171875,0.00051903076171875,114,0.059169506835937496
Chapar (Pt),Chapar (Pt),,101,KOKRAJHAR,18-300-00108,18-300,0.00022710909843444825,0.0001350225024170928,91,0.012287047719955445
Bagribari (Pt),Bagribari (Pt),,213,DHUBRI,18-301-00109,18-301,0.00051903076171875,0.0002031270226051933,190,0.038594134294986725
Agamoni,Agamoni,,221,DHUBRI,18-301-00110,18-301,0.0,0.0,201,0.0
Golokganj (Pt),Golakganj (Pt),,199,DHUBRI,18-301-00111,18-301,0.00051903076171875,4.525313875177405e-05,182,0.008236071252822877
Dhubri (Pt),Dhubri (Pt),y,357,DHUBRI,18-301-00112,18-301,0.00051903076171875,0.00010339771755039692,320,0.03308726961612701
Bilasipara (Pt),Bilasipara (Pt),,295,DHUBRI,18-301-00113,18-301,0.00051903076171875,0.00013862047907131823,268,0.037150288391113284
Chapar (Pt),Chapar (Pt),,195,DHUBRI,18-301-00114,18-301,0.00012803832292556763,5.1071465886041015e-05,178,0.0090907209277153
Lakhipur,Lakhipur,,487,GOALPARA,18-302-00115,18-302,0.00020052127838134768,0.0001745458587083446,437,0.07627654025554659
Balijana,Balijana,,541,GOALPARA,18-302-00116,18-302,0.00020052127838134768,0.00012676380086140557,488,0.061860734820365915
Matia,Matia,,478,GOALPARA,18-302-00117,18-302,0.009000668334960937,0.0025614201745219616,435,1.1142177759170533
Dudhnai,Dudhnoi,,196,GOALPARA,18-302-00118,18-302,0.009000668334960937,0.004467265694716882,174,0.7773042308807374
Rangjuli,Rangjuli,,277,GOALPARA,18-302-00119,18-302,0.009000668334960937,0.009000668334960939,250,2.2501670837402346
Kalgachia,Kalgachia,,232,BARPETA,18-303-00120,18-303,0.0059811462402343755,0.0004514072634139151,212,0.09569833984375001
Baghbor,Baghbor,,513,BARPETA,18-303-00121,18-303,0.009000668334960937,0.0034811847849183725,458,1.5943826314926146
Barpeta,Barpeta,y,316,BARPETA,18-303-00122,18-303,0.0059811462402343755,0.004139471730318937,286,1.183888914871216
Sarthebari,Sarthebari,,262,BARPETA,18-303-00123,18-303,0.0059811462402343755,0.002808618175235254,239,0.6712597438812257
Bajali (Pt),Bajali (Pt),,167,BAJALI,18-799-00124,18-799,0.0,0.0,150,0.0
Jalah (Pt),Jalah (Pt),,41,BAJALI,18-799-00125,18-799,0.0,0.0,36,0.0
Bhuragaon,Bhuragaon,,219,MORIGAON,18-304-00126,18-304,0.0032935064375400544,0.002681809283184762,196,0.5256346195042133
Laharighat,Laharighat,,233,MORIGAON,18-304-00127,18-304,0.0032935064375400544,0.0020556687788093257,211,0.43374611232876775
Marigaon,Morigaon,y,390,MORIGAON,18-304-00128,18-304,0.0024103134155273437,0.0020473355559354096,355,0.7268041223570705
Mikirbheta,Mikirbheta,,184,MORIGAON,18-304-00129,18-304,0.0024103134155273437,0.002208222140748817,166,0.3665648753643036
Kaliabor,Kaliabor,,580,NAGAON,18-305-00130,18-305,0.003873452174663544,0.0027505138157677828,532,1.4632733499884605
Samaguri,Samaguri,,342,NAGAON,18-305-00131,18-305,0.0025754932403564456,0.0016981647557811057,309,0.5247329095363616
Rupahi,Rupahi,,306,NAGAON,18-305-00132,18-305,0.0009781004905700685,0.0009399743627301224,278,0.26131287283897403
Dhing,Dhing,,248,NAGAON,18-305-00133,18-305,0.0022167116165161134,0.00044420779546101884,225,0.09994675397872924
Nagaon,Nagaon,y,372,NAGAON,18-305-00134,18-305,0.0022167116165161134,0.001968672826034682,336,0.6614740695476531
Raha,Raha,,341,NAGAON,18-305-00135,18-305,0.0022167116165161134,0.0020578229596088463,308,0.6338094715595246
Kampur,Kampur,,375,NAGAON,18-305-00136,18-305,0.0022167116165161134,0.0010612918459611132,346,0.3672069787025452
Dhekiajuli (Pt),Dhekiajuli (Pt),,1231,SONITPUR,18-306-00137,18-306,0.0032935064375400544,0.0005417031205466133,1121,0.6072491981327535
Chariduar,Chariduar,,1000,SONITPUR,18-306-00138,18-306,0.015532146215438844,0.005618076618323669,905,5.08435933958292
Tezpur,Tezpur,y,546,SONITPUR,18-306-00139,18-306,0.011774219179153443,0.002128851427549753,492,1.0473949023544786
Na-Duar,Naduar,,668,SONITPUR,18-306-00140,18-306,0.015532146215438844,0.011077759644842772,611,6.768511142998934
Narayanpur,Narayanpur,,380,LAKHIMPUR,18-307-00141,18-307,0.003492183048743755,0.002739263327175687,348,0.9532636378571392
Bihpuria,Bihpuria,,407,LAKHIMPUR,18-307-00142,18-307,0.00441802750825882,0.003572443498664676,365,1.3039418770126068
Naobaicha,Nowboicha,,330,LAKHIMPUR,18-307-00143,18-307,0.0036967922627925876,0.0036579165121233092,300,1.0973749536369928
