Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
Directorate of Agriculture and Assam Seed Corporation,A/IPMU/NFSM_A_M/1700/24-25/21,2025_DAASC_47603_1,Yes,Open Tender,Empanelment,Goods,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Technical Qualification documents,19-Sep-2025 05:00 PM,24-Oct-2025 02:00 PM,19-Sep-2025 05:00 PM,24-Oct-2025 12:00 PM,NA ,NA ,20-Sep-2025 10:00 AM,24-Oct-2025 12:00 PM,"1,00,000",No,fixed,,Nil,Nil,1.0,Extension,Date,,1.0,SBI Bank,"1,000",Nil,Nil,No,"Director of Agriculture, Assam","Assam, Khanapara, Guwahat-22",Empanelment of manufactures of Agricultural Machineries,Empanelment of manufactures of Agricultural Machineries,Refer as EOI documents ,NA ,,Machineries,NA ,Empanelment,90.0,365.0,Khanapara,781022.0,"Directorate of Agriculture, Assm ","Assam Khanapara, Guwahati-22 ",03-Oct-2025 12:00 PM ,"Directorate of Agriculture, Assm",No ,No,AOC,06-Feb-2026,INR 0,365.0,Upasana Devi,06-Feb-2026 01:59 PM,DBC1111111.pdf (1166.00 KB),As DBC minutes,1.0,284699.0,Indicon Agro Industries LLP,INR,0.0,1,283192,ACTION CONSTRUCTION EQUIPMENT LIMITED,23-Oct-2025 07:14 PM,Accepted-AOC,As per DBC minutes,06-Feb-2026 01:59 PM,Finance,Techincal cover is opened and process for evaluation,NEELAKSHI BAITHURI,05-Feb-2026 04:03 PM,,DoA,Internal,"DoH, MD-Seeds, FA, CE(Agri)",Upasana Devi,06-Feb-2026 01:55 PM,finsummary_75935.pdf (1166.17 KB),Directorate of Agriculture and Assam Seed Corporation,2025_DAASC_47603_1,A/IPMU/NFSM_A_M/1700/24-25/21,Empanelment of manufactures of Agricultural Machineries,DoA,Internal,"DoH, MD-Seeds, FA, CE(Agri) etc.",NEELAKSHI BAITHURI,05-Feb-2026 04:12 PM,techsummary_75935.pdf (753.94 KB),AOC
,,,,,,,,,,,,,,,,.pdf,Tender fee receipt and EMD receipt,,,,,,,,,,,,,,,2.0,Technical Corrigendum,Technical Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,2.0,284655.0,PREET AGRO INDUSTRIES PRIVATE LIMITED,INR,0.0,2,284442,ADISHWAR IMPEX PRIVATE LIMITED,21-Oct-2025 06:20 PM,Rejected-Technical,As per DBC minutes,05-Feb-2026 04:12 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3.0,284408.0,OSAW UDYOG PRIVATE LIMITED,INR,0.0,3,283282,BERI UDYOG PRIVATE LIMITED,06-Oct-2025 04:50 PM,Accepted-AOC,As per DBC minutes,06-Feb-2026 01:59 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4.0,284405.0,M.G Industries,INR,0.0,4,283291,ESCORTS KUBOTA LIMITED,24-Oct-2025 11:23 AM,Accepted-AOC,As per DBC minutes,06-Feb-2026 01:59 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5.0,284066.0,GOMADHI ENGINEERING SERVICE,INR,0.0,5,284066,GOMADHI ENGINEERING SERVICE,15-Oct-2025 12:52 PM,Accepted-AOC,As per DBC minutes,06-Feb-2026 01:59 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6.0,283897.0,JAI GURUDEV INDUSTRIES,INR,0.0,6,284699,Indicon Agro Industries LLP,23-Oct-2025 07:25 PM,Accepted-AOC,As per DBC minutes,06-Feb-2026 01:59 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,7.0,283866.0,Tirth Agro Technology Pvt. Ltd.,INR,0.0,7,283897,JAI GURUDEV INDUSTRIES,08-Oct-2025 05:07 PM,Accepted-AOC,As per DBC minutes,06-Feb-2026 01:59 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,8.0,283864.0,MANKU AGRO TECH PVT. LTD.,INR,0.0,8,283864,MANKU AGRO TECH PVT. LTD.,15-Oct-2025 01:20 PM,Accepted-AOC,As per DBC minutes,06-Feb-2026 01:59 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,9.0,283650.0,PANKAJ INDUSTRIES,INR,0.0,9,284405,M.G Industries,16-Oct-2025 11:49 AM,Accepted-AOC,As per DBC minutes,06-Feb-2026 01:59 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,10.0,283308.0,VSM INTERNATIONAL PRIVATE LIMITED,INR,0.0,10,284408,OSAW UDYOG PRIVATE LIMITED,16-Oct-2025 01:52 PM,Accepted-AOC,As per DBC minutes,06-Feb-2026 01:59 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,11.0,283291.0,ESCORTS KUBOTA LIMITED,INR,0.0,11,283650,PANKAJ INDUSTRIES,16-Oct-2025 01:57 PM,Accepted-AOC,As per DBC minutes,06-Feb-2026 01:59 PM,,,,,,,,,,,,,,,,,,,,,,AOC
