Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
Industries and Commerce Department||Assam Petro-Chemicals Ltd.||Head office Namrup||Materials Management Department,APL/CnP/024/PP/25-26/1832,2025_ICD_47792_1,Yes,Single,Item Rate,Goods,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Technical Bid,03-Oct-2025 12:00 PM,30-Oct-2025 10:00 AM,03-Oct-2025 12:00 PM,29-Oct-2025 03:00 PM,NA ,NA ,03-Oct-2025 12:00 PM,29-Oct-2025 03:00 PM,"2,37,600",Yes,fixed,,Nil,Nil,1.0,Corrigendum - 2,Date,,1.0,SBI Bank,"2,400",Nil,Nil,No,Managing Director,"Assam Petrochemicals Limited, Namrup, P.O. Parbatpur - 786623, District - Dibrugarh, Assam",Reformation Catalysts,Procurement of Reformation Catalysts,As per tender documents ,NA ,"1,18,80,000",Supply of Materials,NA ,Tender,120.0,60.0,"APL, Namrup",786623.0,NA ,NA ,NA ,"APL, Namrup",No ,No,AOC,06-Feb-2026,"INR 11,915,640",30.0,Pronit Kr Phukan,06-Feb-2026 02:44 PM,purchaseorder.pdf (2267.00 KB),Purchase Order for supply of Reformer Catalysts,1.0,284722.0,Johnson Matthey Chemicals India Pvt Ltd,INR,"11,915,640",1.0,284722.0,Johnson Matthey Chemicals India Pvt Ltd,29-Oct-2025 09:21 AM,Accepted-AOC,Single bidder,06-Feb-2026 02:44 PM,Finance,The Bid submitted by Johnson Matthey Chemicals India Pvt Ltd is prima facie found to be ok and hence admitted for further evaluation,Pronit Kr Phukan,31-Oct-2025 03:43 PM,,BOQ Comparative Chart,"P. Chamuah, GM (PandM) ic",Internal,"S.K. Chetia, DGM (Finance), N.B. Borah, DGM (CnP), M.P. Goswami, Sr. Manager (Prod), P.K. Phukan, Manager (CnP), A.J. Borah, Manager (Prod)",Pronit Kr Phukan,06-Feb-2026 02:32 PM,finsummary_76184.pdf (4492.89 KB),Industries and Commerce Department||Assam Petro-Chemicals Ltd.||Head office Namrup||Materials Management Department,2025_ICD_47792_1,APL/CnP/024/PP/25-26/1832,Reformation Catalysts,"P. Chamuah, GM (PandM) ic",Internal,"S.K.Chetia, DGM (Finance), N.B. Borah, DGM (CnP), M.P. Goswami, Sr. Manager (Prod), P.K. Phukan, Manager (CnP), A.J. Borah, Manager (Prod)",Pronit Kr Phukan,06-Feb-2026 02:22 PM,techsummary_76184.pdf (528.47 KB),AOC
,,,,,,,,,,,,,,,,.xls,Price Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
