class,age,male,female
0,0 to 1,1792.58,1672.03
1,1 to 5,7372.3,6864.57
10,10 to 15,7323.09,6509.6
15,15 to 20,6454.39,5590.14
20,20 to 25,6068.49,6026.93
25,25 to 30,5957.54,5499.2
30,30 to 35,5270.26,4718.5
35,35 to 40,4637.95,4217.21
40,40 to 45,3976.66,3704.23
45,45 to 50,3363.63,3187.48
5,5 to 10,8465.01,7867.42
50,50 to 55,2774.31,2615.58
55,55 to 60,2126.3,1835.22
60,60 to 65,1469.48,1449.94
65,65 to 70,956.04,1047.96
70,70 to 75,686.55,891.63
75,75 to 80,465.97,579.11
80,80 and over,376.12,535.02
