meeting_no,date,district,amount_lakhs,fund_type,section,annexure,reason,page_ref,source_pdf
55th SEC,2026-01-28,Dhubri,35.0,SDMF,55.12,Annexure III,Erosion mitigation Gouripur ELIS (Jamduar Pt.),Annexure III (p12-24),55th_sec_meeting_0.pdf
55th SEC,2026-01-28,Baksa,185.0,SDMF,55.12,Annexure III,Protection work at Khoirani FIS,Annexure III (p12-24),55th_sec_meeting_0.pdf
55th SEC,2026-01-28,Baksa,190.0,SDMF,55.12,Annexure III,Protection work of Diring FIS,Annexure III (p12-24),55th_sec_meeting_0.pdf
55th SEC,2026-01-28,Bajali,35.24,SDMF,55.12,Annexure III,Bank Protection at Barpeta ELIS (Hariharghat Point No-1),Annexure III (p12-24),55th_sec_meeting_0.pdf
55th SEC,2026-01-28,Bajali,47.05,SDMF,55.12,Annexure III,Bank Protection work at Bajali ELIS (Choudhury Para Point),Annexure III (p12-24),55th_sec_meeting_0.pdf
55th SEC,2026-01-28,Bajali,37.63,SDMF,55.12,Annexure III,Bank Protection work at Bajali Extension ELIS (Kaharpara Point),Annexure III (p12-24),55th_sec_meeting_0.pdf
55th SEC,2026-01-28,Bajali,79.813,SDMF,55.12,Annexure III,Bank Protection & Silt clearance at Moradia FIS,Annexure III (p12-24),55th_sec_meeting_0.pdf
55th SEC,2026-01-28,Bajali,68.692,SDMF,55.12,Annexure III,Bank Protection & Silt clearance Kaldia FIS,Annexure III (p12-24),55th_sec_meeting_0.pdf
55th SEC,2026-01-28,Bajali,69.859,SDMF,55.12,Annexure III,Bank Protection & Silt clearance Chaibari ELIS,Annexure III (p12-24),55th_sec_meeting_0.pdf
55th SEC,2026-01-28,Bajali,50.5,SDMF,55.12,Annexure III,Bank Protection at Bajali Extension ELIS (Bichankushi Point),Annexure III (p12-24),55th_sec_meeting_0.pdf
55th SEC,2026-01-28,Kamrup,549.9078,SDMF,55.12,Annexure III,Drought Mitigation through Sump Well system in Kamrup District,Annexure III (p12-24),55th_sec_meeting_0.pdf
55th SEC,2026-01-28,Udalguri,122.91,SDMF,55.12,Annexure III,Flood mitigation project B2M canal of Dhansiri Irrigation Project,Annexure III (p12-24),55th_sec_meeting_0.pdf
55th SEC,2026-01-28,Bajali,1656.34,SDMF,55.12,Annexure III,Flood Mitigation in Patacharkuchi Area through Main canal of Kaldiya FIS,Annexure III (p12-24),55th_sec_meeting_0.pdf
55th SEC,2026-01-28,Udalguri,750.0,SDMF,55.12,Annexure III,Protection work at Batabari FIS,Annexure III (p12-24),55th_sec_meeting_0.pdf
55th SEC,2026-01-28,Udalguri,650.0,SDMF,55.12,Annexure III,Protection work at Phulguri FIS,Annexure III (p12-24),55th_sec_meeting_0.pdf
55th SEC,2026-01-28,Udalguri,450.0,SDMF,55.12,Annexure III,Protection work at Itabhata FIS,Annexure III (p12-24),55th_sec_meeting_0.pdf
55th SEC,2026-01-28,Udalguri,250.0,SDMF,55.12,Annexure III,Protection work at Kandabil FIS,Annexure III (p12-24),55th_sec_meeting_0.pdf
55th SEC,2026-01-28,Udalguri,135.0,SDMF,55.12,Annexure III,Improvement of Dumduma FIS,Annexure III (p12-24),55th_sec_meeting_0.pdf
55th SEC,2026-01-28,Udalguri,150.0,SDMF,55.12,Annexure III,Bank Protection Work At Dhupguri FIS,Annexure III (p12-24),55th_sec_meeting_0.pdf
55th SEC,2026-01-28,Udalguri,120.0,SDMF,55.12,Annexure III,Bank Protection At Mora Chandana FIS,Annexure III (p12-24),55th_sec_meeting_0.pdf
55th SEC,2026-01-28,Udalguri,60.0,SDMF,55.12,Annexure III,Bank Protection At Soraimari FIS,Annexure III (p12-24),55th_sec_meeting_0.pdf
55th SEC,2026-01-28,Udalguri,178.0,SDMF,55.12,Annexure III,Bank Protection At Panchamukhi FIS,Annexure III (p12-24),55th_sec_meeting_0.pdf
55th SEC,2026-01-28,Udalguri,156.0,SDMF,55.12,Annexure III,Protection Work at D/S Afflux and Improvement canal At Lalpani FIS,Annexure III (p12-24),55th_sec_meeting_0.pdf
55th SEC,2026-01-28,Udalguri,200.0,SDMF,55.12,Annexure III,Re-strengthening of D/S Floor at Guide Bund of Kundarbil FIS,Annexure III (p12-24),55th_sec_meeting_0.pdf
55th SEC,2026-01-28,Udalguri,250.0,SDMF,55.12,Annexure III,Erosion protection at U/S Afflux Bund of No.2 Bahipukhuri FIS,Annexure III (p12-24),55th_sec_meeting_0.pdf
55th SEC,2026-01-28,Udalguri,145.0,SDMF,55.12,Annexure III,Improvement canal system & Afflux bundh of Pathakpur FIS,Annexure III (p12-24),55th_sec_meeting_0.pdf
55th SEC,2026-01-28,Dima Hasao,1146.5,SDMF,55.12,Annexure III,Construction of flood wall along Diyung River (both banks) to protect Mahur Town,Annexure III (p12-24),55th_sec_meeting_0.pdf
55th SEC,2026-01-28,Dima Hasao,284.37,SDMF,55.12,Annexure III,Construction of flood wall along Jiman River (R/B) at Jatingavally village,Annexure III (p12-24),55th_sec_meeting_0.pdf
55th SEC,2026-01-28,Dima Hasao,972.89,SDMF,55.12,Annexure III,Construction of flood wall along Mahur River (left banks) to protect Maibang Town,Annexure III (p12-24),55th_sec_meeting_0.pdf
55th SEC,2026-01-28,Dima Hasao,261.65,SDMF,55.12,Annexure III,Provision of protection work at Harangajao Market along Jatinga River,Annexure III (p12-24),55th_sec_meeting_0.pdf
55th SEC,2026-01-28,South Salmara,1291.0,SDMF,55.12,Annexure III,Flood Mitigation And Resilience River Bank Stabilization At Kokradanga Area,Annexure III (p12-24),55th_sec_meeting_0.pdf
55th SEC,2026-01-28,Cachar,900.0,SDMF,55.12,Annexure III,Flood mitigation at Nimatabari Mandir area by dredging of Jatinga River,Annexure III (p12-24),55th_sec_meeting_0.pdf
55th SEC,2026-01-28,Cachar,315.0,SDMF,55.12,Annexure III,Mitigation of Urban Flood of Silchar Town by de-siltation of Drainage Channel,Annexure III (p12-24),55th_sec_meeting_0.pdf
55th SEC,2026-01-28,Nagaon,490.76,SDMF,55.12,Annexure III,Resectioning and Regrading Kollong River Misa to Khumtoli (Phase II),Annexure III (p12-24),55th_sec_meeting_0.pdf
55th SEC,2026-01-28,Nagaon,494.85,SDMF,55.12,Annexure III,Resectioning and Regrading Kollong River Namgaon to Misa Centre (Phase I),Annexure III (p12-24),55th_sec_meeting_0.pdf
55th SEC,2026-01-28,Nagaon,297.64,SDMF,55.12,Annexure III,Immediate measures for bank stabilization at Hatimura area Koliabor Revenue Circle,Annexure III (p12-24),55th_sec_meeting_0.pdf
55th SEC,2026-01-28,Darrang,1967.0,SDMF,55.12,Annexure III,Dhansiri Eco Defence Project for Flood Management through Bio Engineering,Annexure III (p12-24),55th_sec_meeting_0.pdf
55th SEC,2026-01-28,Cachar,2100.0,SDMF,55.12,Annexure III,Protection of North Buribail area under Silchar revenue circle from erosion of Borak,Annexure III (p12-24),55th_sec_meeting_0.pdf
55th SEC,2026-01-28,Cachar,2347.0,SDMF,55.12,Annexure III,Protection of South Buribail area under Silchar revenue circle from erosion of Borak,Annexure III (p12-24),55th_sec_meeting_0.pdf
55th SEC,2026-01-28,Cachar,2700.0,SDMF,55.12,Annexure III,Protection of Jhangerbali area under Sonai Revenue Circle from erosion of Borak,Annexure III (p12-24),55th_sec_meeting_0.pdf
55th SEC,2026-01-28,Cachar,2064.0,SDMF,55.12,Annexure III,Protection of Krishnapur area under Silchar Revenue Circle from erosion of Borak,Annexure III (p12-24),55th_sec_meeting_0.pdf
55th SEC,2026-01-28,Cachar,1100.0,SDMF,55.12,Annexure III,Protection of Pachimkumarpara area under Silchar Revenue Circle from erosion of Borak,Annexure III (p12-24),55th_sec_meeting_0.pdf
55th SEC,2026-01-28,Cachar,3200.0,SDMF,55.12,Annexure III,Protection of Roypur PT-II area under Silchar revenue circle from erosion of Borak,Annexure III (p12-24),55th_sec_meeting_0.pdf
55th SEC,2026-01-28,Golaghat,190.0,SDMF,55.12,Annexure III,Anti-Erosion Management in Dholajan Stream at Dholagaon,Annexure III (p12-24),55th_sec_meeting_0.pdf
55th SEC,2026-01-28,Golaghat,278.0,SDMF,55.12,Annexure III,Construction of Water Distribution Channel to Combat Drought at Chukia Pathar,Annexure III (p12-24),55th_sec_meeting_0.pdf
55th SEC,2026-01-28,Majuli,150.0,SDMF,55.12,Annexure III,Bali Jokaibowa Riverine Land Protection cum Land Development Project,Annexure III (p12-24),55th_sec_meeting_0.pdf
55th SEC,2026-01-28,Majuli,300.0,SDMF,55.12,Annexure III,Jengrai Chapori Riverine Land Protection cum Land Development Project,Annexure III (p12-24),55th_sec_meeting_0.pdf
55th SEC,2026-01-28,Golaghat,513.66,SDMF,55.12,Annexure III,Riverbank Erosion Management in Gelabil River at Bilotia Kaibartta village,Annexure III (p12-24),55th_sec_meeting_0.pdf
55th SEC,2026-01-28,Golaghat,515.0,SDMF,55.12,Annexure III,Anti-Erosion Measures and River-Bank Protection in Gelabill River,Annexure III (p12-24),55th_sec_meeting_0.pdf
55th SEC,2026-01-28,Golaghat,515.0,SDMF,55.12,Annexure III,Anti-Erosion Management in Dhansiri River at Na Pamua village,Annexure III (p12-24),55th_sec_meeting_0.pdf
55th SEC,2026-01-28,Baksa,107.6,SDMF,55.12,Annexure III,Mitigation of Flash Flood and Landslides at Bhelamari village,Annexure III (p12-24),55th_sec_meeting_0.pdf
55th SEC,2026-01-28,Baksa,225.855,SDMF,55.12,Annexure III,Integrated Measures for Flood and Landslide Mitigation at Motigaon village,Annexure III (p12-24),55th_sec_meeting_0.pdf
55th SEC,2026-01-28,Baksa,238.45,SDMF,55.12,Annexure III,Mitigation of Flash Flood by Reducing Sediment Load at Laupara village,Annexure III (p12-24),55th_sec_meeting_0.pdf
55th SEC,2026-01-28,Baksa,239.0,SDMF,55.12,Annexure III,Mitigation of Flash Flood and Land Reclamation at No.2 Khusungjuli village,Annexure III (p12-24),55th_sec_meeting_0.pdf
55th SEC,2026-01-28,Udalguri,152.3625,SDMF,55.12,Annexure III,Integrated flood Mitigation Project at Rangagora village Paddy Field,Annexure III (p12-24),55th_sec_meeting_0.pdf
55th SEC,2026-01-28,Dibrugarh,172.3857,SDMF,55.12,Annexure III,Mitigation of problems caused by flood of Dimou River through Ecological Management,Annexure III (p12-24),55th_sec_meeting_0.pdf
55th SEC,2026-01-28,Cachar,540.0,SDMF,55.12,Annexure III,Construction of new Multi-Purpose Flood Shelter at Silchar,Annexure III (p12-24),55th_sec_meeting_0.pdf
55th SEC,2026-01-28,Karimganj,540.0,SDMF,55.12,Annexure III,Construction of new Multi-Purpose Flood Shelter at Sri Bhumi,Annexure III (p12-24),55th_sec_meeting_0.pdf
55th SEC,2026-01-28,Hailakandi,540.0,SDMF,55.12,Annexure III,Construction of new Multi-Purpose Flood Shelter at Hailakandi,Annexure III (p12-24),55th_sec_meeting_0.pdf
55th SEC,2026-01-28,Dhubri,536.64,SDMF,55.12,Annexure III,Construction of new Multi-Purpose Flood Shelter at Dhubri,Annexure III (p12-24),55th_sec_meeting_0.pdf
55th SEC,2026-01-28,Kamrup,582.0,SDMF,55.12,Annexure III,Construction of new Multi-Purpose Flood Shelter at Nagarbera,Annexure III (p12-24),55th_sec_meeting_0.pdf
55th SEC,2026-01-28,Tamulpur,509.3,SDMF,55.12,Annexure III,Construction of road with Soil Stabilization Method using Terrazyme,Annexure III (p12-24),55th_sec_meeting_0.pdf
55th SEC,2026-01-28,Kamrup,18.47,SDRF,55.4,Annexure IV,PWD Roads SDRF proposals 2024-25,Annexure IV summary table (p25),55th_sec_meeting_0.pdf
55th SEC,2026-01-28,Dhemaji,173.263,SDRF,55.4,Annexure IV,PWD Roads SDRF proposals 2024-25,Annexure IV summary table (p25),55th_sec_meeting_0.pdf
55th SEC,2026-01-28,Bongaigaon,36.15,SDRF,55.4,Annexure IV,PWD Roads SDRF proposals 2024-25,Annexure IV summary table (p25),55th_sec_meeting_0.pdf
55th SEC,2026-01-28,Lakhimpur,60.313,SDRF,55.4,Annexure IV,PWD Roads SDRF proposals 2024-25,Annexure IV summary table (p25),55th_sec_meeting_0.pdf
55th SEC,2026-01-28,Darrang,119.3847,SDRF,55.4,Annexure IV,PWD Roads SDRF proposals 2024-25,Annexure IV summary table (p25),55th_sec_meeting_0.pdf
55th SEC,2026-01-28,Hojai,11.908,SDRF,55.4,Annexure IV,PWD Roads SDRF proposals 2024-25,Annexure IV summary table (p25),55th_sec_meeting_0.pdf
55th SEC,2026-01-28,Morigaon,24.32,SDRF,55.4,Annexure IV,PWD Roads SDRF proposals 2024-25,Annexure IV summary table (p25),55th_sec_meeting_0.pdf
55th SEC,2026-01-28,Nagaon,19.95,SDRF,55.4,Annexure IV,PWD Roads SDRF proposals 2024-25,Annexure IV summary table (p25),55th_sec_meeting_0.pdf
55th SEC,2026-01-28,Sonitpur,17.49,SDRF,55.4,Annexure IV,PWD Roads SDRF proposals 2024-25,Annexure IV summary table (p25),55th_sec_meeting_0.pdf
55th SEC,2026-01-28,Golaghat,32.9255,SDRF,55.4,Annexure IV,PWD Roads SDRF proposals 2024-25,Annexure IV summary table (p25),55th_sec_meeting_0.pdf
55th SEC,2026-01-28,Kokrajhar,5.76,SDRF,55.4,Annexure IV,PWD Roads SDRF proposals 2024-25,Annexure IV summary table (p25),55th_sec_meeting_0.pdf
55th SEC,2026-01-28,Dima Hasao,661.525,SDRF,55.4,Annexure IV,PWD Roads SDRF proposals 2024-25,Annexure IV summary table (p25),55th_sec_meeting_0.pdf
55th SEC,2026-01-28,Udalguri,15.0,SDRF,55.4,Annexure IV,PWD Roads SDRF proposals 2024-25,Annexure IV summary table (p25),55th_sec_meeting_0.pdf
55th SEC,2026-01-28,Dhubri,34.1442,SDRF,55.4,Annexure IV,PWD Roads SDRF proposals 2024-25,Annexure IV summary table (p25),55th_sec_meeting_0.pdf
55th SEC,2026-01-28,Dhemaji,13.0,GR-Cyclone,55.14,Main Minutes,Outstanding dues of GR-Cyclone for Jonai Co-District,p7-8,55th_sec_meeting_0.pdf
55th SEC,2026-01-28,Dhemaji,24.24,GR-Cyclone,55.14,Main Minutes,Outstanding dues of GR-Cyclone for Dhemaji District,p7-8,55th_sec_meeting_0.pdf
55th SEC,2026-01-28,Kamrup Metro,16.42,GR-Flood,55.14,Main Minutes,Outstanding dues of GR-Flood for Kamrup (Metro) district,p7-8,55th_sec_meeting_0.pdf
55th SEC,2026-01-28,Golaghat,50.0,GR-Flood,55.14,Main Minutes,Outstanding dues of GR-Flood for Golaghat district,p7-8,55th_sec_meeting_0.pdf
55th SEC,2026-01-28,Biswanath,99.85,GR-Flood,55.14,Main Minutes,Outstanding dues of GR-Flood for Gohpur Co-district,p7-8,55th_sec_meeting_0.pdf
55th SEC,2026-01-28,Dima Hasao,50.0,GR-Flood,55.14,Main Minutes,Outstanding dues of GR-Flood for Dima Hasao district,p7-8,55th_sec_meeting_0.pdf
55th SEC,2026-01-28,Cachar,99.13,GR-Flood,55.14,Main Minutes,Outstanding dues of GR-Flood for Cachar district,p7-8,55th_sec_meeting_0.pdf
55th SEC,2026-01-28,South Salmara,433.05,GR-Flood,55.14,Main Minutes,Outstanding dues of GR-Flood for South Salmara Mancachar district,p7-8,55th_sec_meeting_0.pdf
55th SEC,2026-01-28,Bongaigaon,1.357,SDRF,55.4,Annexure V,Power Dept SDRF restoration Kandhulimari area 2024,p90-93,55th_sec_meeting_0.pdf
55th SEC,2026-01-28,Bongaigaon,9.086,SDRF,55.4,Annexure V,Power Dept SDRF restoration Kherpuji/Kumrakata/Baitamari area 2024,p90-93,55th_sec_meeting_0.pdf
55th SEC,2026-01-28,Bongaigaon,1.18,SDRF,55.4,Annexure V,Power Dept SDRF restoration Dangtal Revenue Circle 2024,p90-93,55th_sec_meeting_0.pdf
55th SEC,2026-01-28,Bongaigaon,10.3604,SDRF,55.4,Annexure V,Power Dept SDRF restoration Tengaigaon area 2024,p90-93,55th_sec_meeting_0.pdf
55th SEC,2026-01-28,Hailakandi,11.623,SDRF,55.4,Annexure V,Power Dept SDRF restoration 11kV line Lala Rev Circle 2024,p90-93,55th_sec_meeting_0.pdf
55th SEC,2026-01-28,Hailakandi,36.108,SDRF,55.4,Annexure V,Power Dept SDRF restoration electric poles Katlicherra 2024,p90-93,55th_sec_meeting_0.pdf
