meeting_no,date,district,source_pdf,total_amount_lakhs,entries,fund_types_included
51st SEC,2024-10-01,Dhemaji,51th_sec_meeting_0.pdf,426.73199999999997,3,SDMF
51st SEC,2024-10-01,Golaghat,51th_sec_meeting_0.pdf,1991.78,6,"SDMF,SDRF"
51st SEC,2024-10-01,Kamrup,51th_sec_meeting_0.pdf,454.5,1,SDMF
51st SEC,2024-10-01,Majuli,51th_sec_meeting_0.pdf,20.7031,1,SDMF
51st SEC,2024-10-01,Nalbari,51th_sec_meeting_0.pdf,118.9322,1,SDRF
51st SEC,2024-10-01,Sivsagar,51th_sec_meeting_0.pdf,927.14,1,SDMF
51st SEC,2024-10-01,Sonitpur,51th_sec_meeting_0.pdf,190.0,1,SDMF
51st SEC,2024-10-01,Tamulpur,51th_sec_meeting_0.pdf,203.72,1,SDMF
51st SEC,2024-10-01,Udalguri,51th_sec_meeting_0.pdf,480.74,7,SDMF
