meeting_no,date,district,amount_lakhs,fund_type,section,annexure,reason,page_ref,source_pdf
48th SEC,2023-03-29,Bajali,1.23,SDRF,48.6,Annexure II (PWD Roads),Bajali to Patacharkuchi Link Road under SDRF 1.2300,project table,48_sec_meeting_29.03.2023_0.pdf
48th SEC,2023-03-29,Baksa,0.5,SDRF,48.6,Annexure II (PWD Roads),Baksa Dongpar road under SDRF for the year 0.5000,project table,48_sec_meeting_29.03.2023_0.pdf
48th SEC,2023-03-29,Baksa,0.5,SDRF,48.6,Annexure II (PWD Roads),5 Baksa to Sorbhog Road under SDRF for the year 0.5000,project table,48_sec_meeting_29.03.2023_0.pdf
48th SEC,2023-03-29,Baksa,0.915,SDRF,48.6,Annexure II (PWD Roads),6 Baksa llt 0.9150,project table,48_sec_meeting_29.03.2023_0.pdf
48th SEC,2023-03-29,Baksa,1.0,SDRF,48.6,Annexure II (PWD Roads),7 Baksa Ashram to Dalbari road under SDRF for 1.0000,project table,48_sec_meeting_29.03.2023_0.pdf
48th SEC,2023-03-29,Baksa,0.99,SDRF,48.6,Annexure II (PWD Roads),"B Baksa foot bridge, Pallasiding, and sand filled 0.9900",project table,48_sec_meeting_29.03.2023_0.pdf
48th SEC,2023-03-29,Barpeta,2.5,SDRF,48.6,Annexure II (PWD Roads),9 Barpeta 2.5000,project table,48_sec_meeting_29.03.2023_0.pdf
48th SEC,2023-03-29,Barpeta,3.0,SDRF,48.6,Annexure II (PWD Roads),10 Barpeta 3.0000,project table,48_sec_meeting_29.03.2023_0.pdf
48th SEC,2023-03-29,Barpeta,3.0,SDRF,48.6,Annexure II (PWD Roads),11 Barpeta 3.0000,project table,48_sec_meeting_29.03.2023_0.pdf
48th SEC,2023-03-29,Bongaigaon,3.0,SDRF,48.6,Annexure II (PWD Roads),"1,2 Bongaigaon road at 1st and 2nd km under SDRF for 3.0000",project table,48_sec_meeting_29.03.2023_0.pdf
48th SEC,2023-03-29,Bongaigaon,5.0,SDRF,48.6,Annexure II (PWD Roads),13 Bongaigaon 5.0000,project table,48_sec_meeting_29.03.2023_0.pdf
48th SEC,2023-03-29,Bongaigaon,6.0,SDRF,48.6,Annexure II (PWD Roads),14 Bongaigaon 6.0000,project table,48_sec_meeting_29.03.2023_0.pdf
48th SEC,2023-03-29,Dhubri,1.89,SDRF,48.6,Annexure II (PWD Roads),15 Dhubri Gauripur Bashbari Road under SDRF for 1.8900,project table,48_sec_meeting_29.03.2023_0.pdf
48th SEC,2023-03-29,Dhubri,3.0,SDRF,48.6,Annexure II (PWD Roads),16 Dhubri Kachuarkhash PI-II Road under SDRF for 3.0000,project table,48_sec_meeting_29.03.2023_0.pdf
48th SEC,2023-03-29,Dhubri,3.5,SDRF,48.6,Annexure II (PWD Roads),19 Dhubri 3.5000,project table,48_sec_meeting_29.03.2023_0.pdf
48th SEC,2023-03-29,Dhubri,8.0,SDRF,48.6,Annexure II (PWD Roads),20 Dhubri via Tistarpar Road under SDRF for the 8.0000,project table,48_sec_meeting_29.03.2023_0.pdf
48th SEC,2023-03-29,Dhubri,6.5,SDRF,48.6,Annexure II (PWD Roads),21 Dhubri 6.5000,project table,48_sec_meeting_29.03.2023_0.pdf
48th SEC,2023-03-29,Dhubri,4.0,SDRF,48.6,Annexure II (PWD Roads),22 Dhubri to Kachuarkhash Pt-II village under SDRF 4.0000,project table,48_sec_meeting_29.03.2023_0.pdf
48th SEC,2023-03-29,Dhubri,3.0,SDRF,48.6,Annexure II (PWD Roads),23 Dhubri 3.0000,project table,48_sec_meeting_29.03.2023_0.pdf
48th SEC,2023-03-29,Dhubri,3.0,SDRF,48.6,Annexure II (PWD Roads),24 Dhubri 3.0000,project table,48_sec_meeting_29.03.2023_0.pdf
48th SEC,2023-03-29,Dhubri,2.0,SDRF,48.6,Annexure II (PWD Roads),25 Dhubri 2.0000,project table,48_sec_meeting_29.03.2023_0.pdf
48th SEC,2023-03-29,Dhubri,3.5,SDRF,48.6,Annexure II (PWD Roads),26 Dhubri 3.5000,project table,48_sec_meeting_29.03.2023_0.pdf
48th SEC,2023-03-29,Dhubri,4.0,SDRF,48.6,Annexure II (PWD Roads),27 Dhubri 4.0000,project table,48_sec_meeting_29.03.2023_0.pdf
48th SEC,2023-03-29,Dhubri,5.7,SDRF,48.6,Annexure II (PWD Roads),2B Dhubri 5.7000,project table,48_sec_meeting_29.03.2023_0.pdf
