meeting_no,date,district,source_pdf,total_amount_lakhs,entries,fund_types_included
45th SEC,2022-03-23,Baksa,45th_sec_meeting.pdf,873.0,5,SDRF
45th SEC,2022-03-23,Barpeta,45th_sec_meeting.pdf,1217.3604,61,SDRF
45th SEC,2022-03-23,Biswanath,45th_sec_meeting.pdf,170.0,2,SDRF
45th SEC,2022-03-23,Bongaigaon,45th_sec_meeting.pdf,498.4572,55,SDRF
45th SEC,2022-03-23,Cachar,45th_sec_meeting.pdf,563.0,4,SDRF
45th SEC,2022-03-23,Charaideo,45th_sec_meeting.pdf,82.62,1,SDRF
45th SEC,2022-03-23,Chirang,45th_sec_meeting.pdf,1287.34,17,SDRF
45th SEC,2022-03-23,Darrang,45th_sec_meeting.pdf,300.0,2,SDRF
45th SEC,2022-03-23,Dhemaji,45th_sec_meeting.pdf,983.2914,44,SDRF
45th SEC,2022-03-23,Dhubri,45th_sec_meeting.pdf,2838.1875,79,SDRF
45th SEC,2022-03-23,Dibrugarh,45th_sec_meeting.pdf,3116.94,17,SDRF
45th SEC,2022-03-23,Goalpara,45th_sec_meeting.pdf,423.5,4,SDRF
45th SEC,2022-03-23,Golaghat,45th_sec_meeting.pdf,352.8,5,SDRF
45th SEC,2022-03-23,Jorhat,45th_sec_meeting.pdf,622.62,10,SDRF
45th SEC,2022-03-23,Kamrup,45th_sec_meeting.pdf,787.88,5,SDRF
45th SEC,2022-03-23,Karimganj,45th_sec_meeting.pdf,210.0,1,SDRF
45th SEC,2022-03-23,Kokrajhar,45th_sec_meeting.pdf,3552.6440000000002,56,SDRF
45th SEC,2022-03-23,Lakhimpur,45th_sec_meeting.pdf,250.0,1,SDRF
45th SEC,2022-03-23,Nagaon,45th_sec_meeting.pdf,853.94,8,SDRF
45th SEC,2022-03-23,Nalbari,45th_sec_meeting.pdf,48.76,5,SDRF
45th SEC,2022-03-23,Sivsagar,45th_sec_meeting.pdf,455.213,4,SDRF
45th SEC,2022-03-23,Sonitpur,45th_sec_meeting.pdf,867.798,7,SDRF
45th SEC,2022-03-23,Udalguri,45th_sec_meeting.pdf,81.261,5,SDRF
