meeting_no,date,district,amount_lakhs,fund_type,section,annexure,reason,page_ref,source_pdf
44th SEC,2022-01-11,Bongaigaon,7.25,SDRF,44.8,Annexure VII (PWD Roads),3 Bongaigaon 7.250,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Bongaigaon,3.15,SDRF,44.8,Annexure VII (PWD Roads),5 Bongaigaon 3.150,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Bongaigaon,4.51,SDRF,44.8,Annexure VII (PWD Roads),6 Bongaigaon 4.510,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Bongaigaon,2.344,SDRF,44.8,Annexure VII (PWD Roads),7 Bongaigaon 2.344,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Bongaigaon,1.887,SDRF,44.8,Annexure VII (PWD Roads),8 Bongaigaon 1.887,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Bongaigaon,7.25,SDRF,44.8,Annexure VII (PWD Roads),10 Bongaigaon 7.250,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Bongaigaon,2.473,SDRF,44.8,Annexure VII (PWD Roads),"1,2 Bongaigaon 2.473",project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Bongaigaon,22.892,SDRF,44.8,Annexure VII (PWD Roads),15 Bongaigaon 22.892,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Bongaigaon,3.0,SDRF,44.8,Annexure VII (PWD Roads),Bongaigaon Restoration by providing 3.00x 3.00m Box culvert (Double,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Bongaigaon,19.0,SDRF,44.8,Annexure VII (PWD Roads),16 Bonga igaon 19.000,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Bongaigaon,2.259,SDRF,44.8,Annexure VII (PWD Roads),!7 Bongaigaon 2.259,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Bongaigaon,7.52,SDRF,44.8,Annexure VII (PWD Roads),19 Bongaigaon Kakragaon Road under sdrf (Temporary Restoration) for 7.520,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Bongaigaon,4.24,SDRF,44.8,Annexure VII (PWD Roads),21 Bongaigaon 4.240,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Bongaigaon,1.59,SDRF,44.8,Annexure VII (PWD Roads),22 Bongaigaon 1.590,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Bongaigaon,3.422,SDRF,44.8,Annexure VII (PWD Roads),24 Bongaigaon 3.422,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Bongaigaon,3.47,SDRF,44.8,Annexure VII (PWD Roads),25 Bongaigaon 3.470,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Bongaigaon,2.26,SDRF,44.8,Annexure VII (PWD Roads),26 Bongaigaon 2.260,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Bongaigaon,4.69,SDRF,44.8,Annexure VII (PWD Roads),27 Bongaigaon 4.690,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Bongaigaon,1.02,SDRF,44.8,Annexure VII (PWD Roads),Bongaigaon 1.020,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Bongaigaon,2.18,SDRF,44.8,Annexure VII (PWD Roads),"29 Bongaigaon Gandhi Balika Bidyalaya,Tapattary under SDRF for the 2.180",project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Bongaigaon,1.78,SDRF,44.8,Annexure VII (PWD Roads),30 Bongaigaon 1.780,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Bongaigaon,6.78,SDRF,44.8,Annexure VII (PWD Roads),"Bongaigaon (Lengtisinga to Santoshpur) at 31st. 32nd,33rd & 34th 6.780",project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Bongaigaon,38.64,SDRF,44.8,Annexure VII (PWD Roads),32 Bongaigaon 38.640,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Bongaigaon,5.2,SDRF,44.8,Annexure VII (PWD Roads),33 Bongaigaon 5.200,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Bongaigaon,3.0,SDRF,44.8,Annexure VII (PWD Roads),34 Bongaigaon Br No 1/4 on Approach road to Kakaijana Echo Tourism 3.000,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Bongaigaon,2.795,SDRF,44.8,Annexure VII (PWD Roads),35 Bongaigaon 2.795,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Bongaigaon,8.585,SDRF,44.8,Annexure VII (PWD Roads),36 Bongaigaon Dist. TRD Km of Tilapara to Ambari (acharipety Road under SDRF 8.585,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Bongaigaon,4.03,SDRF,44.8,Annexure VII (PWD Roads),"37 Bongaigaon ,shoulder, culvert approach on Telipara to Ujanpara road 4.03 3",project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Bongaigaon,2.437,SDRF,44.8,Annexure VII (PWD Roads),38 Bongaigaon 2.437,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Bongaigaon,1.63,SDRF,44.8,Annexure VII (PWD Roads),41 Bongaigaon 1.630,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Bongaigaon,4.51,SDRF,44.8,Annexure VII (PWD Roads),44 Bongaigaon 4.510,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Bongaigaon,7.75,SDRF,44.8,Annexure VII (PWD Roads),"45 Bongaigaon to Kokila road at 1st, 2nd & 3rd km under SDRF for the 7.750",project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Bongaigaon,3.64,SDRF,44.8,Annexure VII (PWD Roads),"46 Bongaigaon Rangapani road at 6th km, under SDRF for the year 3.640",project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Bongaigaon,5.5,SDRF,44.8,Annexure VII (PWD Roads),"41 Bongaigaon PMGSY road, At 1st, 2nd,3rd & 4th km, underSDRF for 5.500",project table,44th_sec_meeting.pdf
