meeting_no,date,district,amount_lakhs,fund_type,section,annexure,reason,page_ref,source_pdf
44th SEC,2022-01-11,Bongaigaon,9.95,SDRF,44.8,Annexure VII (PWD Roads),"49 Bongaigaon (Manikpur Diversion) At Lst & 2nd km, under SDRF for the 9.950",project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Bongaigaon,7.0,SDRF,44.8,Annexure VII (PWD Roads),50 Bongaigaon 7.000,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Bongaigaon,4.68,SDRF,44.8,Annexure VII (PWD Roads),53 Bongaigaon 4.680,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Bongaigaon,5.46,SDRF,44.8,Annexure VII (PWD Roads),54 Bongaigaon 5.460,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Bongaigaon,3.05,SDRF,44.8,Annexure VII (PWD Roads),55 Bongaigaon to Ujandubi PMGSY road under SDRF for the year 2021- 3.050,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Bongaigaon,6.98,SDRF,44.8,Annexure VII (PWD Roads),"56 Bongaigaon Provlding Eamboo foot bridge,Bamboo Palasiding. Sand 6.980",project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Bongaigaon,1.75,SDRF,44.8,Annexure VII (PWD Roads),"57 Bongaigaon Bashbari road, (At damages -4-Line HPC -No-2/2 at 2nd 1.750",project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Bongaigaon,1.98,SDRF,44.8,Annexure VII (PWD Roads),58 Bongaigaon RCC Br No-9/1 of Manikpur Kokila PMGSY road at 9th 1.980,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Bongaigaon,2.68,SDRF,44.8,Annexure VII (PWD Roads),s9 Bongaigaon Bashbari road under SDRF lot theyeat 202L-22. 2.680,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Bongaigaon,3.75,SDRF,44.8,Annexure VII (PWD Roads),"60 Bongaigaon Kirtanpar Road by spreading of sand gravel, dumping of 3.750",project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Bongaigaon,2.8,SDRF,44.8,Annexure VII (PWD Roads),61 Bongaigaon 2.800,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Bongaigaon,4.15,SDRF,44.8,Annexure VII (PWD Roads),"62 Bongaigaon Silghagri Road by spreading of sand gravel, dumping of 4.150",project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Bongaigaon,6.0,SDRF,44.8,Annexure VII (PWD Roads),64 Bongaigaon 6.000,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Bongaigaon,7.353,SDRF,44.8,Annexure VII (PWD Roads),65 Bongaigaon 7.353,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Bongaigaon,9.355,SDRF,44.8,Annexure VII (PWD Roads),66 Bongaigaon 9.355,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Bongaigaon,4.75,SDRF,44.8,Annexure VII (PWD Roads),67 Bongaigaon 4.750,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Bongaigaon,3.5,SDRF,44.8,Annexure VII (PWD Roads),"68 Bongaigaon Kirtanpara Road by spreading of sand gravel, dumping of 3.500",project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Bongaigaon,45.34,SDRF,44.8,Annexure VII (PWD Roads),70 Bonga igao n 45.340,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Cachar,80.0,SDRF,44.8,Annexure VII (PWD Roads),72 Cachar (approaches of RCC Bridge No.U2 & 5/1)under sDRF for 80.000,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Dima Hasao,49.45,SDRF,44.8,Annexure VII (PWD Roads),18 Dima Hasao Mahur Roads for the year 2021-22 (Dauban to Patharkot via Kangnam 49.450,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Dima Hasao,48.93,SDRF,44.8,Annexure VII (PWD Roads),19 Dima Hasao Mahur Roads 23'd Km to 26th Km (from Vongzwalto P. Paisa) under 48.930,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Dima Hasao,48.94,SDRF,44.8,Annexure VII (PWD Roads),80 Dima Hasao Mahur Roads AS-18-050) under SDRF for the yeat 2027-22 48.940,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Goalpara,22.57,SDRF,44.8,Annexure VII (PWD Roads),81 Goalpara Goalpara East 22.570,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Goalpara,9.6,SDRF,44.8,Annexure VII (PWD Roads),83 Goalpara Goalpara East SDRF for the year 2021-22 of District Goalpara.(37- 9.600,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Goalpara,5.23,SDRF,44.8,Annexure VII (PWD Roads),85 Goalpara Goalpara East Road to Dekdhowa Mazar Road under SDRF for the year 5.230,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Goalpara,5.77,SDRF,44.8,Annexure VII (PWD Roads),86 Goalpara Goalpara East SDRF for the yeat 2027-22 of district Goalpara. (37- 5.770,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Goalpara,2.08,SDRF,44.8,Annexure VII (PWD Roads),88 Goalpara Goalpara East 2.080,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Goalpara,7.914,SDRF,44.8,Annexure VII (PWD Roads),89 Goalpara Goalpara East Dudhnoi to 8OC (5H-46) (RCC Eridge Approach) under 7.914,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Goalpara,1.19,SDRF,44.8,Annexure VII (PWD Roads),90 Goalpara Goalpara East 1.190,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Goalpara,15.06,SDRF,44.8,Annexure VII (PWD Roads),91 Goalpara Goalpara East 15.060,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Goalpara,75.273,SDRF,44.8,Annexure VII (PWD Roads),92 Goalpara Goalpara East dudhnoi under sdrf lor l6e yeat 2027-22. 75.273,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Goalpara,3.8,SDRF,44.8,Annexure VII (PWD Roads),95 Goalpara Khalisavita to Satsiakhamar Road under SDRF (FDR) for 3.800,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Goalpara,16.85,SDRF,44.8,Annexure VII (PWD Roads),96 Goalpara LK Road to Chowkatola under SDRF (FDR) for the year 16.850,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Goalpara,6.73,SDRF,44.8,Annexure VII (PWD Roads),97 Goalpara to Simlabari Road under SDRF (FDR) for the year 2021- 6.730,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Goalpara,4.96,SDRF,44.8,Annexure VII (PWD Roads),98 Goalpara 4.960,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Goalpara,16.38,SDRF,44.8,Annexure VII (PWD Roads),99 Goalpara to Tarangapur Road RCC Br. No 6/1Appr under SDRF 16.380,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Goalpara,9.72,SDRF,44.8,Annexure VII (PWD Roads),100 Goalpara 9.720,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Goalpara,19.28,SDRF,44.8,Annexure VII (PWD Roads),101 Goalpara to Gumaijhar Road Br. No. 1/1App under SDRF (FDR)for 19.280,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Goalpara,7.33,SDRF,44.8,Annexure VII (PWD Roads),103 Goalpara Sarkarer Goan (Gossaidubi) to Dharai Road under SDRF 7.330,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Goalpara,74.78,SDRF,44.8,Annexure VII (PWD Roads),10s Goalpara Bazar to Tikrikillla Shivbari Road PMGSYpkg no.A5-07- 74.780,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Goalpara,6.09,SDRF,44.8,Annexure VII (PWD Roads),106 Goalpara 6.090,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Goalpara,12.59,SDRF,44.8,Annexure VII (PWD Roads),107 Goalpara 12.590,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Karimganj,3.91,SDRF,44.8,Annexure VII (PWD Roads),"109 Karimganj north, south & 3.910",project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Karimganj,3.54,SDRF,44.8,Annexure VII (PWD Roads),"110 Karimganj north, south & 3.540",project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Lakhimpur,19.14,SDRF,44.8,Annexure VII (PWD Roads),772 Lakhimpur 19.140,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Lakhimpur,49.99,SDRF,44.8,Annexure VII (PWD Roads),115 Lakhimpur 49.990,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Lakhimpur,13.18,SDRF,44.8,Annexure VII (PWD Roads),116 Lakhimpur 13.180,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Lakhimpur,8.73,SDRF,44.8,Annexure VII (PWD Roads),118 Lakhimpur 8.730,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Lakhimpur,7.98,SDRF,44.8,Annexure VII (PWD Roads),120 Lakh im pur 7.980,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Lakhimpur,16.03,SDRF,44.8,Annexure VII (PWD Roads),12r Lakhimpur 16.030,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Lakhimpur,0.991,SDRF,44.8,Annexure VII (PWD Roads),132 Lakhimpur Naoboicha & Gabharu Tunijan Road (Culvert No. 2/1) under SDRF for 0.991 I,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Lakhimpur,1.088,SDRF,44.8,Annexure VII (PWD Roads),"135 Lakh im pu r Naoboicha & SDRF for 2021-22 under Lakhimpur, Naoboicha & 1.088",project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Lakhimpur,2.41,SDRF,44.8,Annexure VII (PWD Roads),136 Lakhimpur Naoboicha & 2.41L,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Morigaon,40.0,SDRF,44.8,Annexure VII (PWD Roads),138 Morigaon 40.000,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Morigaon,30.0,SDRF,44.8,Annexure VII (PWD Roads),139 Morigaon 30.000,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Morigaon,20.0,SDRF,44.8,Annexure VII (PWD Roads),140 Morigaon 20.000,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Morigaon,76.29,SDRF,44.8,Annexure VII (PWD Roads),741 Morigaon Road to RCC 8r. No. L/1 &217 under SDRF for the year 76.290,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Morigaon,1.42,SDRF,44.8,Annexure VII (PWD Roads),"1.42 Morigaon Road removing of Hycinth, GSB, Sand bag filling etc. 8.000",project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Morigaon,4.723,SDRF,44.8,Annexure VII (PWD Roads),"743 Morigaon providing bamboo foot bridge, sand filled bags and 4.723",project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Morigaon,7.026,SDRF,44.8,Annexure VII (PWD Roads),"744 Morigaon providing bamboo Palasiding, sand filled bags and E/W in 7.026",project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Morigaon,7.06,SDRF,44.8,Annexure VII (PWD Roads),145 Morigaon Dhing & Raha 7.060,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Morigaon,3.13,SDRF,44.8,Annexure VII (PWD Roads),746 Morigaon Dhing & Raha 3.130,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Majuli,224.35,SDRF,44.8,Annexure VII (PWD Roads),747 Maju li Majuli TR5-D under SDRF for the year 2020-21 in 99 Majuli LAC under 224.350,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Nalbari,58.08,SDRF,44.8,Annexure VII (PWD Roads),148 Nalbari 58.080,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Nalbari,19.55,SDRF,44.8,Annexure VII (PWD Roads),149 Nalbari 19.550,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Udalguri,49.5,SDRF,44.8,Annexure VII (PWD Roads),"),52 Udalguri 49.500",project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Udalguri,26.96,SDRF,44.8,Annexure VII (PWD Roads),153 Udalguri to No. 2 Kadobil Link Road under SDRF for the year 2021- 26.960,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Udalguri,33.37,SDRF,44.8,Annexure VII (PWD Roads),"1,54 Udalguri 33.370",project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Charaideo,14.95,SDRF,44.8,Annexure VII (PWD Roads),155 Charaideo 14.950,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Kokrajhar,13.6,SDRF,44.8,Annexure VII (PWD Roads),757 Kokrajhar bamboo foot bridge on Hekaipara to Maspara 13.600,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Kokrajhar,43.4,SDRF,44.8,Annexure VII (PWD Roads),160 Kokrajhar 43.400,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Kokrajhar,4.74,SDRF,44.8,Annexure VII (PWD Roads),"1,61, Kokrajhar Kochugaon to Nabin Nagar Road (Eroded at approache of 4.740",project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Kokrajhar,20.0,SDRF,44.8,Annexure VII (PWD Roads),762 Kokrajhar No.3/1on Kachugaon to Raimona Road under SDRF for 20.000,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Barpeta,1.4891,SDRF,44.9,Annexure VIII (Irrigation),1 Barpeta Pahu mara Estimate for construction of afflux bund -cum public road under 1.4891,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Barpeta,1.4891,SDRF,44.9,Annexure VIII (Irrigation),2 Barpeta Pahumara Estimate for construction of afflux bund -cum public road under 1.4891,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Barpeta,1.4891,SDRF,44.9,Annexure VIII (Irrigation),3 Barpeta Pa h umara Estimate for construction of afflux bund -<um public road under 1.4891,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Barpeta,1.4891,SDRF,44.9,Annexure VIII (Irrigation),4 Barpeta Pahumara Estimate for construction of afflux bund -cum public road under 1.4891,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Barpeta,1.489,SDRF,44.9,Annexure VIII (Irrigation),5 Barpeta Pahumara Estimate for construction of afflux bund -cum public road under 1.489t,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Barpeta,1.4891,SDRF,44.9,Annexure VIII (Irrigation),6 Barpeta Pahumara Estimate for construction of afflux bund -.cum public road under 1.4891,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Barpeta,1.4891,SDRF,44.9,Annexure VIII (Irrigation),7 Barpeta Pahumara Estimate for construction of afflux bund {um public road under 1.4891,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Barpeta,1.4891,SDRF,44.9,Annexure VIII (Irrigation),8 Barpeta Pahumara Estimate for construction of afflux bund {um public road under 1.4891,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Barpeta,1.4891,SDRF,44.9,Annexure VIII (Irrigation),9 Barpeta Pahumara Estimate for construction of afflux bund {um public road under 1.4891,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Barpeta,1.4891,SDRF,44.9,Annexure VIII (Irrigation),10 Barpeta Pahumara Estimate for construction of afflux bund -<um public road under 1.4891,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Barpeta,1.4891,SDRF,44.9,Annexure VIII (Irrigation),11 Barpeta Pahumara Estimate for construction of afflux bund -cum public road under 1.4891,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Barpeta,1.4891,SDRF,44.9,Annexure VIII (Irrigation),72 Barpeta Pahumara Estimate for construction of afflux bund {um public road under 1.4891,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Barpeta,1.4891,SDRF,44.9,Annexure VIII (Irrigation),Barpeta Pa h umara Estimate for construction of afflux bund --cum public road under 1.4891,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Barpeta,1.4891,SDRF,44.9,Annexure VIII (Irrigation),"1,4 Barpeta Pa h umara Estimate for construction of afflux bund .-cum public road under 1.4891",project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Barpeta,1.4891,SDRF,44.9,Annexure VIII (Irrigation),15 Barpeta Pa h u mara Estimate for construction of afflux bund -cum public road under 1.4891,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Barpeta,1.489,SDRF,44.9,Annexure VIII (Irrigation),16 Barpeta Pahumara Estimate for construction of afflux bund -cum public road under 1.489,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Barpeta,1.489,SDRF,44.9,Annexure VIII (Irrigation),71 Barpeta Pa h umara Estimate for construction of afflux bund -cum publlc road under 1.489,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Barpeta,1.489,SDRF,44.9,Annexure VIII (Irrigation),18 Barpeta Pahumara Estimate for construaion of afflux bund .-cum public road under 1.489,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Barpeta,1.489,SDRF,44.9,Annexure VIII (Irrigation),19 Barpeta Pahumara Estimate for construction of afflux bund -cum public road under 1.489,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Barpeta,1.4838,SDRF,44.9,Annexure VIII (Irrigation),64 Barpeta Pahumara Flood damage repair of Brick lined canal at Ch. a200M(R/S) of 1.4838,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Barpeta,1.49,SDRF,44.9,Annexure VIII (Irrigation),Barpeta Pahumara Estimate for construction of bank protection work at R/S afflux 1.49s89,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Barpeta,1.49,SDRF,44.9,Annexure VIII (Irrigation),156 Barpeta Pahumara Estimate for construction of bank protection work at R/S afflux 1.49s89,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Barpeta,1.49,SDRF,44.9,Annexure VIII (Irrigation),165 Barpeta Pa h umara Estimate for construction of bank protestion work at R/S afflux 1.49s89,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Barpeta,1.49,SDRF,44.9,Annexure VIII (Irrigation),167 Barpeta Pahumara Estimate for construction of bank protection work at R/S afflux 1.49s89,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Barpeta,7.4707,SDRF,44.9,Annexure VIII (Irrigation),"),74 Barpeta Pahumara Estimate for construction of bank protection work at R/S afflux 7.4707 2",project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Barpeta,1.4707,SDRF,44.9,Annexure VIII (Irrigation),179 Barpeta Pahumara Estimate for construction of bank protection work at R/S afflux 1.4707 2,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Barpeta,7.4707,SDRF,44.9,Annexure VIII (Irrigation),180 Barpeta Pahumara Estimate for construction of bank protection work at R/5 afflux 7.4707 2,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Barpeta,1.4707,SDRF,44.9,Annexure VIII (Irrigation),181 Barpeta Pahumara Estimate for construction of bank protection work at R/S afflux 1.4707 2,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Baksa,1.97,SDRF,44.9,Annexure VIII (Irrigation),1.97 Su kla Baksa Reconstruction of Plum Concrete Protection Wall at upstream of 1.5,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Baksa,1.074,SDRF,44.9,Annexure VIII (Irrigation),16 Pathsala Baksa 64{0.mm(L/B) of Main Clnat of Moradia. FtS Under SDR or 1.074,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Baksa,7.4992,SDRF,44.9,Annexure VIII (Irrigation),1'l Pathsala Baksa 6700.0On(VB) oI Main Canal of Moradia FtS Under SDRF for 7.4992,project table,44th_sec_meeting.pdf
44th SEC,2022-01-11,Baksa,1.185,SDRF,44.9,Annexure VIII (Irrigation),"19 Pathsala Baksa Ch.UOl.oom o, main canalMoradia FtS Under SDRF for the 1.185",project table,44th_sec_meeting.pdf
