meeting_no,date,district,source_pdf,total_amount_lakhs,entries,fund_types_included
44th SEC,2022-01-11,Baksa,44th_sec_meeting.pdf,11.728200000000001,4,SDRF
44th SEC,2022-01-11,Barpeta,44th_sec_meeting.pdf,53.619,28,SDRF
44th SEC,2022-01-11,Bongaigaon,44th_sec_meeting.pdf,333.212,52,SDRF
44th SEC,2022-01-11,Cachar,44th_sec_meeting.pdf,80.0,1,SDRF
44th SEC,2022-01-11,Charaideo,44th_sec_meeting.pdf,14.95,1,SDRF
44th SEC,2022-01-11,Dima Hasao,44th_sec_meeting.pdf,147.32,3,SDRF
44th SEC,2022-01-11,Goalpara,44th_sec_meeting.pdf,323.197,20,SDRF
44th SEC,2022-01-11,Karimganj,44th_sec_meeting.pdf,7.45,2,SDRF
44th SEC,2022-01-11,Kokrajhar,44th_sec_meeting.pdf,81.74000000000001,4,SDRF
44th SEC,2022-01-11,Lakhimpur,44th_sec_meeting.pdf,119.539,9,SDRF
44th SEC,2022-01-11,Majuli,44th_sec_meeting.pdf,224.35,1,SDRF
44th SEC,2022-01-11,Morigaon,44th_sec_meeting.pdf,189.649,9,SDRF
44th SEC,2022-01-11,Nalbari,44th_sec_meeting.pdf,77.63,2,SDRF
44th SEC,2022-01-11,Udalguri,44th_sec_meeting.pdf,109.83,3,SDRF
