meeting_no,date,district,amount_lakhs,fund_type,section,annexure,reason,page_ref,source_pdf
45th SEC,2022-03-23,Dibrugarh,8.76,SDRF,45.3 WRD,Annexure II (WRD ex-post-facto),1 Dibrugarh Dibruga rh flood damage section at Kolagora areal lor 202L-22. 8.76,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dibrugarh,8.18,SDRF,45.3 WRD,Annexure II (WRD ex-post-facto),3 Dibrugarh Dibruga rh Ph-ll on the L/B of river Buridehing (at Amguri area) 8.18,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dibrugarh,25.0,SDRF,45.3 WRD,Annexure II (WRD ex-post-facto),4 Dibrugarh Tinsu k ia Tea factory area under SDRF for 2027-22. 25.00,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dibrugarh,35.0,SDRF,45.3 WRD,Annexure II (WRD ex-post-facto),6 Dibruga rh Tins u kia Phelai from the flood devastation of river 35.00,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dibrugarh,20.0,SDRF,45.3 WRD,Annexure II (WRD ex-post-facto),7 Dibrugarh Tinsukia by river Kundil along the R/B at Gurung Basti for 20.00,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dibrugarh,20.0,SDRF,45.3 WRD,Annexure II (WRD ex-post-facto),8 Dibrugarh Tinsukia right bank of river Dibru under SDRF for 2027-22 20.00,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dibrugarh,10.0,SDRF,45.3 WRD,Annexure II (WRD ex-post-facto),9 Dibruga rh Tinsu k ia flood damages of right bank river Doom-Dooma 10.00,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dibrugarh,60.0,SDRF,45.3 WRD,Annexure II (WRD ex-post-facto),10 Dibruga rh Tinsu k ia bank at Gariating Gaon under SDRF for 2O2L-22. 60.00,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dibrugarh,30.0,SDRF,45.3 WRD,Annexure II (WRD ex-post-facto),11 Dibrugarh Tinsukia river Buridehing at Dibongphakial area under SDRF 30.00,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dibrugarh,750.0,SDRF,45.3 WRD,Annexure II (WRD ex-post-facto),12 Dibruga rh Tinsu kia Brahmaputra( Ananta Nallah) under SDRF for 750.00,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dibrugarh,300.0,SDRF,45.3 WRD,Annexure II (WRD ex-post-facto),13 Dibrugarh Dibruga rh DTP dyke at U/S of Stone Spur No. 4 from river 300.00,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Sonitpur,86.0,SDRF,45.3 WRD,Annexure II (WRD ex-post-facto),15 Tezpu r Sonitpur 86.00,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Kokrajhar,11.0,SDRF,45.3 WRD,Annexure II (WRD ex-post-facto),77 Kokrajha r Kokrajha r damages of river Sonkosh on L/B for the year 2021- 11.00,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Chirang,20.1,SDRF,45.3 WRD,Annexure II (WRD ex-post-facto),20 Chirang Baksa Elengmari area on L/B of river Beki under 5.D.R.F. 20.10,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Cachar,43.0,SDRF,45.3 WRD,Annexure II (WRD ex-post-facto),21 Cachar 43.00,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dibrugarh,80.0,SDRF,45.3 WRD,Annexure IIA (WRD admissible),1 Dibrugarh Dibrugarh Brahmaputra at Nagakhelia Matikota area of Aithan Ring 2 80.00,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dibrugarh,280.0,SDRF,45.3 WRD,Annexure IIA (WRD admissible),2 Dibruga rh Dibrugarh Brahmaputra at Amoraguri Area of Dibrugarh Town for 280.00,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dibrugarh,260.0,SDRF,45.3 WRD,Annexure IIA (WRD admissible),3 Dibruga rh Dibrugarh the L/B of river Buridehing (Recoupment of flood 260.00,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dibrugarh,750.0,SDRF,45.3 WRD,Annexure IIA (WRD admissible),4 Dibruga rh Dibruga rh Brahmaputra from Liting Gaon to Rohmoria Gaon under 750.00,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dibrugarh,200.0,SDRF,45.3 WRD,Annexure IIA (WRD admissible),5 Dibrugarh Dibrugarh Aghunibari on the L/bank of river Buridehing at Sessa 200.00,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Sivsagar,150.0,SDRF,45.3 WRD,Annexure IIA (WRD admissible),6 Sivasagar Sivasaga r Pathaligarh to BahBarh at Baksu Kotoky Koch under 150.00,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Sivsagar,250.0,SDRF,45.3 WRD,Annexure IIA (WRD admissible),7 Siva sa ga r Sivasagar area on the dyke Desang bund right bank from 250.00,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Jorhat,170.0,SDRF,45.3 WRD,Annexure IIA (WRD admissible),8 Jorhat .lorhat Tamulichiga to Mudoiian PWD Road under SDRF for 170.00,project table,45th_sec_meeting.pdf
