meeting_no,date,district,amount_lakhs,fund_type,section,annexure,reason,page_ref,source_pdf
45th SEC,2022-03-23,Golaghat,120.0,SDRF,45.3 WRD,Annexure IIA (WRD admissible),10 Jorhat Golaghat dama8es of river Dhansiri at No. 2 Koirigaon area under 120.00,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Jorhat,130.0,SDRF,45.3 WRD,Annexure IIA (WRD admissible),11 Jorhat G o lagha t Dhansiri at Butolikhowa area under SDRF for the year 130.00,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Sonitpur,400.0,SDRF,45.3 WRD,Annexure IIA (WRD admissible),14 Tezpu r Sonitpur Nepaligaon area on the right bank embankment of river 400.00,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Sonitpur,150.0,SDRF,45.3 WRD,Annexure IIA (WRD admissible),lrr Tezp u r Sonitpur on the right bank embankment of river Jiabharali under 150.00,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Sonitpur,150.0,SDRF,45.3 WRD,Annexure IIA (WRD admissible),19 Tezpur Sonitpur Balichapori and its adjoining area of the river Bardikarai 150.00,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Biswanath,150.0,SDRF,45.3 WRD,Annexure IIA (WRD admissible),21 Tezpu r Sonitpur B/Dyke from Biswanath to Panpur at Chitalmari and its 150.00,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Nagaon,200.0,SDRF,45.3 WRD,Annexure IIA (WRD admissible),22 Nagaon Nagaon left bank of river Kopilli from charaihagi to Tukulaitup at 200.00,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Kamrup,48.51,SDRF,45.3 WRD,Annexure IIA (WRD admissible),24 Ghy East Kamrup Brahmaputra at M. G. road near D.C.Bunglow for the 48.51,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Kamrup,34.37,SDRF,45.3 WRD,Annexure IIA (WRD admissible),25 Ghy East Kamrup 34.37 5,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Kamrup,25.0,SDRF,45.3 WRD,Annexure IIA (WRD admissible),"27 Ghy East Ka m rup Brahmaputra Bar Council, Panbazar for the Year 2021-22 25.00",project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Kamrup,280.0,SDRF,45.3 WRD,Annexure IIA (WRD admissible),29 PGP Kamrup Panikhaity area on the left bank of river Brahmaputra 280.00,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Kamrup,400.0,SDRF,45.3 WRD,Annexure IIA (WRD admissible),30 PGP Kamrup Spur from the flood damages on the left bank of river 400.00,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Nalbari,8.02,SDRF,45.3 WRD,Annexure IIA (WRD admissible),31 Nalbari Nalbari Makrapara on R/B of Mora Pagladia river for the year 8.02,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Barpeta,210.0,SDRF,45.3 WRD,Annexure IIA (WRD admissible),33 Barpeta Ba rpeta of M/E along L/8 embankment of river 210.00,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Barpeta,230.0,SDRF,45.3 WRD,Annexure IIA (WRD admissible),35 Barpeta Barpeta 230.00,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Goalpara,250.0,SDRF,45.3 WRD,Annexure IIA (WRD admissible),37 Goalpara Goa lpa ra 250.00,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Goalpara,150.0,SDRF,45.3 WRD,Annexure IIA (WRD admissible),38 Goalpara Goa lpara 150.00,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhubri,500.0,SDRF,45.3 WRD,Annexure IIA (WRD admissible),42 Dhubri Dhubri cum bund at Fakirganj area including bank restoration 500.00,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Baksa,48.0,SDRF,45.3 WRD,Annexure IIA (WRD admissible),44 Baksa Ba ksa Baralia river at village Barbalisiha (Budu supa) under 48.00,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Baksa,135.0,SDRF,45.3 WRD,Annexure IIA (WRD admissible),45 Baksa Baksa Dakhin Dubagaon from river Kaldia under SDRF for the 135.00,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Baksa,95.0,SDRF,45.3 WRD,Annexure IIA (WRD admissible),46 Baksa Ba ksa Bhebla on L/B of river Kaldia under SDRF for the year 95.00,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Baksa,550.0,SDRF,45.3 WRD,Annexure IIA (WRD admissible),48 Chira ng Baksa at Gobardhana Satra and its adioining areas on L/B of 550.00,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Chirang,380.0,SDRF,45.3 WRD,Annexure IIA (WRD admissible),49 Chirang Baksa at Elengmari area on L/B of river Beki under S.D.R.F. for 380.00,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Chirang,200.0,SDRF,45.3 WRD,Annexure IIA (WRD admissible),50 Ch ira ng Baksa on L/B of river Beki at Khagrabari (Nepali Basti) area 200.00,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Chirang,120.0,SDRF,45.3 WRD,Annexure IIA (WRD admissible),51 Chirang Chira ng from flood damages on L/B of river Kujia under s.D.R.F. 120.00,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Chirang,140.0,SDRF,45.3 WRD,Annexure IIA (WRD admissible),"5J Chira ng Chirang river Aie at village Choto-Amguri, No.2 Odalguri near 140.00",project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Chirang,115.0,SDRF,45.3 WRD,Annexure IIA (WRD admissible),55 Chira ng Ch ira ng West Koliagaon of river Nangalbhanga on L/B under 115.00,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Chirang,95.0,SDRF,45.3 WRD,Annexure IIA (WRD admissible),56 Ch ira ng Chira ng Dewanpara from flood damages of river Jankra under 95.00,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Chirang,7.88,SDRF,45.3 WRD,Annexure IIA (WRD admissible),57 Chira ng Chirang Udaypur Samsanghat area of river Taklai on R/B under 3 7.88,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Chirang,40.0,SDRF,45.3 WRD,Annexure IIA (WRD admissible),59 Chirang Ch ira ng Kagrabari of river Nangalbhanga on R/B under SDRF for 40.00,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Chirang,130.0,SDRF,45.3 WRD,Annexure IIA (WRD admissible),60 Ch ira ng Chira ng Joypur (Marupara) D/5 area of river Nangalbhanga on 130.00,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Kokrajhar,120.0,SDRF,45.3 WRD,Annexure IIA (WRD admissible),61 Kokrajha r Ko kral ha r at village Khokshaguri on L/B of river Sonkosh under 120.00,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Kokrajhar,170.0,SDRF,45.3 WRD,Annexure IIA (WRD admissible),62 Kokral ha r Kokrajhar Upendrapur from flood damages of river Sonkosh on 170.00,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Kokrajhar,90.0,SDRF,45.3 WRD,Annexure IIA (WRD admissible),o5 Kokrajhar Kokrajhar flood damages of river Sonkosh on its L/B under 90.00,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Kokrajhar,100.0,SDRF,45.3 WRD,Annexure IIA (WRD admissible),64 Kokrajhar Kokrajha r village and its adjoining areasfrom flood damages by 100.00,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Kokrajhar,180.0,SDRF,45.3 WRD,Annexure IIA (WRD admissible),65 Kokrajha r KokraJhar 180.00,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Kokrajhar,60.0,SDRF,45.3 WRD,Annexure IIA (WRD admissible),66 kokrajha r Kokrajhar devastation of river Garuphella at village South 60.00,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Kokrajhar,110.0,SDRF,45.3 WRD,Annexure IIA (WRD admissible),67 Kokral ha r Kokrajhar village Paroura of the river Gaurang under SDRF for the 110.00,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Kokrajhar,100.0,SDRF,45.3 WRD,Annexure IIA (WRD admissible),68 Kokrajhar Kokrajhar devastation of river Garuphella at village Pani.iani on 100.00,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Kokrajhar,100.0,SDRF,45.3 WRD,Annexure IIA (WRD admissible),69 Ko krajha r Kokrajhar at village Bangtijhora on R/B of river Janali under 100.00,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Kokrajhar,70.0,SDRF,45.3 WRD,Annexure IIA (WRD admissible),70 Kokrajhar Kokrajha r Khalpani village of river Samukha for the year 2027-22' 70.00,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Kokrajhar,90.0,SDRF,45.3 WRD,Annexure IIA (WRD admissible),Kokrajha r Kokrajha r village Ma.jadabri M.E. School on R/B of river Damra 90.00,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Kokrajhar,110.0,SDRF,45.3 WRD,Annexure IIA (WRD admissible),Kokrajhar Kokrajha r on R/b of river Saralbhanga at village Lalbhita (Ch' 110.00,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Kokrajhar,100.0,SDRF,45.3 WRD,Annexure IIA (WRD admissible),74 Kokrajhar Kokrajha r on L/B of river Gaurang at Joypur area under SDRF for 100.00,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Kokrajhar,90.0,SDRF,45.3 WRD,Annexure IIA (WRD admissible),75 Kokrajhar Kokrajha r from flood damages of river Gangia under S.D.R.F for 90.00,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Kokrajhar,100.0,SDRF,45.3 WRD,Annexure IIA (WRD admissible),76 Kokrajhar Kokra.jhar from flood damages of river Sonkosh on its L/B under 100.00,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Kokrajhar,100.0,SDRF,45.3 WRD,Annexure IIA (WRD admissible),78 Kokrajha r Kokrajha r Anthaigwlao lT park from flood damages of river 100.00,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Kokrajhar,120.0,SDRF,45.3 WRD,Annexure IIA (WRD admissible),79 Kokrajhar Kokrajha r flood damages of river Gangia under S.D.R. F for 2021-22 120.00,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Kokrajhar,100.0,SDRF,45.3 WRD,Annexure IIA (WRD admissible),80 Kokrajhar Kokrajhar on L/B of river Samukha at village Aithugaon under SDRF 100.00,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Kokrajhar,80.0,SDRF,45.3 WRD,Annexure IIA (WRD admissible),81 Kokrajhar Kokrajha r of river Tarang at village Boro-Adabari under SDRF for 80.00,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Kokrajhar,105.0,SDRF,45.3 WRD,Annexure IIA (WRD admissible),82 Kokrajhar Kokrajha r Muncharghop from flood damages of river Longa under 105.00,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Kokrajhar,155.78,SDRF,45.3 WRD,Annexure IIA (WRD admissible),83 Kokrajhar Ko krajha r devastation of river Garuphella at village Boro Singimari 155.78,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Kokrajhar,100.0,SDRF,45.3 WRD,Annexure IIA (WRD admissible),84 Kokral ha r Ko krajha r Demdema village of river Hel for the year 2027-22. 100.00,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Kokrajhar,120.0,SDRF,45.3 WRD,Annexure IIA (WRD admissible),85 Kokrajha r Ko krajha r devastation of river Gaurang on L/B at Lalmati village 120.00,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Kokrajhar,110.0,SDRF,45.3 WRD,Annexure IIA (WRD admissible),86 Kokrajhar Kokrajha r from flood damages of river Hel on L/B under SDRF for 110.00,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Cachar,200.0,SDRF,45.3 WRD,Annexure IIA (WRD admissible),88 Silchar Cachar L/B of river Borak under SDRF for 2021-22 (Restoration 200.00,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Karimganj,210.0,SDRF,45.3 WRD,Annexure IIA (WRD admissible),89 Karimganj 210.00,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Cachar,200.0,SDRF,45.3 WRD,Annexure IIA (WRD admissible),90 Cachar 200.00,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dibrugarh,280.0,SDRF,45.3 WRD,Annexure IIB (WRD erosion),1 Dibruga rh Dibruga rh flood damages of river Desang for 2021-22 280.00,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Charaideo,82.62,SDRF,45.3 WRD,Annexure IIB (WRD erosion),7 Sivasaga r Charaideo Road at Karoiguri Dubi from the erosion of Deroi river 82.62,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Jorhat,150.0,SDRF,45.3 WRD,Annexure IIB (WRD erosion),8 Jorhat c o lagh at damages of river Brahmaputra at Riri Telia gaon area 150.00,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Jorhat,100.0,SDRF,45.3 WRD,Annexure IIB (WRD erosion),9 Jorhat G o laghat flood damages of river Brahmaputra under SDRF for the 100.00,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Lakhimpur,250.0,SDRF,45.3 WRD,Annexure IIB (WRD erosion),11 Dhakuakhana Lakhim pur devastation of river Charikariah on its right bank under 250.00,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Biswanath,20.0,SDRF,45.3 WRD,Annexure IIB (WRD erosion),L2 Tezpur Biswa nath river Brahmaputra on its right bank under SDRF for 2 20.00,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Nagaon,200.0,SDRF,45.3 WRD,Annexure IIB (WRD erosion),13 Nagaon N agao n from the flood damages of river Kopilli under SDRF for 200.00,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Darrang,200.0,SDRF,45.3 WRD,Annexure IIB (WRD erosion),20 Mangaldai Darrang 200.00,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Darrang,100.0,SDRF,45.3 WRD,Annexure IIB (WRD erosion),"2L Mangaldai Darrang Bechimari, Rahmanpur and its adjoining areas from the 100.00",project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Nagaon,110.0,SDRF,45.3 WRD,Annexure IIB (WRD erosion),"22 Mangaldai Da rrang Jyotinagar,Lankapuri, Deonagaon and its adjoining areas 110.00",project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhubri,850.0,SDRF,45.3 WRD,Annexure IIB (WRD erosion),30 Dhubri Dhubri damage of river Gangadhar on its Right bank under 850.00,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Bongaigaon,150.0,SDRF,45.3 WRD,Annexure IIB (WRD erosion),31 Dhubri Bongaigaon Dumerguri and its adjoining area under SDRF for 2021- 150.00,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhubri,300.0,SDRF,45.3 WRD,Annexure IIB (WRD erosion),3? Dhubri Salmara Border outpost and IBB Link road from the flooding of 300.00,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhubri,350.0,SDRF,45.3 WRD,Annexure IIB (WRD erosion),5J Dhubri Dhubri and its adjoining areas from the flooding river 350.00,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Baksa,45.0,SDRF,45.3 WRD,Annexure IIB (WRD erosion),34 Baksa Baksa erosion of river Dewsunga at Oubari Bangalipara under 45.00,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Cachar,120.0,SDRF,45.3 WRD,Annexure IIB (WRD erosion),Silchar Cachar of river Digli at Bahadurpur under SDRF for the year 120.00,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Bongaigaon,4.303,SDRF,45.3 PWD,Annexure III (PWD Roads),"4 Bonga igao n T1 to Chotobaregarh road at ch 450m, 1300m and 4.3030",project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Bongaigaon,7.5,SDRF,45.3 PWD,Annexure III (PWD Roads),5 Bongaigaon Borghola Road at Amtala under SDRF for the year 7.5000,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Bongaigaon,0.702,SDRF,45.3 PWD,Annexure III (PWD Roads),9 Bongaigaon Bhawn approach Road under SDRF for the year 0.7020,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Bongaigaon,3.5,SDRF,45.3 PWD,Annexure III (PWD Roads),10 Bongaigaon Quarter Road by dumping of cement bags with 3.5000,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Bongaigaon,1.2,SDRF,45.3 PWD,Annexure III (PWD Roads),L7 Bongaigaon Dist. TRD dumping of Cement bags with bamboo palisading 1.2000,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Bongaigaon,1.8,SDRF,45.3 PWD,Annexure III (PWD Roads),"1,2 Bongaigaon approach road of Nakkati Hill by dumping of cement 1.8000",project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Bongaigaon,3.78,SDRF,45.3 PWD,Annexure III (PWD Roads),13 Bo nga iga o n Bongaigaon Sand Bag pitching on eroded portion of road 3.7800,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Bongaigaon,5.497,SDRF,45.3 PWD,Annexure III (PWD Roads),Bongaigaon Darshan Jyoti Club to Barpathar via Kholabandha 5.497 4,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Bongaigaon,3.45,SDRF,45.3 PWD,Annexure III (PWD Roads),16 Bongaigaon Bongaigaon Restoration) for the year 2027-22 (Providing 3.4500,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Bongaigaon,2.27,SDRF,45.3 PWD,Annexure III (PWD Roads),Bongaigaon of Bridge No.7/1 on Talguri Basugaon Road under 2.2700,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Bongaigaon,4.56,SDRF,45.3 PWD,Annexure III (PWD Roads),Bongaigaon Nachankuti) under SDRF (Temporary Restoration) for 4.5600,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Bongaigaon,3.86,SDRF,45.3 PWD,Annexure III (PWD Roads),23 Bongaigaon Bongaigaon Kabaitary to Mohanpur Road under SDRF for the 3.8600,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Bongaigaon,33.83,SDRF,45.3 PWD,Annexure III (PWD Roads),24 Bonga igaon Dist. TRD NH-31 Road under SDRF for the year 2O2L-22 . 33.8300,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Bongaigaon,3.75,SDRF,45.3 PWD,Annexure III (PWD Roads),"25 Bonga igaon Circle office approach road, under (2nd wave) SDRF 3.7500",project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Bongaigaon,4.91,SDRF,45.3 PWD,Annexure III (PWD Roads),26 Bongaigaon Bongaigaon Nowagaon Rangapani road at 1st km & 2nd km 4.9100,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Bongaigaon,3.24,SDRF,45.3 PWD,Annexure III (PWD Roads),27 Bonga igaon Bongaigaon 4/1 & approaches of Manikpur Bashbari road 3.2400,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Bongaigaon,7.98,SDRF,45.3 PWD,Annexure III (PWD Roads),28 Bongaigaon Dist. TRD & at approaches of SPT Br. No. 10/1 under (2nd 7.9800,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Bongaigaon,3.97,SDRF,45.3 PWD,Annexure III (PWD Roads),"29 Bonga igaon Dist. TRD 2/1, &317 along with the road at 2nd,3rd & 4th km 3.9700",project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Bongaigaon,4.83,SDRF,45.3 PWD,Annexure III (PWD Roads),30 Bongaigaon Bongaigaon Golapara to Kirtanpara road at 1st & 2nd Km under 4.8300,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Bongaigaon,4.98,SDRF,45.3 PWD,Annexure III (PWD Roads),31 Bongaigaon Golapara to Kirtanpara road at 4th Km under (2nd 4.9800,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Bongaigaon,3.48,SDRF,45.3 PWD,Annexure III (PWD Roads),31 Bongaigaon Bonga igao n embankment damaged at 3rd km & 4th km of 3.4800,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Bongaigaon,6.58,SDRF,45.3 PWD,Annexure III (PWD Roads),"34 Bonga igaon BonBaigaon Amtola to Kokila road at 4th km,5th km & 6th km 6.5800",project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Bongaigaon,3.43,SDRF,45.3 PWD,Annexure III (PWD Roads),37 Bonga igaon Bongaigaon Manasghat Sakisali road at 1st & 2nd Km under (2nd 3.4300,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Bongaigaon,1.99,SDRF,45.3 PWD,Annexure III (PWD Roads),"38 Bongaigaon Bongaigaon approaches of No- 1/1, 1/2 & along with the road 1.9900",project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Bongaigaon,6.235,SDRF,45.3 PWD,Annexure III (PWD Roads),40 Bongaigaon Bongaigaon to Garoleti PMGSY road at 1st Km under SDRF for 6.2350,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Bongaigaon,7.69,SDRF,45.3 PWD,Annexure III (PWD Roads),42 BonBa igaon Bongaigaon Gerukabari -Kirtanpara road at 11th & 12th Km 7.6900,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Bongaigaon,5.915,SDRF,45.3 PWD,Annexure III (PWD Roads),43 Bongaigaon of 5.9150,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Bongaigaon,5.37,SDRF,45.3 PWD,Annexure III (PWD Roads),44 Bongaigaon Bongaigaon Gerukabari -Kirtanpara road at 2nd & 3rd Km 5.3700,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Bongaigaon,4.87,SDRF,45.3 PWD,Annexure III (PWD Roads),45 Bonga igaon 4.87 57,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Bongaigaon,1.1735,SDRF,45.3 PWD,Annexure III (PWD Roads),47 Bongaigaon 2nd & 3rd Km of Ambari Ujanpara Road under SDRF 1.1735,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Bongaigaon,2.033,SDRF,45.3 PWD,Annexure III (PWD Roads),48 Bongaigaon 2.033 5,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Bongaigaon,2.798,SDRF,45.3 PWD,Annexure III (PWD Roads),49 Bongaigaon 2.7980,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Bongaigaon,13.48,SDRF,45.3 PWD,Annexure III (PWD Roads),50 Bonga igaon 1/1 including side slope road surface of 2nd & 13.4800,project table,45th_sec_meeting.pdf
