S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Stage
1.0,203119.0,BHAWANI MARKETING PVT.LTD,INR,"4,195,000",Public Works Building and NH Department||Chief Engineer-Building - PWBNH,2023_PWBNH_32823_1,EE(B.B)/Pandal/2023-24/1312,"Construction of temporary pandals at District Headquarters for ceremonies events on Orunodoi 2.0, Bicycle distribution and Assam microfinance insentive and relief scheme programme scheduled from 11 oct 2023 to 18 oct 2023 at Pathsala",Dinesh Sarma Medhi,Internal,Verified,Kusumbar Bhuyan,09-Oct-2023 03:41 PM,09-Oct-2023 04:15 PM,techsummary_52763.pdf (3053.72 KB),20-Nov-2025,"INR 4,195,000",3.0,Kusumbar Bhuyan,20-Nov-2025 04:46 PM,AOC.pdf (1842.00 KB),AOC,Dinesh Sarma Medhi,Internal,Verified,Kusumbar Bhuyan,10-Apr-2024 04:20 PM,finsummary_52763.pdf (642.40 KB),1.0,203133.0,A K Group,08-Oct-2023 07:50 PM,Rejected-Finance,2nd lowest bidder,10-Apr-2024 04:20 PM,Technical,Minutes,Kusumbar Bhuyan,09-Oct-2023 03:40 PM,technical_52763.pdf,Finance,FOS,Kusumbar Bhuyan,10-Apr-2024 04:18 PM,finance_52763.pdf,BOQ Comparative Chart,AOC,1.0,Fee/PreQual/Technical,.pdf,Online Payment receipt,800.0,Nil,Nil,Yes,"84,000",Yes,percentage,2.0%,Nil,Nil,"Construction of temporary pandals at District Headquarters for ceremonies events on Orunodoi 2.0, Bicycle distribution and Assam microfinance insentive and relief scheme programme scheduled from 11 oct 2023 to 18 oct 2023 at Pathsala","Construction of temporary pandals at District Headquarters for ceremonies events on Orunodoi 2.0, Bicycle distribution and Assam microfinance insentive and relief scheme programme scheduled from 11 oct 2023 to 18 oct 2023 at Pathsala",Please refer Tender documents. ,NA ,"42,00,000",Civil Works - Building,NA ,Tender,180.0,3.0,Pathsala,781325.0,O/o the EE PWD Building Pathsala ,O/o the EE PWD Building Pathsala ,07-Oct-2023 10:00 AM ,O/o the EE PWD Building Pathsala,No ,No,1.0,SBI Bank,Public Works Building and NH Department||Chief Engineer-Building - PWBNH,EE(B.B)/Pandal/2023-24/1312,2023_PWBNH_32823_1,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,06-Oct-2023 05:20 PM,09-Oct-2023 01:00 PM,06-Oct-2023 05:20 PM,09-Oct-2023 12:00 PM,NA ,NA ,06-Oct-2023 05:20 PM,09-Oct-2023 12:00 PM,09-Oct-2023 04:15 PM,Executive Engineer,O/o the EE PWD Building Pathsala,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,203135.0,Asomi Enterprise,08-Oct-2023 08:46 PM,Rejected-Finance,3rd lowest bidder,10-Apr-2024 04:20 PM,,,,,,,,,,,,AOC,,,.pdf,Bidding Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,203119.0,BHAWANI MARKETING PVT.LTD,08-Oct-2023 06:34 PM,Accepted-AOC,Successful bidder,20-Nov-2025 04:47 PM,,,,,,,,,,,,AOC,,,.pdf,Technical qualification information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,FOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
