Cover No,Cover,Document Type,Description,Name,Address,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.1,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,BID COST_BID SECURITY,"CE, PWD(Bldg), H and E, Assam, Chandmari, Ghy-3","O/O The CE, PWD(Bldg), Assam, Chandmari, Ghy-3",1.0,SBI Bank,"Construction of 126 Secondary Schools in 35 Districts of Assam under RIDF-XXX (2024-25) for (i) Ghunasuti High School, Lakhimpur, (ii)Lakhimpur Govt. Higher Secondary School, Lakhiumpur under Lakhimpur DTBD (Gr-45)","Construction of 126 Secondary Schools in 35 Districts of Assam under RIDF-XXX (2024-25) for (i) Ghunasuti High School, Lakhimpur, (ii)Lakhimpur Govt. Higher Secondary School, Lakhiumpur under Lakhimpur DTBD (Gr-45)",Please refer Tender documents. ,NA ,"14,43,70,000",Civil Works - Building,NA ,Tender,180.0,730.0,Lakhimpur,787001.0,"O/O The CE, PWD(Bldg), Assam, Chandmari, Ghy-3 ","O/O The CE, PWD(Bldg), Assam, Chandmari, Ghy-3 ",21-Apr-2025 11:30 AM ,"O/O The CE, PWD(Bldg), Assam, Chandmari, Ghy-3",No ,No,"28,87,400",Yes,percentage,2.0%,Nil,Nil,11-Apr-2025 06:00 PM,26-May-2025 03:00 PM,12-Apr-2025 11:00 AM,26-May-2025 02:00 PM,NA ,NA ,12-Apr-2025 11:30 AM,26-May-2025 02:00 PM,20-Jun-2025 09:00 AM,1.0,Extension Notice3,Date,,Public Works Building and NH Department||Chief Engineer-Building - PWBNH,"CE/TB-VI/RIDF-XXX/1/2024/15 Dated Guwahati the 17th March, 2025",2025_PWBNH_44074_10,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"29,000",Nil,Nil,No,AOC,1.0,268852.0,Choudhury Enterprise,26-May-2025 12:10 PM,Not Admitted-Fee/PreQual/Technical,Others-Hard Copy Not Submitted,26-May-2025 03:23 PM,04-Nov-2025,"INR 152,454,720",730.0,Chandana Basumatary,04-Nov-2025 06:20 PM,WOGr45.pdf (884.00 KB),Finance,Summary,Chandana Basumatary,20-Jun-2025 11:19 AM,finance_70287.pdf,BOQ Comparative Chart,CE PWD(Bldg),Internal,,ABIDUR RAHMAN,19-Jun-2025 11:16 PM,20-Jun-2025 09:00 AM,techsummary_70287.pdf (1038.59 KB),CE PWD(Bldg),Internal,,Chandana Basumatary,04-Nov-2025 06:18 PM,finsummary_70287.pdf (883.52 KB),Technical,Summary,Chandana Basumatary,26-May-2025 03:23 PM,technical_70287.pdf,Public Works Building and NH Department||Chief Engineer-Building - PWBNH,2025_PWBNH_44074_10,"CE/TB-VI/RIDF-XXX/1/2024/15 Dated Guwahati the 17th March, 2025","Construction of 126 Secondary Schools in 35 Districts of Assam under RIDF-XXX (2024-25) for (i) Ghunasuti High School, Lakhimpur, (ii)Lakhimpur Govt. Higher Secondary School, Lakhiumpur under Lakhimpur DTBD (Gr-45)",1.0,268867.0,Power Tools and Engineering,INR,"152,454,720",AOC
,,.pdf,BIDDING DOCUMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,268861.0,golden traders,26-May-2025 01:14 PM,Rejected-AOC,L2,04-Nov-2025 06:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,TECHNICAL QUALIFICATIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3.0,268867.0,Power Tools and Engineering,26-May-2025 01:39 PM,Accepted-AOC,Work Order Issued,04-Nov-2025 06:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4.0,268747.0,Punjab Engineering CompanyPD,26-May-2025 12:58 PM,Rejected-Technical,Non-Responsive,19-Jun-2025 11:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,APPENDIX-IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
