EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,S.No.1,Bank Name,Name,Address,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"2,90,000",Yes,fixed,,Nil,Nil,EOT Crane works,"Design, Engineering, Manufacturing, Supply, installation and Commissioning of new VDF control panels and replacing the existing control panel along with supply and installation/servicing of other components of the ACME Make 130/30 Ton EOT Crane",Please refer Tender documents. ,NA ,,Electrical Works,EOT Crane ,Tender,180.0,120.0,Karbi Langpi Hydro Electric Project,782450.0,NA ,NA ,NA ,"Office of CGM Gen, APGCL",No ,No,"2,900",Nil,Nil,No,03-Aug-2024 02:00 PM,10-Sep-2024 12:00 PM,03-Aug-2024 02:00 PM,09-Sep-2024 12:00 PM,NA ,NA ,03-Aug-2024 06:00 PM,09-Sep-2024 12:00 PM,15-Oct-2024 04:00 PM,Assam Power Generation Company Limited,APGCL/CGM (Gen)/2024-25/EOT Crane-KLHEP/15,2024_APGCL_38325_1,Yes,Open Tender,Tender cum Auction,Works,2.0,No,No,Online,No,No,No,1.0,3rd Extension Notice,Date,,1.0,Fee/PreQual/Technical,.pdf,Technical Bid,1.0,SBI Bank,"CGM, Gen, APGCL","3rd floor, Bijulee Bhawan, Paltan Bazar, Guwahati-1",AOC,19-Nov-2025,"INR 14,399,999.84",120.0,BHARGAV BORAH,19-Nov-2025 05:09 PM,WOEOTCraneKLHEP.pdf (134.00 KB),"B. Bhuyan, MD, APGCL",Internal,,BHARGAV BORAH,19-Nov-2025 05:04 PM,finsummary_62121.pdf (68.24 KB),Technical,Technical Bid evaluation initiated.,ABHIJIT SAHA,03-Oct-2024 12:09 PM,,1.0,236362.0,WILQO INDIA ENGINEERING,07-Sep-2024 05:18 PM,Accepted-AOC,L-1 Bidder,19-Nov-2025 05:09 PM,Finance,Auto Opened,ABHIJIT SAHA,15-Oct-2024 04:04 PM,,BOQ Comparative Chart,1.0,236362.0,WILQO INDIA ENGINEERING,INR,"14,399,999.84",Assam Power Generation Company Limited,2024_APGCL_38325_1,APGCL/CGM (Gen)/2024-25/EOT Crane-KLHEP/15,EOT Crane works,"B Bhuyan, MD APGCL",Internal,,Migom Mili,15-Oct-2024 03:56 PM,15-Oct-2024 04:00 PM,techsummary_62121.pdf (150.03 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Additional Technical Document if any,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Price bid,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
