Cover No,Cover,Document Type,Description,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,BID COST_BID SECURITY,1.0,SBI Bank,Construction of community Hall near Pachim Silkijhar Krishna Mandir at Silkijhar village for the year 2024-25,Construction of community Hall near Pachim Silkijhar Krishna Mandir at Silkijhar village for the year 2024-25,Please refer Tender documents. ,NA ,"24,97,931",Civil Works - Building,NA ,Tender,180.0,365.0,Udalguri,784509.0,"O/O The EE, PWD(B AND NH), UB Dist. Territorial Bl ","O/O The EE, PWD(B AND NH), UB Dist. Territorial Bldg Div ",19-May-2025 11:00 AM ,"O/O The EE, PWD(B AND NH), UB Dist. Territorial Bl",No ,No,"49,960",Yes,fixed,,Nil,Nil,"EE, PWD(B AND NH), UB Dist. Territorial Bl","O/O The EE, PWD(B AND NH), UB Dist. Territorial Bldg Div",Public Works Building and NH Department||Chief Engineer-Building - PWBNH,TECH/U_BDTD/BLDG/IFB/2025-26,2025_PWBNH_44208_3,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,03-May-2025 10:00 AM,22-May-2025 04:00 PM,03-May-2025 10:00 AM,22-May-2025 02:00 PM,NA ,NA ,03-May-2025 12:00 PM,22-May-2025 02:00 PM,30-Jun-2025 11:35 AM,500.0,Nil,Nil,No,AOC,15-Nov-2025,"INR 2,497,231",365.0,HAREKRISHNA SHARMA,15-Nov-2025 10:14 AM,WOPachimsilkhijharkrishna.pdf (497.00 KB),EE PWD (B_NH) U_B D T Bldg Div Udalguri,Internal,,HAREKRISHNA SHARMA,15-Nov-2025 10:09 AM,finsummary_70469.pdf (496.56 KB),Finance,Summary,Janiram Boro,30-Jun-2025 12:02 PM,finance_70469.pdf,BOQ Comparative Chart,Technical,Summary,HAREKRISHNA SHARMA,30-May-2025 02:10 PM,technical_70469.pdf,1.0,268629.0,ALAK JYOTI DAS,22-May-2025 12:00 PM,Accepted-AOC,Work Order Issued,15-Nov-2025 10:14 AM,1.0,268629.0,ALAK JYOTI DAS,INR,"2,497,231",Public Works Building and NH Department||Chief Engineer-Building - PWBNH,2025_PWBNH_44208_3,TECH/U_BDTD/BLDG/IFB/2025-26,Construction of community Hall near Pachim Silkijhar Krishna Mandir at Silkijhar village for the year 2024-25,"EE, PWD(B AND NH), UB Dist. Territorial Bldg Div",Internal,,HAREKRISHNA SHARMA,30-Jun-2025 11:30 AM,30-Jun-2025 11:35 AM,techsummary_70469.pdf (560.75 KB),AOC
,,.pdf,BIDDING DOCUMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,2.0,268563.0,DIPJYOTI MEDHI,21-May-2025 01:45 PM,Rejected-AOC,L2,15-Nov-2025 10:14 AM,,,,,,,,,,,,,,,,,AOC
,,.pdf,TECHNICAL QUALIFICATIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,3.0,268636.0,KESHAB GOGOI,21-May-2025 04:56 PM,Rejected-Technical,Non-Responsive,30-Jun-2025 11:30 AM,,,,,,,,,,,,,,,,,AOC
2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,FORM OF BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
