Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Nitul Chandra Talukdar,Internal,,Isfaqul Warish,23-Sep-2025 10:24 PM,24-Sep-2025 10:00 AM,techsummary_72959.pdf (1538.95 KB),1.0,277302.0,PRASANTA SUNRISE JV,INR,"4,500,000",Irrigation Department||Chief Engineer(Major)-Irrigation Dept||Goalpara Circle||Dudhnoi Goalpara East Division,2025_ID_45925_1,DGEDI/T-1/Pt-VII/2021/1434,RENOVATION WORKS TO MARKI F.I.S UNDER SOPD(TSP )FOR THE YEAR 2024-25,Finance,Opened,Isfaqul Warish,13-Nov-2025 01:14 PM,,BOQ Comparative Chart,1,277063,AMIT CHANDRA DAS,17-Aug-2025 09:21 PM,Rejected-AOC,work alloted to Sl.No.2 considering his past satisfactory works,13-Nov-2025 03:42 PM,Nitul Chandra Talukdar,Internal,,Isfaqul Warish,13-Nov-2025 01:25 PM,finsummary_72959.pdf (1032.65 KB),Technical,opened,Isfaqul Warish,19-Sep-2025 12:31 AM,,13-Nov-2025,"INR 4,500,000",240.0,Isfaqul Warish,13-Nov-2025 03:41 PM,AOCMarkiFIS.pdf (1167.00 KB),AOC,AOC,26-Jul-2025 05:00 PM,21-Aug-2025 11:00 AM,29-Jul-2025 02:30 PM,18-Aug-2025 02:00 PM,NA ,NA ,29-Jul-2025 02:30 PM,18-Aug-2025 02:00 PM,24-Sep-2025 10:00 AM,1.0,SBI Bank,Irrigation Department||Chief Engineer(Major)-Irrigation Dept||Goalpara Circle||Dudhnoi Goalpara East Division,DGEDI/T-1/Pt-VII/2021/1434,2025_ID_45925_1,Yes,Open Tender,Works,Works,2.0,No,No,Online,No,No,No,RENOVATION WORKS TO MARKI F.I.S UNDER SOPD(TSP )FOR THE YEAR 2024-25,RENOVATION WORKS TO MARKI F.I.S UNDER SOPD(TSP )FOR THE YEAR 2024-25,As refered in tender document ,NA ,"50,00,000",Civil Works - Others,NA ,Tender,180.0,240.0,Marki FIS,783130.0,NA ,NA ,NA ,"Dudhnoi-Goalpara East Division (I), Dudhnoi",No ,No,Executive Engineer,"Dudhnoi Goalpara East Division, Irrigation, Dudhnoi","1,500",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Technical Bid,"1,00,000",Yes,percentage,2.0%,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,2,277302,PRASANTA SUNRISE JV,18-Aug-2025 01:01 PM,Accepted-AOC,considering his past satisfactory works,13-Nov-2025 03:42 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bid Document,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,3,277132,SUSANTA DEKA,18-Aug-2025 01:19 PM,Rejected-Technical,Requisite documents are found not satisfactory,23-Sep-2025 10:24 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial Bid,,,,,,,AOC
