Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,S.No,Bank Name,Tender Stage
AEE(TC),Internal,AEE AE AO of Jorhat Teok Division,Sibam Chakraborty,22-Oct-2025 04:25 PM,finsummary_75443.pdf (1949.26 KB),1.0,282770.0,Amritakshya Dutta,24-Sep-2025 12:09 PM,Rejected-Finance,Rejected as L4,22-Oct-2025 04:25 PM,Finance,The Committee members as per criteria of bid doc have unanimously recommended for allotment of works to L1 bidder,Sibam Chakraborty,15-Oct-2025 02:01 PM,finance_75443.pdf,BOQ Comparative Chart,Technical,Admitted as hard copy received and other documents received online.,Sibam Chakraborty,25-Sep-2025 04:22 PM,technical_75443.pdf,04-Nov-2025,"INR 667,680",90.0,Sibam Chakraborty,26-Nov-2025 12:30 PM,Gaurav_Keshaba.pdf (5922.00 KB),Installation of Solar Shallow Tube Well Scheme (4 Points) at Teok LAC under SOPD_G for the year 2025_26,AEE(TC),Internal,AEE AO AE,Sibam Chakraborty,04-Oct-2025 11:53 AM,04-Oct-2025 02:30 PM,techsummary_75443.pdf (771.26 KB),Irrigation Department||Chief Engineer(Major)-Irrigation Dept||Jorhat Circle||Jorhat Dergaon Teok Division,2025_ID_47281_1,JTD(I)/W-578/E-Tender/25-26/17,Installation of Solar Shallow Tube Well Scheme (4 Points) at Teok LAC under SOPD_G for the year 2025_26,1.0,282846.0,GAURAV UPANASH BHAGAWATI,INR,"667,680",AOC,"26,719",Yes,percentage,2.0%,Nil,Nil,04-Sep-2025 06:00 PM,24-Sep-2025 03:00 PM,04-Sep-2025 06:00 PM,24-Sep-2025 02:00 PM,NA ,NA ,18-Sep-2025 10:00 AM,24-Sep-2025 02:00 PM,04-Oct-2025 02:30 PM,"1,000",Nil,Nil,Yes,Installation of Solar Shallow Tube Well Scheme (4 Points) at Teok LAC under SOPD_G for the year 2025_26,Installation of Solar Shallow Tube Well Scheme (4 Points) at Teok LAC under SOPD_G for the year 2025_26,Please refer Tender Documents ,NA ,"13,35,970",Composite Works,NA ,Rate Contract,180.0,90.0,Jorhat,785001.0,NA ,NA ,NA ,"Office of the EE,Jorhat Teok Division Irrigation",No ,No,Irrigation Department||Chief Engineer(Major)-Irrigation Dept||Jorhat Circle||Jorhat Dergaon Teok Division,JTD(I)/W-578/E-Tender/25-26/17,2025_ID_47281_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,NIT,Executive Engineer,"Office of the EE,Jorhat Teok Division Irrigation",1.0,SBI Bank,AOC
,,,,,,2.0,282802.0,BIMAL KUMAR MATH,24-Sep-2025 11:44 AM,Rejected-Finance,Rejected as L3,22-Oct-2025 04:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,282392.0,KESHABA NANDA PHUKAN,INR,"667,680",AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EMD,,,,,AOC
,,,,,,3.0,282846.0,GAURAV UPANASH BHAGAWATI,24-Sep-2025 01:52 PM,Accepted-AOC,As per MOM attached in financial BID,26-Nov-2025 12:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Tender Processing Fee,,,,,AOC
,,,,,,4.0,282392.0,KESHABA NANDA PHUKAN,22-Sep-2025 06:35 PM,Accepted-AOC,As per MOM attached in financial BID,26-Nov-2025 12:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bid Documents,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Tech Documents,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,FOB,,,,,AOC
