S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
1.0,Modification,Technical Bid,,1.0,SBI Bank,SUPERINTENDING ENGINEER,O/o Superintending Engineer Tezpur Circle Irrigation,"2,500",Nil,Nil,Yes,Irrigation Department||Chief Engineer(Major)-Irrigation Dept||Tezpur Circle,NIT/TCI/3/2025/507,2025_ID_46051_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"2,32,680",Yes,percentage,2.0%,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,Technical Documents,Solar Powered MDTW I/S at Dhekiajuli LAC (4 points) under SOPD-G for the year 2025-26,Solar Powered MDTW I/S at Dhekiajuli LAC (4 points) under SOPD-G for the year 2025-26,please refer tender documents ,NA ,"1,16,34,000",Civil Works,NA ,Tender,180.0,NA ,Dhekiajuli,784110.0,NA ,NA ,NA ,O/o Superintending Engineer Tezpur Circle Irrig,No ,No,01-Aug-2025 10:00 AM,22-Aug-2025 03:00 PM,01-Aug-2025 10:00 AM,22-Aug-2025 02:00 PM,NA ,NA ,01-Aug-2025 10:00 AM,22-Aug-2025 02:00 PM,05-Sep-2025 02:00 PM,AOC,1.0,277841.0,Pankaj Das,INR,"11,516,198",Irrigation Department||Chief Engineer(Major)-Irrigation Dept||Tezpur Circle,2025_ID_46051_1,NIT/TCI/3/2025/507,Solar Powered MDTW I/S at Dhekiajuli LAC (4 points) under SOPD-G for the year 2025-26,"Abhijit Bora, EETC",Internal,"Bhuj Kr Thapa AE, Chandinath Devsharma AO, Snigdha Rani Gogoi JE",Lakhi Kanta Kumbang,05-Sep-2025 01:32 PM,05-Sep-2025 02:00 PM,techsummary_73277.pdf (2103.00 KB),11-Nov-2025,"INR 11,516,198",180.0,Lakhi Kanta Kumbang,12-Nov-2025 11:52 AM,PankajdasFWO.pdf (9636.00 KB),Technical,admitted,Lakhi Kanta Kumbang,22-Aug-2025 03:18 PM,,1.0,277847.0,Monuj Boro,21-Aug-2025 03:25 AM,Rejected-Finance,Reject,09-Oct-2025 12:17 PM,Finance,Admitted,Lakhi Kanta Kumbang,05-Sep-2025 03:01 PM,,BOQ Comparative Chart,Abhijit Bora EE,Internal,"Bhuj kr Thapa AE, Chandinath Devsharma AO, Snigdha Rani Gogoi JE",Lakhi Kanta Kumbang,09-Oct-2025 12:17 PM,finsummary_73277.pdf (3022.57 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bid documents downloaded from portal,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,277841.0,Pankaj Das,21-Aug-2025 01:48 AM,Accepted-AOC,L1,12-Nov-2025 11:52 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
