Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Assam Power Generation Company Limited,2025_APGCL_44075_1,APGCL/CGM NRE/ PROJ/ 50MW_LKSPV_CIVIL/2024/4028/06,"Topographical survey for proposed Lower Kopili 50MW Solar SPV plant,",1.0,267429.0,CESTA ENTERPRISE,INR,"241,605","Sri B Pegu, IAS, MD, APGCL",Internal,,Migom Mili,23-May-2025 03:21 PM,23-May-2025 03:25 PM,techsummary_70276.pdf (255.44 KB),06-Nov-2025,"INR 241,605",30.0,BHARGAV BORAH,06-Nov-2025 11:12 AM,LOACestaTopo.pdf (1067.00 KB),AOC,"Sri Biswajit Pegu, IAS, MD, APGCL",Internal,,Prodyut Kumar Nath,06-Nov-2025 11:04 AM,finsummary_70276.pdf (562.92 KB),Finance,Financial Bid Opened,Prodyut Kumar Nath,06-Nov-2025 10:58 AM,,BOQ Comparative Chart,1,267540,BASIC CONSULTANT,30-Apr-2025 05:00 PM,Rejected-Finance,L-3 Bidder,06-Nov-2025 11:04 AM,Technical,Technical Bids Opened,Prodyut Kumar Nath,06-May-2025 02:42 PM,,AOC,12-Apr-2025 04:00 PM,02-May-2025 02:00 PM,12-Apr-2025 04:00 PM,01-May-2025 02:00 PM,12-Apr-2025 04:00 PM ,22-Apr-2025 10:00 AM ,24-Apr-2025 10:00 AM,01-May-2025 02:00 PM,23-May-2025 03:25 PM,"CGM (NRE), APGCL","3rd Floor, Bijulee Bhawan, APGCL, Paltan Bazar, Guwahati-1","Topographical survey for proposed Lower Kopili 50MW Solar SPV plant,","Topographical survey for proposed Lower Kopili 50MW Solar SPV plant, APGCL, Longku, Dima Hasao, Assam-788931.",Please refer Tender documents. ,NA ,,Miscellaneous Services,NA ,Tender,180.0,NA ,"Longku, Dima Hasao",788931.0,"Office of the CGM (NRE), APGCL HQ ","3rd Floor, Bijulee Bhawan, APGCL, Paltan Bazar, Guwahati-1 ",23-Apr-2025 11:30 AM ,"Office of the CGM (NRE), APGCL HQ",No ,No,1.0,Fee/PreQual/Technical,.pdf,Technical Bid,100.0,Nil,Nil,No,1.0,SBI Bank,Assam Power Generation Company Limited,APGCL/CGM NRE/ PROJ/ 50MW_LKSPV_CIVIL/2024/4028/06,2025_APGCL_44075_1,Yes,Open Tender,Works,Services,2.0,No,No,Online,No,No,No,"9,400",Yes,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,267429,CESTA ENTERPRISE,30-Apr-2025 02:24 PM,Accepted-AOC,L-1 Bidder,06-Nov-2025 11:13 AM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Additional Document,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,267482,ESS FOUNDATION PVT.LTD,29-Apr-2025 04:38 PM,Rejected-Finance,L-4 Bidder,06-Nov-2025 11:04 AM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,267553,GDB Engineering,01-May-2025 02:27 AM,Rejected-Finance,L-6 Bidder,06-Nov-2025 11:04 AM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,267512,PRECISION SURVEYING CO,01-May-2025 09:20 AM,Rejected-Finance,L-5 Bidder,06-Nov-2025 11:04 AM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,267560,RANILA ENGINEERING,01-May-2025 01:53 PM,Rejected-Finance,L-2 Bidder,06-Nov-2025 11:04 AM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,267411,Relaint Foundations,30-Apr-2025 03:35 PM,Rejected-Technical,Technically Rejected,23-May-2025 03:21 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,267339,Superintendence Co of India Pvt Ltd,29-Apr-2025 02:53 PM,Rejected-Finance,L-7 Bidder,06-Nov-2025 11:04 AM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
