Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Stage
Principal Secretary-Department of Information Technology||Assam Electronics Development Corporation Ltd-DoIT,2025_DoIT_47357_1,AEDC/SDC/2025-26/08,Supply and Installation of DC-DR Replication and Retrieval Solution,Sri Jyoti Prasad,Internal,,Anjan Sarmah,24-Oct-2025 03:07 PM,finsummary_75594.pdf (342.98 KB),Technical,Technical Bids opened,Jyoti Prasad,07-Oct-2025 11:32 AM,,Finance,Financial Bids opened,Jyoti Prasad,15-Oct-2025 03:54 PM,,BOQ Comparative Chart,24-Oct-2025,"INR 7,953,908",30.0,Anjan Sarmah,04-Nov-2025 11:54 AM,WO.pdf (496.00 KB),1.0,283442.0,DIGITAL INTEGRATION,INR,"7,953,908",Sri Jyoti Prasad,Internal,,Anjan Sarmah,15-Oct-2025 03:38 PM,15-Oct-2025 03:40 PM,techsummary_75594.pdf (1147.41 KB),1,283022,Bharti Airtel Services Ltd,06-Oct-2025 02:29 PM,Rejected-Finance,L4 Bidder,24-Oct-2025 03:07 PM,AOC,"2,000",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Signed copy of RFP,"2,00,000",No,fixed,,Nil,Nil,08-Sep-2025 01:00 PM,06-Oct-2025 04:30 PM,08-Sep-2025 01:00 PM,06-Oct-2025 03:00 PM,08-Sep-2025 01:00 PM ,15-Sep-2025 11:00 AM ,16-Sep-2025 01:00 PM,06-Oct-2025 03:00 PM,15-Oct-2025 03:40 PM,1.0,Date Extension Notice,Date,,Supply and Installation of DC-DR Replication and Retrieval Solution,Supply and Installation of DC-DR Replication and Retrieval Solution,Refer RFP ,NA ,,Information Technology,DC-DR Replication and Retrieval Solution ,Tender,180.0,30.0,Guwahati,781021.0,NA ,NA ,NA ,AEDC Ltd,No ,No,1.0,SBI Bank,Principal Secretary-Department of Information Technology||Assam Electronics Development Corporation Ltd-DoIT,AEDC/SDC/2025-26/08,2025_DoIT_47357_1,Yes,Open Tender,Item Rate,Services,2.0,No,No,Online,No,No,No,Managing Director,"Assam Electronics Development Corporation Ltd., Industrial Estate, Bamunimaidan, Guwahati 781021, Assam",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,283442,DIGITAL INTEGRATION,06-Oct-2025 02:48 PM,Accepted-AOC,L1,04-Nov-2025 11:55 AM,AOC,,,,,,,.pdf,EMD and Tender Processing Fee Particulars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,283445,INFOSAIL TECHNOLOGY SERVICES PRIVATE LIMITED,06-Oct-2025 02:46 PM,Rejected-Technical,Technically DisQualified,15-Oct-2025 03:38 PM,AOC,,,,,,,.pdf,Compliance and Technical Bid Documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,283407,Mayush IT Services Private Limited,06-Oct-2025 01:29 PM,Rejected-Finance,L3 Bidder,24-Oct-2025 03:07 PM,AOC,,,,,2.0,Finance,.xls,Price Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,283541,M/s Arunachal Developers,06-Oct-2025 01:25 PM,Rejected-Finance,L2 Bidder,24-Oct-2025 03:07 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
