S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
1.0,276545.0,M/S BIMAL KUMAR AGARWALA,14-Aug-2025 01:31 PM,Rejected-AOC,L2,26-Nov-2025 11:51 AM,Technical,Summary,Chandana Basumatary,22-Aug-2025 05:57 PM,technical_73650.pdf,Finance,Summary,Chandana Basumatary,06-Sep-2025 04:33 PM,finance_73650.pdf,BOQ Comparative Chart,26-Nov-2025,"INR 148,701,125",730.0,ABIDUR RAHMAN,26-Nov-2025 11:51 AM,WOGR64.pdf (1362.00 KB),CE PWD(Bldg),Internal,,ABIDUR RAHMAN,26-Nov-2025 11:47 AM,finsummary_73650.pdf (1361.92 KB),CE PWD(Bldg),Internal,,ABIDUR RAHMAN,06-Sep-2025 04:16 PM,06-Sep-2025 04:20 PM,techsummary_73650.pdf (882.91 KB),Public Works Building and NH Department||Chief Engineer-Building - PWBNH,2025_PWBNH_46199_1,"CE/TB-IV(H_E) T/ RIDF- XXX/9/2025/15 Dated Guwahati the 30th July, 2025","Construction 0f 126 Secondary Schools in 35 Districts of Assam under RIDF XXX (2024-25) for (i) Indranee Devi Higher Secondary School, North (ii) Bokakhat Town High School, West Under Golaghat DTBD (Gr-64)",1.0,276246.0,M/S. M.P. AGARWALLA,INR,"148,701,125",AOC,06-Aug-2025 04:00 PM,16-Aug-2025 03:00 PM,06-Aug-2025 04:00 PM,16-Aug-2025 02:00 PM,NA ,NA ,06-Aug-2025 04:00 PM,16-Aug-2025 02:00 PM,06-Sep-2025 04:20 PM,"CE, PWD(Bldg), H and E, Assam, Chandmari, Ghy-3","O/O The CE, PWD(Bldg), Assam, Chandmari, Ghy-3",1.0,Fee/PreQual/Technical,.pdf,BID COST_BID SECURITY,"29,000",Nil,Nil,No,"Construction 0f 126 Secondary Schools in 35 Districts of Assam under RIDF XXX (2024-25) for (i) Indranee Devi Higher Secondary School, North (ii) Bokakhat Town High School, West Under Golaghat DTBD (Gr-64)","Construction 0f 126 Secondary Schools in 35 Districts of Assam under RIDF XXX (2024-25) for (i) Indranee Devi Higher Secondary School, North (ii) Bokakhat Town High School, West Under Golaghat DTBD (Gr-64)",Please refer Tender documents. ,NA ,"14,43,70,000",Civil Works - Building,NA ,Tender,180.0,730.0,Golaghat,785621.0,"O/O The CE, PWD(Bldg), Assam, Chandmari, Ghy-3 ","O/O The CE, PWD(Bldg), Assam, Chandmari, Ghy-3 ",11-Aug-2025 11:30 AM ,"O/O The CE, PWD(Bldg), Assam, Chandmari, Ghy-3",No ,No,1.0,SBI Bank,Public Works Building and NH Department||Chief Engineer-Building - PWBNH,"CE/TB-IV(H_E) T/ RIDF- XXX/9/2025/15 Dated Guwahati the 30th July, 2025",2025_PWBNH_46199_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Corrigendum,Technical Bid,,"28,87,400",Yes,percentage,2.0%,Nil,Nil,AOC
2.0,276246.0,M/S. M.P. AGARWALLA,14-Aug-2025 05:32 PM,Accepted-AOC,Work Order Issued,26-Nov-2025 11:51 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,.pdf,BIDDING DOCUMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,.pdf,TECHNICAL QUALIFICATIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,.pdf,APPENDIX-IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
