Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
Bodoland Territorial Council||Handloom and Textile-BTC,2025_BoTC_45732_1,HT/02/2025-26,Supply of frame looms with Jacquard / Dobby accessories,Technical,Tech Bid Opened,Tanushree Dey,06-Aug-2025 12:39 PM,,Smt Hiranya Devi,Internal,"Sri Maheswar Brahma, Smt Tanushree Dey, Sri Bhabendra Rabha",Hiranya Devi,01-Sep-2025 02:37 PM,finsummary_72490.pdf (1101.74 KB),1.0,274668.0,Sri Miniswrang Basumatary,INR,"13,500,000",Finance,Financial Bid Opened,Tanushree Dey,11-Aug-2025 11:51 AM,,BOQ Comparative Chart,20-Nov-2025,"INR 13,500,000",45.0,Tanushree Dey,20-Nov-2025 06:39 PM,WO_Minis_Jacqua.pdf (4675.00 KB),L1 Bidder,Hiranya Devi,Internal,"Sri Maheswar Brahma, Tanushree Dey, Sri Bhabendra Rabha",Hiranya Devi,11-Aug-2025 11:15 AM,11-Aug-2025 11:20 AM,techsummary_72490.pdf (1270.35 KB),1,273059,Julius Narzary,05-Aug-2025 10:09 AM,Accepted-AOC,L2 Bidder,20-Nov-2025 06:40 PM,AOC,1.0,SBI Bank,"2,70,000",Yes,percentage,2.0%,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,Tech Qualification,Supply of frame looms with Jacquard / Dobby accessories,Supply of frame looms with Jacquard / Dobby accessories to individual weavers economic upliftment under SOPD for the year 2025-26,Please refer Tender documents. ,NA ,"1,35,00,000",Miscellaneous Goods,NA ,Tender,180.0,45.0,KOKRAJHAR,783370.0,NA ,NA ,NA ,"O/o the Director of BTC,Handloom and Textiles, Kok",No ,No,Bodoland Territorial Council||Handloom and Textile-BTC,HT/02/2025-26,2025_BoTC_45732_1,Yes,Open Tender,Supply,Goods,2.0,No,No,Online,No,No,No,"Director of BTC,Handloom and Textiles, Kok","O/o the Director of BTC,Handloom and Textiles, Kokrajhar","2,800",Nil,Nil,No,18-Jul-2025 02:00 PM,05-Aug-2025 03:30 PM,18-Jul-2025 02:00 PM,05-Aug-2025 03:00 PM,18-Jul-2025 02:00 PM ,05-Aug-2025 03:00 PM ,18-Jul-2025 02:00 PM,05-Aug-2025 03:00 PM,11-Aug-2025 11:20 AM,AOC
,,,,,,,,,,,,,,,2.0,273059.0,Julius Narzary,INR,"13,545,000",,,,,,,,,,,,,,,,,,,,,2,274671,Smt. Harigita Narzary,05-Aug-2025 12:01 AM,Rejected-Technical,Document not found in Order,11-Aug-2025 11:15 AM,AOC,,,,,,,,,,,.pdf,SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,274668,Sri Miniswrang Basumatary,05-Aug-2025 12:15 AM,Accepted-AOC,L1 Bidder,20-Nov-2025 06:40 PM,AOC,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
