Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
Urban Development Department||Directorate of Municipality Administration - UDD||Sibsagar Municipal Board,smb/690/2048-53,2025_UDD_44479_1,Yes,Open Tender,Works,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,CONSTRUCTION OF COVERED DRAIN AT KHIJNOOR ALI ROAD LEFT SIDE FROM THE JUNCTION OFBABUPATTY ROAD UP TO J.P. AGARWALLA ROAD AT WARD NO- 5 OF SIVASAGAR MUNICIPAL BOARD UNDER15TH FC,CONSTRUCTION OF COVERED DRAIN AT KHIJNOOR ALI ROAD LEFT SIDE FROM THE JUNCTION OFBABUPATTY ROAD UP TO J.P. AGARWALLA ROAD AT WARD NO- 5 OF SIVASAGAR MUNICIPAL BOARD UNDER15TH FC,AS PER SBD AND NIT ,NA ,"56,79,301",Civil Works,NA ,Tender,180.0,180.0,OFFICE OF THE SIBSAGAR MUNICIPAL BOARD,785640.0,NA ,NA ,NA ,OFFICE OF THE SIBSAGAR MUNICIPALBOARD,No ,No,"2,000",Nil,Nil,No,23-May-2025 02:00 PM,10-Jun-2025 03:00 PM,23-May-2025 02:00 PM,10-Jun-2025 02:00 PM,23-May-2025 03:00 PM ,31-May-2025 09:00 AM ,31-May-2025 09:00 AM,10-Jun-2025 02:00 PM,23-Jul-2025 05:00 PM,1.0,Fee/PreQual/Technical,.pdf,DNIT,OFFICE OF THE SIBSAGAR MUNICIPALBOARD,OFFICE OF THE SIBSAGAR MUNICIPALBOARD,"1,13,586",Yes,fixed,,Nil,Nil,AOC,Urban Development Department||Directorate of Municipality Administration - UDD||Sibsagar Municipal Board,2025_UDD_44479_1,smb/690/2048-53,CONSTRUCTION OF COVERED DRAIN AT KHIJNOOR ALI ROAD LEFT SIDE FROM THE JUNCTION OFBABUPATTY ROAD UP TO J.P. AGARWALLA ROAD AT WARD NO- 5 OF SIVASAGAR MUNICIPAL BOARD UNDER15TH FC,15-Nov-2025,"INR 5,111,370.9",180.0,Debabrata Sharma,15-Nov-2025 01:09 PM,HITSEHDUTTAFINALWORKORDER.pdf (140.00 KB),FINAL WORK ORDER AWARDED AS PER MLC,Technical,SENT FOR TECHNICAL EVALUATION,Debabrata Sharma,10-Jun-2025 04:04 PM,,Mrinali KOnwar Chairperson,Mixed,EO SMB EE PWDR EE PWDB FAO AE DOHUA DYD TANDCP,Debabrata Sharma,15-Nov-2025 01:05 PM,finsummary_70794.pdf (1682.54 KB),1.0,269152.0,HITESH DUTTA,INR,"5,111,370.9",MRINALI KONWAR CHAIRPERSON,Mixed,EXECUTIVE OFFICER ADCULB EER EEB DYDTANDCP EE DOHUA,Debabrata Sharma,23-Jul-2025 04:55 PM,23-Jul-2025 05:00 PM,techsummary_70794.pdf (611.25 KB),1.0,269152.0,HITESH DUTTA,08-Jun-2025 02:23 PM,Accepted-AOC,ACCEPTED IN MLC,15-Nov-2025 01:10 PM,Finance,sent for financial evaluation,Debabrata Sharma,23-Jul-2025 05:36 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,SBD,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
