Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Stage
CE PWD(Bldg),Internal,,Chandana Basumatary,01-Sep-2025 04:40 PM,01-Sep-2025 04:45 PM,techsummary_72270.pdf (715.72 KB),1.0,274774.0,J C Infra corporation Limited,INR,"446,872,226",Public Works Building and NH Department||Chief Engineer-Building - PWBNH,2025_PWBNH_45568_1,T/TB-I/56/2023/19 dtd. 11/07/2025,"Proposed Chilarai District Stadium, Bongaigaon, Assam",1.0,274730.0,GANPATI CONSTRUCTION COMPANY,06-Aug-2025 12:43 PM,Rejected-AOC,L2,04-Nov-2025 05:53 PM,Technical,Summary,Chandana Basumatary,06-Aug-2025 04:21 PM,technical_72270.pdf,Finance,Summary,ABIDUR RAHMAN,01-Sep-2025 04:51 PM,finance_72270.pdf,BOQ Comparative Chart,04-Nov-2025,"INR 446,872,226",730.0,ABIDUR RAHMAN,04-Nov-2025 05:53 PM,WOChilaraiDistrictStadium.pdf (527.00 KB),CE PWD(Bldg),Internal,,ABIDUR RAHMAN,04-Nov-2025 05:51 PM,finsummary_72270.pdf (527.07 KB),AOC,"20,000",Nil,Nil,No,"Proposed Chilarai District Stadium, Bongaigaon, Assam","Proposed Chilarai District Stadium, Bongaigaon, Assam",Please refer Tender documents. ,NA ,"42,85,18,000",Civil Works - Building,NA ,Tender,180.0,730.0,Bongaigaon,783380.0,"O/O The CE, PWD(Bldg), Assam, Chandmari, Ghy-3 ","O/O The CE, PWD(Bldg), Assam, Chandmari, Ghy-3 ",17-Jul-2025 01:00 PM ,"O/O The CE, PWD(Bldg), Assam, Chandmari, Ghy-3",No ,No,1.0,SBI Bank,Public Works Building and NH Department||Chief Engineer-Building - PWBNH,T/TB-I/56/2023/19 dtd. 11/07/2025,2025_PWBNH_45568_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,BID COST_BID SECURITY,"85,70,360",Yes,percentage,2.0%,Nil,Nil,14-Jul-2025 05:30 PM,06-Aug-2025 02:30 PM,14-Jul-2025 05:30 PM,06-Aug-2025 02:00 PM,NA ,NA ,23-Jul-2025 11:00 AM,06-Aug-2025 02:00 PM,01-Sep-2025 04:45 PM,"CE, PWD(Bldg), Assam, Chandmari, Ghy-3","O/O The CE, PWD(Bldg), Assam, Chandmari, Ghy-3",AOC
,,,,,,,,,,,,,,,,2.0,274774.0,J C Infra corporation Limited,06-Aug-2025 01:56 PM,Accepted-AOC,Work Order Issued,04-Nov-2025 05:53 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,BIDDING DOCUMENT,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,3.0,274515.0,M/S O P GARODIA,05-Aug-2025 05:28 PM,Rejected-Technical,Non-Responsive,01-Sep-2025 04:40 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,TECHNICAL QUALIFICATIONS,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,4.0,274384.0,M/S RAJSHEKHAR CONSTRUCTIONS PVT LTD,06-Aug-2025 12:01 PM,Rejected-Technical,Non-Responsive,01-Sep-2025 04:40 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,APPENDIX-IB,,,,,,,,,,,,,,,,,,AOC
