Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Stage
CE PWD(Bldg),Internal,,Chandana Basumatary,09-Nov-2025 08:23 PM,finsummary_47532.pdf (1588.14 KB),10-Nov-2025,"INR 5,050,500",90.0,Chandana Basumatary,09-Nov-2025 08:24 PM,WOUdalguri.pdf (1588.00 KB),Finance,Summary,Chandana Basumatary,27-Dec-2023 01:34 PM,finance_47532.pdf,BOQ Comparative Chart,1.0,178896.0,LIVING SPACES,04-Mar-2023 01:10 PM,Rejected-AOC,L2,09-Nov-2025 08:24 PM,Technical,Summary,Chandana Basumatary,04-Mar-2023 05:48 PM,technical_47532.pdf,Public Works Building and NH Department||Chief Engineer-Building - PWBNH,2023_PWBNH_29544_2,CE/ARC-I/01/2023/4 Dated Guwahati 18th Feb 2023,"Consultancy services for the work Transformation of School in Assam under NESID scheme for i. Orang Higher Secondary School, Orang, Dist Udalguri ii. Kalaigaon HS School, Dist Udalguri",1.0,178865.0,M/S Vikram design Studio,INR,"5,050,500",CE PWD(Bldg),Internal,,Nayan Jyoti Barman,21-Dec-2023 11:02 PM,26-Dec-2023 02:45 PM,techsummary_47532.pdf (262.71 KB),AOC,"1,000",Nil,Nil,No,"1,01,700",No,fixed,,Nil,Nil,24-Feb-2023 06:00 PM,04-Mar-2023 03:00 PM,24-Feb-2023 06:00 PM,04-Mar-2023 02:00 PM,NA ,NA ,01-Mar-2023 02:00 PM,04-Mar-2023 02:00 PM,26-Dec-2023 02:45 PM,1.0,Fee/PreQual/Technical,.pdf,BIDDING DOCUMENT,Public Works Building and NH Department||Chief Engineer-Building - PWBNH,CE/ARC-I/01/2023/4 Dated Guwahati 18th Feb 2023,2023_PWBNH_29544_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"Spl. CE, PWD(Bldg) (H AND E) Assam, Ghy-3","O/O The CE, PWD (Bldg), Assam, Chandmari, Ghy-3","Consultancy services for the work Transformation of School in Assam under NESID scheme for i. Orang Higher Secondary School, Orang, Dist Udalguri ii. Kalaigaon HS School, Dist Udalguri","Consultancy services for the work Transformation of School in Assam under NESID scheme for i. Orang Higher Secondary School, Orang, Dist Udalguri ii. Kalaigaon HS School, Dist Udalguri",Please refer Tender documents. ,NA ,"50,82,300",Civil Works - Building,NA ,Tender,180.0,90.0,Udalguri,784509.0,"O/O The CE, PWD (Bldg), Assam, Chandmari, Ghy-3 ","O/O The CE, PWD (Bldg), Assam, Chandmari, Ghy-3 ",28-Feb-2023 10:30 AM ,"O/O The CE, PWD (Bldg), Assam, Chandmari, Ghy-3",No ,No,1.0,SBI Bank,AOC
,,,,,,,,,,,,,,,,,,2.0,178865.0,M/S Vikram design Studio,03-Mar-2023 10:42 PM,Accepted-AOC,Work Order Issued,09-Nov-2025 08:24 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,.pdf,TECHNICAL QUALIFICATIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,.pdf,FINANCIAL PROPOSAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
