Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,BIDDING DOCUMENT,24-Feb-2023 06:00 PM,04-Mar-2023 03:00 PM,24-Feb-2023 06:00 PM,04-Mar-2023 02:00 PM,NA ,NA ,01-Mar-2023 02:00 PM,04-Mar-2023 02:00 PM,20-Dec-2023 02:45 PM,1.0,SBI Bank,"Spl. CE, PWD(Bldg) (H AND E) Assam, Ghy-3","O/O The CE, PWD (Bldg), Assam, Chandmari, Ghy-3",500.0,Nil,Nil,No,"Consultancy services for the work Transformation of School in Assam under NESID scheme for i. Rajgarh HS, Dist Dibrugarh","Consultancy services for the work Transformation of School in Assam under NESID scheme for i. Rajgarh HS, Dist Dibrugarh",Please refer Tender documents. ,NA ,"25,41,130",Civil Works - Building,NA ,Tender,180.0,90.0,Dibrugarh,786001.0,"O/O The CE, PWD (Bldg), Assam, Chandmari, Ghy-3 ","O/O The CE, PWD (Bldg), Assam, Chandmari, Ghy-3 ",28-Feb-2023 10:30 AM ,"O/O The CE, PWD (Bldg), Assam, Chandmari, Ghy-3",No ,No,"50,830",No,fixed,,Nil,Nil,Public Works Building and NH Department||Chief Engineer-Building - PWBNH,CE/ARC-I/01/2023/4 Dated Guwahati 18th Feb 2023,2023_PWBNH_29544_9,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC,CE PWD(Bldg),Internal,,Chandana Basumatary,19-Dec-2023 04:04 PM,20-Dec-2023 02:45 PM,techsummary_47544.pdf (274.49 KB),1.0,178860.0,AESTHETIC CREATION,INR,"2,525,000",Public Works Building and NH Department||Chief Engineer-Building - PWBNH,2023_PWBNH_29544_9,CE/ARC-I/01/2023/4 Dated Guwahati 18th Feb 2023,"Consultancy services for the work Transformation of School in Assam under NESID scheme for i. Rajgarh HS, Dist Dibrugarh",Technical,Summary,Chandana Basumatary,04-Mar-2023 06:24 PM,technical_47544.pdf,1.0,178856.0,ACORN,03-Mar-2023 08:00 PM,Rejected-AOC,L3,08-Nov-2025 10:56 PM,Finance,Summary,Chandana Basumatary,20-Dec-2023 03:45 PM,finance_47544.pdf,BOQ Comparative Chart,CE PWD(Bldg),Internal,,Chandana Basumatary,08-Nov-2025 10:53 PM,finsummary_47544.pdf (1449.17 KB),08-Nov-2025,"INR 2,525,000",90.0,Chandana Basumatary,08-Nov-2025 10:56 PM,WODibrugarh.pdf (1449.00 KB),AOC
,,.pdf,TECHNICAL QUALIFICATIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2.0,178860.0,AESTHETIC CREATION,03-Mar-2023 11:21 PM,Accepted-AOC,Work Order Issued,08-Nov-2025 10:56 PM,,,,,,,,,,,,,,,,,,,AOC
2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3.0,178955.0,INTEGRA VENTURES,04-Mar-2023 01:06 PM,Rejected-AOC,L2,08-Nov-2025 10:56 PM,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,FINANCIAL PROPOSAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
