Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
"Librarian, Gauhati University",Internal,,Sazidur Rahman,07-Oct-2025 03:36 PM,07-Oct-2025 03:40 PM,techsummary_75096.pdf (330.25 KB),1.0,282582.0,BSM International,INR,"1,999,970",Gauhati University,2025_GU_47091_1,GU/KKHL/Digit/2025/001/268 date 28.08.2025,Digitization of KKH Library Collections at Gauhati University Guwahati Assam,Finance,"The financial evaluation of the submitted price bid will be carried out, and a summary of the financial evaluation will be uploaded later",Prasanta Barman,07-Oct-2025 04:00 PM,finance_75096.pdf,BOQ Comparative Chart,1.0,279219.0,Booknerd Publication LLP,01-Sep-2025 01:07 PM,Rejected-Technical,Technically disqualified,07-Oct-2025 03:36 PM,"Librarian, Gauhati University",Internal,,Sazidur Rahman,19-Nov-2025 11:28 AM,finsummary_75096.pdf (806.50 KB),Technical,Technical Evaluation of the submitted bid will be carried out and summary of Technical Evaluation will be uploaded later,Prasanta Barman,22-Sep-2025 02:26 PM,technical_75096.pdf,19-Nov-2025,"INR 1,999,970",30.0,Sazidur Rahman,19-Nov-2025 11:36 AM,Library.pdf (851.00 KB),AOC,"40,014",No,fixed,,Nil,Nil,1.0,SBI Bank,29-Aug-2025 02:00 PM,22-Sep-2025 02:00 PM,29-Aug-2025 02:00 PM,22-Sep-2025 12:00 PM,NA ,NA ,29-Aug-2025 02:00 PM,22-Sep-2025 12:00 PM,07-Oct-2025 03:40 PM,Digitization of KKH Library Collections at Gauhati University Guwahati Assam,Digitization of KKH Library Collections at Gauhati University Guwahati Assam,Please refer Tender documents. ,NA ,"20,00,690",Composite Works,NA ,Tender,90.0,30.0,Gauhati University,781014.0,NA ,NA ,NA ,"Office of the Works Department, GU",No ,No,1.0,Technical corrigendum,Technical Bid,,Gauhati University,GU/KKHL/Digit/2025/001/268 date 28.08.2025,2025_GU_47091_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical Qualification Document,"Librarian, Gauhati University","Librarian, K.K.Handique, Gauhati University",400.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,,,,,,,2.0,282582.0,BSM International,21-Sep-2025 01:01 PM,Accepted-AOC,Being the lowest bidder,19-Nov-2025 11:36 AM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Tender Document,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,AOC
