Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage
SAJIDUR RAHMAN,Internal,,Robin Borah,24-Oct-2025 01:28 PM,24-Oct-2025 01:30 PM,techsummary_76199.pdf (1007.78 KB),1.0,283933.0,Sri Pradip Sarmah,INR,"2,686,576",Technical,Admitted,Robin Borah,16-Oct-2025 12:25 PM,,ROBIN BORAH,Internal,,Robin Borah,17-Nov-2025 07:16 PM,finsummary_76199.pdf (1111.71 KB),Finance,admitted,Ranjan Kumar Barman,24-Oct-2025 01:37 PM,,BOQ Comparative Chart,1,283928,M/S NISTHA CONSTRUCTION,13-Oct-2025 02:17 PM,Rejected-Finance,higher bid value,17-Nov-2025 07:16 PM,21-Nov-2025,"INR 2,686,576",60.0,Robin Borah,27-Nov-2025 05:57 PM,WorkOrder1.pdf (402.00 KB),NTC WORK,Public Works Roads Department,2025_PWD_47802_1,PMGSY/SONARI/2025-26/01,PMGSY/SONARI/2025-26/01,AOC,540.0,Nil,Nil,No,Public Works Roads Department,PMGSY/SONARI/2025-26/01,2025_PWD_47802_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,07-Oct-2025 02:00 PM,16-Oct-2025 12:00 PM,07-Oct-2025 02:00 PM,15-Oct-2025 02:00 PM,07-Oct-2025 02:00 PM ,13-Oct-2025 01:00 PM ,07-Oct-2025 02:00 PM,15-Oct-2025 02:00 PM,24-Oct-2025 01:30 PM,1.0,SBI Bank,PMGSY/SONARI/2025-26/01,"Defect Correction of Barahi Ali (Length 6.13 Km) including CD Works and Routine Maintenance works for 5 years under PMGSY for 2017-18 PKG.No. AS-21-421 (Batch-3) in Sibsagar District under PWD Charaideo DTRD,Sonari.Pkg No. PMGSY/SONARI/2025-26/01",Please refer Tender documents. ,NA ,,Civil Works – Roads,NA ,Tender,180.0,NA ,SONARI LAC,785690.0,"O/O THE EE CDTRD,SONARI ","O/O THE EE CDTRD,SONARI ",13-Oct-2025 01:00 PM ,O/O THE EE CHARAIDEO DISTRICT TERRITORIAL ROAD DIV,No ,No,"53,732",Yes,fixed,,Nil,Nil,1,Fee/PreQual/Technical,.pdf,SBD,EE PWD CHARAIDEO DISTRICT TRD,"O/O THE EE CDTRD,SONARI",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,283933,Sri Pradip Sarmah,13-Oct-2025 02:06 PM,Accepted-AOC,lowest bidder,27-Nov-2025 05:57 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,AOC
