Cover No,Cover,Document Type,Description,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Technical Documents,1.0,SBI Bank,"Const. of Modern Record Room at Baganpara, Khoirabari Revenue Circle. TN_03_5","Const. of Modern Record Room at Baganpara, Khoirabari Revenue Circle. TN_03_5",Please refer Tender documents. ,NA ,"49,99,663",Civil Works - Building,NA ,Tender,180.0,180.0,Baksa,781327.0,NA ,NA ,NA ,"O/o the Addl. Chief Engineer, PWD, BTC",No ,No,"1,00,000",Yes,fixed,,Nil,Nil,"1,000",Nil,Nil,No,"the Addl. Chief Engineer, PWD, BTC","O/o the Addl. Chief Engineer, PWD, BTC",04-Jul-2025 03:00 PM,24-Jul-2025 02:00 PM,04-Jul-2025 03:00 PM,24-Jul-2025 01:30 PM,04-Jul-2025 03:00 PM ,24-Jul-2025 01:00 PM ,04-Jul-2025 03:00 PM,24-Jul-2025 01:30 PM,30-Jul-2025 05:25 PM,Bodoland Territorial Council-PWD||Director Cum CHD - PWD BTC,No. ACE-106/PWD/IFB/PT-I/2023-24,2025_BTC_45359_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC,Bodoland Territorial Council-PWD||Director Cum CHD - PWD BTC,2025_BTC_45359_1,No. ACE-106/PWD/IFB/PT-I/2023-24,"Const. of Modern Record Room at Baganpara, Khoirabari Revenue Circle. TN_03_5",20-Nov-2025,"INR 4,999,659.93",180.0,ARUN CHANDRA BASUMATARY,20-Nov-2025 03:30 PM,wo_03_5.pdf (1162.00 KB),WO,1.0,272820.0,NIBOL NARZARY,INR,"4,999,659.93",Sri JM Basumatary,Internal,,ARUN CHANDRA BASUMATARY,20-Nov-2025 03:29 PM,finsummary_71768.pdf (1132.94 KB),Technical,abs,ARUN CHANDRA BASUMATARY,30-Jul-2025 05:21 PM,technical_71768.pdf,Sri Pranab Kr Rabha,Internal,,ARUN CHANDRA BASUMATARY,30-Jul-2025 05:24 PM,30-Jul-2025 05:25 PM,techsummary_71768.pdf (1965.45 KB),1.0,272825.0,DHARAMSING NARZARY,24-Jul-2025 08:34 AM,Rejected-AOC,L2,20-Nov-2025 03:31 PM,Finance,min,ARUN CHANDRA BASUMATARY,20-Nov-2025 03:27 PM,finance_71768.pdf,BOQ Comparative Chart,AOC
,,.pdf,SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,272820.0,NIBOL NARZARY,24-Jul-2025 08:30 AM,Accepted-AOC,L1,20-Nov-2025 03:31 PM,,,,,,,AOC
2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,272828.0,PINKU NARZARY,24-Jul-2025 08:36 AM,Rejected-AOC,L3,20-Nov-2025 03:31 PM,,,,,,,AOC
,,.pdf,FOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
