Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Stage
Shri Jyoti Kalita,Internal,,RITURAJ KALITA,17-Oct-2025 04:21 PM,21-Oct-2025 03:00 PM,techsummary_75997.pdf (267.80 KB),SECONDARY EDUCATION DEPARTMENT ASSAM||Assam Higher Secondary Education Council,2025_SE_47643_1,ASSEB_DIVN-II_STORE_AS_80_24,PRINTING AND SUPPLY OF ANSWER SCRIPTS AND ADDITIONAL SHEETS,1.0,283071.0,SARAIGHAT PHOTO TYPES PRIVATE LIMITED,INR,"9,780,000",Jyoti Kalita,Internal,,RITURAJ KALITA,18-Nov-2025 10:28 AM,finsummary_75997.pdf (110.75 KB),Finance,Financial Bid opened on 22.10.2025,Dipen Kishor Lukhurakhan,22-Oct-2025 01:01 PM,,BOQ Comparative Chart,1,283467,BINDIYA ENTERPRISE,09-Oct-2025 12:38 PM,Rejected-Finance,Refer Financial Evaluation Report,18-Nov-2025 10:28 AM,18-Nov-2025,"INR 9,780,000",45.0,RITURAJ KALITA,18-Nov-2025 10:39 AM,WOBlankAnswerScripts.pdf (873.00 KB),Technical,Technical Bid opened on 13.10.2025,Dipen Kishor Lukhurakhan,13-Oct-2025 01:06 PM,,AOC,"2,00,000",Yes,fixed,,Nil,Nil,"2,000",Nil,Nil,Yes,1.0,SBI Bank,SECRETARY,"ASSAM STATE SCHOOL EDUCATION BOARD DIVISION II , BAMUNIMAIDAM , GUWAHATI-781021",PRINTING AND SUPPLY OF ANSWER SCRIPTS AND ADDITIONAL SHEETS,PRINTING AND SUPPLY OF ANSWER SCRIPTS AND ADDITIONAL SHEETS FOR HS FINAL EXAM 2025,Please refer Tender documents. ,NA ,,Publishing/Printing,NA ,Tender,180.0,NA ,BAMUNIMAIDAM GUWAHATI,781021.0,"ASSEB,DIVISION-II,BAMUNIMAIDAM,GUWAHATI-21 ","ASSAM STATE SCHOOL EDUCATION BOARD DIVISION II , BAMUNIMAIDAM , GUWAHATI-781021 ",25-Sep-2025 03:00 PM ,"ASSEB,DIVISION-II,BAMUNIMAIDAM,GUWAHATI-21",No ,No,SECONDARY EDUCATION DEPARTMENT ASSAM||Assam Higher Secondary Education Council,ASSEB_DIVN-II_STORE_AS_80_24,2025_SE_47643_1,Yes,Open Tender,Item Rate,Goods,2.0,No,No,Online,No,No,No,20-Sep-2025 06:00 PM,10-Oct-2025 12:00 PM,21-Sep-2025 09:00 AM,09-Oct-2025 02:00 PM,NA ,NA ,21-Sep-2025 09:00 AM,09-Oct-2025 02:00 PM,21-Oct-2025 03:00 PM,1.0,Fee/PreQual/Technical,.pdf,Technical Bid for Printing Supply of Blank Answer Scripts Additional Sheet for HS Final Exam 2026,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,283923,F M Printers,08-Oct-2025 09:14 PM,Rejected-Finance,Refer Financial Evaluation Report,18-Nov-2025 10:28 AM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial Bid for Printing Supply of Blank Answer Scripts Additional Sheet for HS Final Exam 2026,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,283922,FUTURE EDUCARE PVT LTD,09-Oct-2025 12:59 PM,Rejected-Finance,Refer Financial Evaluation Report,18-Nov-2025 10:28 AM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,283867,HITECH PRINT SYSTEMS LTD,08-Oct-2025 03:13 PM,Rejected-Finance,Refer Financial Evaluation Report,18-Nov-2025 10:28 AM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,283137,kc printing and allied works,08-Oct-2025 04:01 PM,Rejected-Finance,Refer Financial Evaluation Report,18-Nov-2025 10:28 AM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,283071,SARAIGHAT PHOTO TYPES PRIVATE LIMITED,08-Oct-2025 07:53 PM,Accepted-AOC,Recommended by Bid Evaluation Committee .,18-Nov-2025 10:39 AM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
