Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Tender Stage
"Divisional Forest Officer, Sonitpur East Division",Internal,"Kumarjya Gogoi, FR, Bhupen Deori, HA, Babul Das, Accountant",Biswa Jyoti Das,12-Sep-2024 02:06 PM,12-Sep-2024 02:10 PM,techsummary_62039.pdf (684.19 KB),1,237389,ABHIGYANAM DAS,20-Aug-2024 01:15 PM,Rejected-Technical,Technically not qualified due to Liquid Asset/FS less than 40 lakhs,12-Sep-2024 02:06 PM,"Pr. Chief Conservator of Forest and Head of Forest Force||Chief Conservator of Forests (Upper Assam Zone)||Northern Assam Circle, Tezpur||Sonitpur East Division",2024_PCCF_38262_1,FSET/B/APFBC/JFMC/2024/1446,Construction of Community Hall under APFBC scheme (JFMC-EPA),Technical,bid opened by the bid evaluation committee,Biswa Jyoti Das,03-Sep-2024 12:30 PM,,"Divisional Forest Officer, Sonitpur east Division",Internal,"Kumarjya Gogoi, FR, Bhupen Deori, HA, Babul Das, Accountant",Biswa Jyoti Das,27-Jan-2025 01:08 PM,finsummary_62039.pdf (293.02 KB),1.0,237391.0,M/s Dina Bhuyan,INR,"1,800,000",10-Mar-2025,"INR 1,800,000",180.0,CHAMPAK DEKA,29-Nov-2025 12:20 PM,workordercommunityhall.pdf (634.00 KB),Award of Contract to Dina Bhuyan,Finance,Financial bid open by the bid evaluation committee,Biswa Jyoti Das,20-Jan-2025 05:02 PM,,BOQ Comparative Chart,AOC,DIvisional Forest Officer,"Sonitpur East Division, Biswanath Chariali","40,000",Yes,percentage,2.0%,Nil,Nil,Construction of Community Hall under APFBC scheme (JFMC-EPA),Construction of Community Hall under APFBC scheme (JFMC-EPA) at Karibil JFMC under Borgang Range,Please refer Tender documents. ,NA ,"20,00,000",Civil Works,NA ,Tender,90.0,180.0,"Karibil, Borgang",784176.0,"Sonitpur East Division, Biswanath Chariali ","Sonitpur East Division, Biswanath Chariali ",02-Aug-2024 11:30 AM ,"Sonitpur East Division, Biswanath Chariali",No ,No,"Pr. Chief Conservator of Forest and Head of Forest Force||Chief Conservator of Forests (Upper Assam Zone)||Northern Assam Circle, Tezpur||Sonitpur East Division",FSET/B/APFBC/JFMC/2024/1446,2024_PCCF_38262_1,Yes,Open Tender,Works,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical document,31-Jul-2024 12:05 PM,20-Aug-2024 04:30 PM,31-Jul-2024 12:05 PM,20-Aug-2024 02:00 PM,31-Jul-2024 12:05 PM ,05-Aug-2024 05:00 PM ,31-Jul-2024 12:05 PM,20-Aug-2024 02:00 PM,12-Sep-2024 02:10 PM,"1,000",Nil,Nil,No,1.0,SBI Bank,AOC
,,,,,,,2,237295,Biswaranjan Borah,20-Aug-2024 01:14 PM,Rejected-Technical,Technically not qualified due to contractor registration certificate expired on 31/03/2024,12-Sep-2024 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,AOC
,,,,,,,3,237268,JAGADISH SONOWAL,19-Aug-2024 03:03 PM,Rejected-Technical,Technically not qualified due to non submission of signed SBD,12-Sep-2024 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,4,237222,JMT ENTERPRISE,19-Aug-2024 04:06 PM,Rejected-Technical,Technically not qualified due to 1. Liquid Asset/FS less than 40 lakhs 2. ESIC not submitted,12-Sep-2024 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,5,236989,M/S A R ENTERPRISE,17-Aug-2024 04:43 PM,Rejected-Finance,L2,27-Jan-2025 01:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,6,237391,M/s Dina Bhuyan,20-Aug-2024 01:53 PM,Accepted-AOC,Highest Bidder,29-Nov-2025 12:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,7,237085,M/S Kalpana Construction,17-Aug-2024 07:10 PM,Rejected-Finance,L2,27-Jan-2025 01:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,8,237013,PABITRA SAIKIA,19-Aug-2024 12:07 PM,Rejected-Finance,ongoing project may affect the quality and lead to delay the project,27-Jan-2025 01:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,9,237329,Sri Dhrubajyoti Bora,19-Aug-2024 07:06 PM,Rejected-Finance,L2,27-Jan-2025 01:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,10,237354,Sri Pranab Malakar,20-Aug-2024 01:39 PM,Rejected-Technical,Technically not qualified due to contractor registration certificate expired on 31/03/2024,12-Sep-2024 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
