Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage
"Sri B Pegu, IAS, MD, APGCL",Internal,,Migom Mili,23-May-2025 03:03 PM,23-May-2025 03:10 PM,techsummary_70272.pdf (261.58 KB),Assam Power Generation Company Limited,2025_APGCL_44072_1,APGCL/CGM NRE/PROJ/ 50MW_LKSPV_CIVIL /2024/4028/07,Geo Technical Sub Soil Investigation for proposed Lower Kopili 50MW Solar,1.0,267368.0,RANILA ENGINEERING,INR,"176,000",1,267542,BASIC CONSULTANT,30-Apr-2025 05:11 PM,Rejected-Finance,L-4 Bidder,06-Nov-2025 10:56 AM,Technical,Technical Bids Opened,Prodyut Kumar Nath,06-May-2025 02:41 PM,,Finance,Financial Bid Opened,Prodyut Kumar Nath,06-Nov-2025 10:43 AM,,BOQ Comparative Chart,"Sri Biswajit Pegu, IAS, MD, APGCL",Internal,,Prodyut Kumar Nath,06-Nov-2025 10:56 AM,finsummary_70272.pdf (562.91 KB),06-Nov-2025,"INR 176,000",30.0,BHARGAV BORAH,06-Nov-2025 11:15 AM,LOARanilaGTech.pdf (1097.00 KB),AOC,AOC,Geo Technical Sub Soil Investigation for proposed Lower Kopili 50MW Solar,"Geo Technical Sub Soil Investigation for proposed Lower Kopili 50MW Solar SPV plant, APGCL, Longku, Dima Hasao, Assam- 788931",Please refer Tender documents. ,NA ,,Miscellaneous Services,NA ,Tender,180.0,30.0,"Longku, Dima Hasao",788931.0,"Office of the CGM (NRE), APGCL HQ ","3rd Floor, Bijulee Bhawan, APGCL, Paltan Bazar, Guwahati-1 ",23-Apr-2025 11:30 AM ,"Office of the CGM (NRE), APGCL HQ",No ,No,Assam Power Generation Company Limited,APGCL/CGM NRE/PROJ/ 50MW_LKSPV_CIVIL /2024/4028/07,2025_APGCL_44072_1,Yes,Open Tender,Works,Services,2.0,No,No,Online,No,No,No,100.0,Nil,Nil,No,12-Apr-2025 04:00 PM,02-May-2025 02:00 PM,12-Apr-2025 04:00 PM,01-May-2025 02:00 PM,12-Apr-2025 04:00 PM ,22-Apr-2025 10:00 AM ,24-Apr-2025 10:00 AM,01-May-2025 02:00 PM,23-May-2025 03:10 PM,1.0,SBI Bank,"6,000",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,Technical Bid,"CGM(NRE), APGCL","3rd Floor, Bijulee Bhawan, APGCL, Paltan Bazar, Guwahati-1",AOC
,,,,,,,,,,,,,,,,2,267469,ESS FOUNDATION PVT.LTD,29-Apr-2025 03:58 PM,Rejected-Finance,L-2 Bidder,06-Nov-2025 10:56 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Additional Document,,,AOC
,,,,,,,,,,,,,,,,3,267368,RANILA ENGINEERING,01-May-2025 01:45 PM,Accepted-AOC,L-1 Bidder,06-Nov-2025 11:15 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial Bid,,,AOC
,,,,,,,,,,,,,,,,4,267304,Relaint Foundations,30-Apr-2025 04:40 PM,Rejected-Finance,L-3 Bidder,06-Nov-2025 10:56 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,5,267338,Superintendence Co of India Pvt Ltd,30-Apr-2025 11:18 AM,Rejected-Finance,L-5 Bidder,06-Nov-2025 10:56 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
