S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
1.0,269711.0,J C Infra corporation Limited,10-Jun-2025 08:07 PM,Rejected-Technical,Non-Responsive,04-Jul-2025 05:18 PM,Technical,Summary,ABIDUR RAHMAN,01-Jul-2025 02:47 PM,technical_71010.pdf,Finance,Summary,Chandana Basumatary,04-Jul-2025 05:34 PM,finance_71010.pdf,BOQ Comparative Chart,28-Nov-2025,"INR 189,696,850",605.0,Chandana Basumatary,28-Nov-2025 06:59 PM,WOCDCDEMOW.pdf (1683.00 KB),CE PWD(Bldg),Internal,,Chandana Basumatary,28-Nov-2025 06:56 PM,finsummary_71010.pdf (1682.78 KB),CE PWD(Bldg),Internal,,ABIDUR RAHMAN,04-Jul-2025 05:18 PM,04-Jul-2025 05:20 PM,techsummary_71010.pdf (126.13 KB),Public Works Building and NH Department||Chief Engineer-Building - PWBNH,2025_PWBNH_44686_1,CE/TB-VII/12/2025/3,"Construction of Co-District Office (G Plus 4) at Demow, Sivasagar District, Assam",1.0,269551.0,M/S SONTOSH SAHEWALLA,INR,"189,696,850",AOC,02-Jun-2025 06:00 PM,11-Jun-2025 03:00 PM,02-Jun-2025 06:00 PM,11-Jun-2025 02:00 PM,NA ,NA ,02-Jun-2025 06:00 PM,11-Jun-2025 02:00 PM,04-Jul-2025 05:20 PM,"CE, PWD(Bldg), Assam, Chandmari, Ghy-3","O/O The CE, PWD(Bldg), Assam, Chandmari, Ghy-3","20,000",Nil,Nil,No,"34,78,427",Yes,percentage,2.0%,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,BID COST_BID SECURITY,1.0,SBI Bank,Public Works Building and NH Department||Chief Engineer-Building - PWBNH,CE/TB-VII/12/2025/3,2025_PWBNH_44686_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"Construction of Co-District Office (G Plus 4) at Demow, Sivasagar District, Assam","Construction of Co-District Office (G Plus 4) at Demow, Sivasagar District, Assam",Please refer Tender documents. ,NA ,"17,39,21,368",Civil Works - Building,NA ,Tender,180.0,605.0,Sivasagar,785640.0,"O/O The CE, PWD(Bldg), Assam, Chandmari, Ghy-3 ","O/O The CE, PWD(Bldg), Assam, Chandmari, Ghy-3  ",05-Jun-2025 11:00 AM ,"O/O The CE, PWD(Bldg), Assam, Chandmari, Ghy-3",No ,No,AOC
2.0,269551.0,M/S SONTOSH SAHEWALLA,10-Jun-2025 04:56 PM,Accepted-AOC,Work Order Issued,28-Nov-2025 06:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,.pdf,BIDDING DOCUMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
3.0,269661.0,MS ZED ENGINEERS,11-Jun-2025 01:52 PM,Rejected-Technical,Non-Responsive,04-Jul-2025 05:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,.pdf,TECHNICAL QUALIFICATIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
4.0,269617.0,Punjab Engineering CompanyPD,10-Jun-2025 06:15 PM,Rejected-Technical,Non-Responsive,04-Jul-2025 05:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,.pdf,APPENDIX-IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
