Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
15-Nov-2025,"INR 11,409,329.34",90.0,Mrinali Konwar,15-Nov-2025 02:40 PM,Finalworkorderapproachroad.pdf (658.00 KB),ACCEPTED IN MLC TO AWARD THE WORK,Urban Development Department||Directorate of Municipality Administration - UDD||Sibsagar Municipal Board,2025_UDD_46301_1,smb/690/3154-59 11/08/2025,Construction of approach road to the proposed Solid Waste Management Plant and FSTP etc. along Boundary Wall of Assam Energy Institute at Polokhoni under 15th FC Tied 1st Installment 2024-2025,MRINALI KONWAR CHAIRPERSON,Mixed,EXECUTIVE OFFICER SMB ADC ULB EE PWD B EE PWD R AE DOHUA FAO,Debabrata Sharma,03-Oct-2025 03:44 PM,03-Oct-2025 03:50 PM,techsummary_73859.pdf (474.80 KB),Technical,ADMITTED FOR TECHNICAL EVALUATION,Tapan Kumar Borah,02-Sep-2025 07:35 PM,,Mrinali KOnwar Chairperson,Mixed,EO SMB EE PWDR EE PWDB DYD TANDCP FAO AE DOHUA,Mrinali Konwar,15-Nov-2025 02:31 PM,finsummary_73859.pdf (1079.02 KB),1.0,279296.0,KESHAB GOGOI,INR,"11,409,329.34",Finance,sent for financial evaluation,Debabrata Sharma,03-Oct-2025 03:55 PM,,BOQ Comparative Chart,1,279387,A.B.J Enterprise,02-Sep-2025 01:43 PM,Rejected-Finance,Rejected as per MLC,15-Nov-2025 02:31 PM,AOC,"2,000",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,DNIT,OFFICE OF THE SIBSAGAR MUNICIPALBOARD,OFFICE OF THE SIBSAGAR MUNICIPALBOARD,Urban Development Department||Directorate of Municipality Administration - UDD||Sibsagar Municipal Board,smb/690/3154-59 11/08/2025,2025_UDD_46301_1,Yes,Open Tender,Works,Works,2.0,No,No,Online,No,No,No,Construction of approach road to the proposed Solid Waste Management Plant and FSTP etc. along Boundary Wall of Assam Energy Institute at Polokhoni under 15th FC Tied 1st Installment 2024-2025,Construction of approach road to the proposed Solid Waste Management Plant and FSTP etc. along Boundary Wall of Assam Energy Institute at Polokhoni under 15th FC Tied 1st Installment 2024 2025,AS PER DNIT AND SBD ,NA ,"1,26,77,032",Civil Works,NA ,Tender,180.0,90.0,"POLOKHONI GAON, SIVASAGAR",785640.0,NA ,NA ,NA ,OFFICE OF THE SIBSAGAR MUNICIPAL BOARD,No ,No,11-Aug-2025 06:00 PM,02-Sep-2025 03:00 PM,12-Aug-2025 09:00 AM,02-Sep-2025 02:00 PM,18-Aug-2025 09:00 AM ,26-Aug-2025 09:00 AM ,26-Aug-2025 09:00 AM,02-Sep-2025 02:00 PM,03-Oct-2025 03:50 PM,1.0,SBI Bank,"2,53,540",Yes,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,278603,DIGANTA DUARAH,01-Sep-2025 02:43 PM,Rejected-Finance,Rejected as per MLC,15-Nov-2025 02:31 PM,AOC,,,,,,,.pdf,SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,279297,hema chetia,02-Sep-2025 12:08 PM,Rejected-Finance,Rejected as per MLC,15-Nov-2025 02:31 PM,AOC,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,279296,KESHAB GOGOI,01-Sep-2025 09:36 PM,Accepted-AOC,ACCEPTED IN MLC,15-Nov-2025 02:40 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,278535,M/S J.R. CONSTRUCTION AND ENGINEERING,02-Sep-2025 08:40 AM,Rejected-Finance,Rejected as per MLC,15-Nov-2025 02:31 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,279158,S K JUAL ALI,01-Sep-2025 11:48 PM,Rejected-Finance,Rejected as per MLC,15-Nov-2025 02:31 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,279100,SUNMONI BURAGOHAIN,01-Sep-2025 08:52 PM,Rejected-Technical,REJECTED IN MLC MEETING,03-Oct-2025 03:44 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
