Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage
Abhijit Bora EETC,Internal,"Bhuj Kr Thapa AE, Chandinath Devsharma AO, Snigdha Rani Gogoi JE",Lakhi Kanta Kumbang,09-Oct-2025 04:37 PM,10-Oct-2025 10:00 AM,techsummary_74965.pdf (2156.55 KB),1.0,282192.0,Bhaskarjyoti Nath,INR,"3,339,928",Irrigation Department||Chief Engineer(Major)-Irrigation Dept||Tezpur Circle,2025_ID_47028_1,NIT/TCI/3/2025/574,Installation of 5 points STW scheme under Rangapara LAC under SOPD-G for the year 2025-26,1,282192,Bhaskarjyoti Nath,17-Sep-2025 03:33 PM,Accepted-AOC,L1,06-Nov-2025 03:14 PM,Finance,Admitted,Snigdha Gogoi,10-Oct-2025 01:21 PM,,BOQ Comparative Chart,Abhijit Bora EETC,Internal,"Chandinath Devsharma AO, Bhuj kumar Thapa AE, Snigdha Rani Gogoi JE",Lakhi Kanta Kumbang,31-Oct-2025 02:34 PM,finsummary_74965.pdf (1216.06 KB),Technical,Admitted,Lakhi Kanta Kumbang,24-Sep-2025 12:10 PM,,06-Nov-2025,"INR 3,339,928",180.0,Lakhi Kanta Kumbang,06-Nov-2025 03:14 PM,Bhaskarjyotirangapara.pdf (4872.00 KB),AOC,Installation of 5 points STW scheme under Rangapara LAC under SOPD-G for the year 2025-26,Installation of 5 points STW scheme under Rangapara LAC under SOPD-G for the year 2025-26,Please refer Tender documents. ,NA ,"33,39,270",Civil Works,NA ,Tender,180.0,NA ,Tezpur,784001.0,NA ,NA ,NA ,O/o Superintending Engineer Tezpur Circle Irrig,No ,No,28-Aug-2025 10:00 AM,18-Sep-2025 03:00 PM,28-Aug-2025 10:00 AM,18-Sep-2025 02:00 PM,NA ,NA ,01-Sep-2025 10:00 AM,18-Sep-2025 02:00 PM,10-Oct-2025 10:00 AM,1.0,SBI Bank,"66,785",Yes,percentage,2.0%,Nil,Nil,"1,500",Nil,Nil,No,Irrigation Department||Chief Engineer(Major)-Irrigation Dept||Tezpur Circle,NIT/TCI/3/2025/574,2025_ID_47028_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1,Fee/PreQual/Technical,.pdf,Bid Document,Superintending Engineer Tezpur Circle Irrigation,o/o the Superintending Engineer Tezpur Circle Irrigation,AOC
,,,,,,,,,,,,,,,,2,282195,PRASANTA GOGOI,17-Sep-2025 03:28 PM,Rejected-Technical,Technical Documents not found in order,09-Oct-2025 04:37 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,AOC
