Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Publish Date.1,Bid Opening Date.1,Bid Submission Opening Date,Bid Submission Closing Date,Pre Bid Meeting Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date.1,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Corrigendum Title,Corrigendum Type,View,Name,Address,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
"3,000",Nil,Nil,Yes,1.0,SBI Bank,31-Jul-2025 06:00 PM,21-Aug-2025 03:00 PM,31-Jul-2025 06:05 PM,21-Aug-2025 02:00 PM,NA ,NA ,01-Aug-2025 09:00 AM,21-Aug-2025 02:00 PM,10-Sep-2025 03:00 PM,08-Sep-2025 09:00 AM,10-Sep-2025 03:00 PM,08-Sep-2025 09:05 AM,10-Sep-2025 02:00 PM,,Industries and Commerce Department||Assam Small Industries Development Corpn. Ltd.,SIDC/RAMP/IECPA/NIT/25-26/1026,2025_ICD_46074_1,Yes,Open Tender,Supply,Goods,2.0,No,No,Online,No,No,Yes,1.0,Fee/PreQual/Technical,.pdf,NIT,"3,00,000",Yes,fixed,,Nil,Nil,Selection of Printing Agency on Rate Contract Basis for Supply of Printed and Branded Materials under RAMP Programme Assam,Selection of Printing Agency on Rate Contract basis for Supply of Printed and Branded Materials under RAMP Programme Assam,Please refer Tender documents. ,NA ,"1,50,00,000",Supply of Materials,NA ,Rate Contract,90.0,NA ,Bamunimaidam,781021.0,05/08/2025 ,"Conference Hall of RAMP Office, Assam Small Industries Development Corporation Ltd. (ASIDC), M.R.D. Road, Bamunimaidan, 781021 at 11 am  ",05-Aug-2025 11:00 AM ,"ASIDC Ltd, M.R.D Road, Bamunimaidan 781021",No ,No,1.0,Date Extension Corrigendum,Date,,Managing Director,"ASIDC Ltd, M.R.D Road, Bamunimaidan 781021",AOC,Technical,Technical Bid has been opened for for further Evaluation,Pradip Sarmah,21-Aug-2025 04:21 PM,,Adl Director,Internal,,Ratul Kumar Mahanta,22-Oct-2025 12:54 PM,finsummary_73340.pdf (400.02 KB),1.0,277737.0,MAA MANASHA PRINTERS,INR,"10,944,400",Adl DirectorCIC,Mixed,GM ASIDC Dy Director Directorate of Printing and accessories Manager Tech ASIDC Manager FA ASIDC Dy Manager Admin ASIDC,Ratul Kumar Mahanta,06-Sep-2025 06:20 PM,techsummary_73340.pdf (436.67 KB),1,277867,Asomi Enterprise,21-Aug-2025 01:15 PM,Rejected-Technical,Found technically non responsive,06-Sep-2025 06:20 PM,Finance,All bids were downloaded for Evaluation,Ratul Kumar Mahanta,22-Oct-2025 11:55 AM,,BOQ Comparative Chart,Industries and Commerce Department||Assam Small Industries Development Corpn. Ltd.,2025_ICD_46074_1,SIDC/RAMP/IECPA/NIT/25-26/1026,Selection of Printing Agency on Rate Contract Basis for Supply of Printed and Branded Materials under RAMP Programme Assam,22-Oct-2025,"INR 10,944,400",360.0,Ratul Kumar Mahanta,07-Nov-2025 04:08 PM,AOC.pdf (568.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Tender Document,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Corrigendum,Technical Bid,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,2,277759,BHABANI OFFSET & IMAGING SYSTEMS PVT. LTD,21-Aug-2025 12:01 PM,Rejected-Finance,Reject,22-Oct-2025 12:54 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,3,276852,Bhuyan Offset Printing,20-Aug-2025 09:13 PM,Rejected-Finance,Reject,22-Oct-2025 12:54 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,4,277792,Insight Brandcom Pvt Ltd,21-Aug-2025 01:09 PM,Rejected-Finance,Reject,22-Oct-2025 12:54 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,5,277737,MAA MANASHA PRINTERS,21-Aug-2025 12:35 PM,Accepted-AOC,Found responsive,07-Nov-2025 04:08 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,6,277748,Umang Communications Pvt Ltd,21-Aug-2025 01:03 PM,Rejected-Finance,Reject,22-Oct-2025 12:54 PM,,,,,,,,,,,,,,,,,AOC
