Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
Welfare of Plain Tribes and Backward Classes||Director - WPT and BC||Assam Plains Tribes Development Corporation Ltd.,2025_WPTBC_47379_1,PTDC/Engg/2024-25/370,"Administrative Approval for an amount of Rs. 204.5080 Lakh only for water supply scheme at Jorhat Engineering College, Jorhat under SOPD ODS during the year 2023-24",1.0,282300.0,M/S. Sanjib Dutta,INR,"20,450,800",Managing Director,Internal,Managing Director,Jeena Gabison Ahmed,15-Oct-2025 12:46 PM,15-Oct-2025 01:40 PM,techsummary_75625.pdf (863.52 KB),26-Nov-2025,"INR 20,450,800",270.0,Jeena Gabison Ahmed,26-Nov-2025 03:11 PM,AocJEC.pdf (1360.00 KB),AOC,Managing Director,Internal,,Jeena Gabison Ahmed,26-Nov-2025 03:09 PM,finsummary_75625.pdf (1359.87 KB),Finance,Financial bid has been opened.,Dipak Kumar Gayary,15-Oct-2025 02:27 PM,,BOQ Comparative Chart,1,282284,Binod Kumar Malpani / B.K. Constructions,19-Sep-2025 01:54 PM,Rejected-Technical,As per Comperative Statement (Technical Bid) is Non Responsive,15-Oct-2025 12:46 PM,Technical,Technical bid has been opened,Dipak Kumar Gayary,09-Oct-2025 02:49 PM,,AOC,"Administrative Approval for an amount of Rs. 204.5080 Lakh only for water supply scheme at Jorhat Engineering College, Jorhat under SOPD ODS during the year 2023-24","Administrative Approval for an amount of Rs. 204.5080 Lakh only for water supply scheme at Jorhat Engineering College, Jorhat under SOPD ODS during the year 2023-24",Please refer to tender document ,NA ,"2,04,50,800",Civil Works,NA ,Tender,180.0,270.0,Jorhat Engineering College,785007.0,"Managing Director, APTDC Ltd., Ga ","Office Of the Managing Director, APTDC Ltd., Ganeshguri, Guwahati - 05 ",17-Sep-2025 11:00 AM ,"Managing Director, APTDC Ltd., Ga",No ,No,1.0,Fee/PreQual/Technical,.pdf,Technical Qualification,"4,100",Nil,Nil,No,"4,09,016",Yes,percentage,2.0%,Nil,Nil,1.0,SBI Bank,Managing Director,"Office Of the Managing Director, APTDC Ltd., Ganeshguri, Guwahati - 05",Welfare of Plain Tribes and Backward Classes||Director - WPT and BC||Assam Plains Tribes Development Corporation Ltd.,PTDC/Engg/2024-25/370,2025_WPTBC_47379_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,09-Sep-2025 09:00 AM,19-Sep-2025 03:00 PM,09-Sep-2025 09:00 AM,19-Sep-2025 02:00 PM,NA ,NA ,09-Sep-2025 09:00 AM,19-Sep-2025 02:00 PM,15-Oct-2025 01:40 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,282300,M/S. Sanjib Dutta,18-Sep-2025 04:55 PM,Accepted-AOC,Awarded,26-Nov-2025 03:12 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,.pdf,EMD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,282261,PANKAJ BAKATIAL,19-Sep-2025 11:06 AM,Rejected-AOC,Not Awarded,26-Nov-2025 03:12 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
