Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,BID COST_BID SECURITY,"CE, PWD(Bldg), H and E, Assam, Chandmari, Ghy-3","O/O The CE, PWD(Bldg), Assam, Chandmari, Ghy-3",19-Apr-2025 12:00 PM,15-May-2025 03:00 PM,19-Apr-2025 12:00 PM,15-May-2025 02:00 PM,NA ,NA ,19-Apr-2025 12:00 PM,15-May-2025 02:00 PM,28-Jul-2025 04:35 PM,1.0,Extension Notice,Date,,"14,43,700",Yes,percentage,2.0%,Nil,Nil,1.0,SBI Bank,"14,500",Nil,Nil,No,"Construction of 126 Secondary Schools in 35 Districts of Assam under RIDF-XXX (2024-25) for (i) Nava Jagriti High School, Hapjan under Tinisukia DTBD(Gr-52)","Construction of 126 Secondary Schools in 35 Districts of Assam under RIDF-XXX (2024-25) for (i) Nava Jagriti High School, Hapjan under Tinisukia DTBD(Gr-52)",Please refer Tender documents. ,NA ,"7,21,85,000",Civil Works - Building,NA ,Tender,180.0,730.0,TINSUKIA,786125.0,"O/O The CE, PWD(Bldg), Assam, Chandmari, Ghy-3 ","O/O The CE, PWD(Bldg), Assam, Chandmari, Ghy-3 ",21-Apr-2025 11:30 AM ,"O/O The CE, PWD(Bldg), Assam, Chandmari, Ghy-3",No ,No,Public Works Building and NH Department||Chief Engineer-Building - PWBNH,"CE/TB-VI/RIDF-XXX/1/2024/17 Dated Guwahati the 17th March, 2025",2025_PWBNH_44092_22,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC,28-Nov-2025,"INR 74,718,545",730.0,Chandana Basumatary,28-Nov-2025 06:46 PM,WOGR52.pdf (989.00 KB),1,268187,GUPTA HARDWARE PRIVATE LIMITED,15-May-2025 10:31 AM,Rejected-Technical,Non-Responsive,28-Jul-2025 04:33 PM,CE PWD(Bldg),Internal,,ABIDUR RAHMAN,28-Jul-2025 04:33 PM,28-Jul-2025 04:35 PM,techsummary_70352.pdf (780.07 KB),Finance,Summary,Chandana Basumatary,28-Jul-2025 04:44 PM,finance_70352.pdf,BOQ Comparative Chart,Technical,Summary,Chandana Basumatary,16-May-2025 11:54 AM,technical_70352.pdf,Public Works Building and NH Department||Chief Engineer-Building - PWBNH,2025_PWBNH_44092_22,"CE/TB-VI/RIDF-XXX/1/2024/17 Dated Guwahati the 17th March, 2025","Construction of 126 Secondary Schools in 35 Districts of Assam under RIDF-XXX (2024-25) for (i) Nava Jagriti High School, Hapjan under Tinisukia DTBD(Gr-52)",CE PWD(Bldg),Internal,,Chandana Basumatary,28-Nov-2025 06:43 PM,finsummary_70352.pdf (988.83 KB),1.0,268231.0,M/S Azad Constructions,INR,"74,718,545",AOC
,,.pdf,BIDDING DOCUMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2,268189,ICB INFRATECH,14-May-2025 11:53 PM,Rejected-Technical,Non-Responsive,28-Jul-2025 04:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,TECHNICAL QUALIFICATIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3,268231,M/S Azad Constructions,14-May-2025 04:42 PM,Accepted-AOC,Work Order Issued,28-Nov-2025 06:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,4,268273,M/S B.N.Garodia Construction & Engineering Pvt.Ltd.,15-May-2025 01:45 PM,Rejected-Technical,Non-Responsive,28-Jul-2025 04:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,APPENDIX-IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,5,267543,Nortech Power Projects Private Limited,15-May-2025 11:10 AM,Rejected-Technical,Non-Responsive,28-Jul-2025 04:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,6,268224,PABITRA SAIKIA,13-May-2025 03:17 PM,Rejected-AOC,L2,28-Nov-2025 06:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
